,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
32029,TX,32580,"McAllen-Edinburg-Mission, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,6330,4.9,27.1,0.84,10.01,20810,1.4,7.8,8.39,9.38,11.29,13.55,16210,17440,19510,23470,28190,2013
32036,TX,32580,"McAllen-Edinburg-Mission, TX",39-0000,Personal Care and Service Occupations,major,25790,7.1,110.4,3.67,8.46,17610,1.3,7.59,7.92,8.47,9.02,9.38,15790,16480,17620,18760,19510,2013
32047,TX,32580,"McAllen-Edinburg-Mission, TX",41-0000,Sales and Related Occupations,major,29380,2.8,125.757,1.19,13.09,27230,2.9,7.82,8.36,9.25,13.31,22.17,16260,17380,19240,27680,46120,2013
32064,TX,32580,"McAllen-Edinburg-Mission, TX",43-0000,Office and Administrative Support Occupations,major,38750,3,165.872,1.03,12.71,26440,1.5,8.07,8.99,11.4,14.79,19.29,16790,18710,23720,30760,40120,2013
32112,TX,32580,"McAllen-Edinburg-Mission, TX",45-0000,"Farming, Fishing, and Forestry Occupations",major,1880,19.6,8.048,2.45,9.68,20130,3.6,7.64,8.06,8.75,9.66,13.46,15900,16760,18200,20100,27990,2013
32117,TX,32580,"McAllen-Edinburg-Mission, TX",47-0000,Construction and Extraction Occupations,major,7230,8,30.953,0.81,14.65,30470,1.8,8.86,10.53,13.18,17.04,22.16,18440,21910,27420,35430,46090,2013
32142,TX,32580,"McAllen-Edinburg-Mission, TX",49-0000,"Installation, Maintenance, and Repair Occupations",major,7420,12.6,31.756,0.82,16.1,33500,3.9,8.44,10.1,13.51,19.67,28.24,17560,21000,28110,40920,58730,2013
32166,TX,32580,"McAllen-Edinburg-Mission, TX",51-0000,Production Occupations,major,6870,9.8,29.396,0.44,13.44,27950,4.8,8.03,8.92,11.34,15.79,22.83,16690,18560,23590,32840,47490,2013
32203,TX,32580,"McAllen-Edinburg-Mission, TX",53-0000,Transportation and Material Moving Occupations,major,14700,4.8,62.937,0.93,12.57,26150,4.7,7.87,8.51,9.74,14.14,21.35,16360,17710,20260,29410,44410,2013
32226,TX,33260,"Midland, TX",11-0000,Management Occupations,major,4540,4.6,54.828,1.11,57.34,119260,2.4,24.17,33.99,49.31,72.28,#,50270,70700,102570,150340,#,2013
32245,TX,33260,"Midland, TX",13-0000,Business and Financial Operations Occupations,major,3000,11.7,36.201,0.72,32.55,67700,2.7,15.89,20.44,28.54,38.54,54.67,33050,42510,59370,80160,113720,2013
32261,TX,33260,"Midland, TX",15-0000,Computer and Mathematical Occupations,major,1010,26.9,12.241,0.44,30.31,63040,3.2,15.82,22,28.45,36.23,47.53,32900,45770,59170,75360,98850,2013
32270,TX,33260,"Midland, TX",17-0000,Architecture and Engineering Occupations,major,3010,13.2,36.393,2.03,53.73,111770,7.3,19.86,31.13,45.65,68.42,#,41300,64750,94940,142310,#,2013
32288,TX,33260,"Midland, TX",19-0000,"Life, Physical, and Social Science Occupations",major,1850,17,22.398,2.62,41.66,86650,11.2,10.92,17.79,31.05,51.82,#,22720,37010,64580,107780,#,2013
32295,TX,33260,"Midland, TX",21-0000,Community and Social Service Occupations,major,380,8,4.637,0.32,20.29,42200,4.4,13,15.39,18.75,24.95,29.62,27040,32010,38990,51890,61610,2013
32299,TX,33260,"Midland, TX",23-0000,Legal Occupations,major,520,12.2,6.311,0.8,37.32,77620,8.4,15.61,19.77,31.33,44.76,67.95,32470,41120,65170,93110,141330,2013
32303,TX,33260,"Midland, TX",25-0000,"Education, Training, and Library Occupations",major,3130,3.8,37.786,0.6,22.55,46900,2.5,9.54,19.17,22.73,27.65,32.77,19830,39870,47280,57520,68160,2013
32314,TX,33260,"Midland, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,480,11,5.824,0.44,17.29,35950,5.9,8.35,9.78,14.03,20.05,31.16,17370,20340,29180,41700,64810,2013
32320,TX,33260,"Midland, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,2950,5.1,35.626,0.61,35.16,73120,4.6,15.73,20.49,27.66,39.21,61.64,32720,42620,57540,81560,128200,2013
32338,TX,33260,"Midland, TX",31-0000,Healthcare Support Occupations,major,1320,12.8,15.926,0.54,13.11,27270,3.3,8.3,9.71,12.05,15.41,18.32,17260,20210,25050,32050,38100,2013
32346,TX,33260,"Midland, TX",33-0000,Protective Service Occupations,major,1250,3.5,15.116,0.62,20.89,43450,7,8.97,11.18,19.87,28.03,34.5,18660,23250,41320,58300,71760,2013
32353,TX,33260,"Midland, TX",35-0000,Food Preparation and Serving Related Occupations,major,6830,3,82.55,0.92,9.94,20670,2.4,7.71,8.17,8.95,10.65,14.21,16030,17000,18620,22140,29550,2013
32367,TX,33260,"Midland, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2120,8.9,25.678,0.79,11.66,24260,4,7.91,8.68,10.48,13.55,17.25,16460,18060,21790,28180,35880,2013
32374,TX,33260,"Midland, TX",39-0000,Personal Care and Service Occupations,major,1900,32.2,22.929,0.76,9.67,20110,4.7,7.61,8.04,8.75,10.04,13.79,15820,16720,18210,20890,28690,2013
32383,TX,33260,"Midland, TX",41-0000,Sales and Related Occupations,major,8670,5.6,104.791,0.99,21.25,44210,5.4,8.35,9.74,13.85,25.77,44.13,17360,20260,28810,53600,91780,2013
32400,TX,33260,"Midland, TX",43-0000,Office and Administrative Support Occupations,major,12240,2.8,147.96,0.91,16.68,34700,1.5,9.12,11.32,14.95,19.73,26.69,18970,23550,31090,41040,55510,2013
32434,TX,33260,"Midland, TX",45-0000,"Farming, Fishing, and Forestry Occupations",major,50,49.1,0.627,0.19,12.94,26920,3.8,9.64,10.44,11.86,14.35,17.23,20040,21710,24670,29850,35840,2013
32436,TX,33260,"Midland, TX",47-0000,Construction and Extraction Occupations,major,11740,6,141.908,3.7,22.84,47500,5.6,12.23,14.96,18.35,24.36,36.5,25440,31110,38170,50660,75930,2013
32455,TX,33260,"Midland, TX",49-0000,"Installation, Maintenance, and Repair Occupations",major,3890,5.5,47.067,1.21,21.23,44160,2.1,11.61,14.85,19.15,26.53,34.42,24150,30880,39830,55190,71590,2013
32474,TX,33260,"Midland, TX",51-0000,Production Occupations,major,4340,8.6,52.429,0.79,19.97,41540,2.9,9.69,12.6,17.28,24.12,34.02,20160,26200,35950,50170,70750,2013
32495,TX,33260,"Midland, TX",53-0000,Transportation and Material Moving Occupations,major,7510,7.1,90.777,1.34,17.38,36150,4.8,8.48,10.73,15.19,21.54,30.92,17650,22330,31600,44810,64320,2013
32510,TX,36220,"Odessa, TX",11-0000,Management Occupations,major,2850,4.4,40.2,0.81,56.75,118050,2.9,23.25,33.53,47.22,71,#,48370,69740,98210,147680,#,2013
32525,TX,36220,"Odessa, TX",13-0000,Business and Financial Operations Occupations,major,1610,7,22.664,0.45,33.15,68950,3.5,15.73,20.36,27.88,36.47,54.09,32720,42340,58000,75860,112510,2013
32538,TX,36220,"Odessa, TX",15-0000,Computer and Mathematical Occupations,major,630,18.5,8.912,0.32,31.14,64770,5.1,15.9,20.3,28.02,39.02,51.89,33080,42220,58270,81170,107930,2013
32544,TX,36220,"Odessa, TX",17-0000,Architecture and Engineering Occupations,major,850,9.1,12.037,0.67,38.77,80630,6.4,16.35,21.74,34.78,50.64,67.6,34000,45220,72340,105340,140610,2013
32551,TX,36220,"Odessa, TX",19-0000,"Life, Physical, and Social Science Occupations",major,330,16.3,4.671,0.55,35.31,73450,13.3,13.05,16.03,25.29,43.72,74.44,27140,33340,52590,90940,154830,2013
32555,TX,36220,"Odessa, TX",21-0000,Community and Social Service Occupations,major,410,9.6,5.736,0.4,20.3,42230,3.4,12.99,15.47,18.91,25.06,29.21,27030,32180,39340,52130,60750,2013
32560,TX,36220,"Odessa, TX",23-0000,Legal Occupations,major,280,31.2,4.017,0.51,39.08,81290,13.9,14.67,18.51,31.52,42.45,82.91,30520,38490,65570,88290,172460,2013
32563,TX,36220,"Odessa, TX",25-0000,"Education, Training, and Library Occupations",major,3520,2.3,49.674,0.78,22.67,47150,2.7,9.48,17.44,22.28,26.41,29.18,19720,36280,46340,54940,60690,2013
32573,TX,36220,"Odessa, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,410,13.5,5.835,0.44,18.39,38260,11.3,8.37,9.71,13.64,22.28,35.66,17420,20190,28380,46340,74170,2013
32579,TX,36220,"Odessa, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,2990,2.7,42.247,0.72,32.41,67410,5.1,14.31,19.42,25.65,34.73,53.78,29770,40390,53350,72230,111860,2013
32596,TX,36220,"Odessa, TX",31-0000,Healthcare Support Occupations,major,**,**,**,**,11.22,23340,5.5,7.76,8.4,9.96,13.39,16.59,16130,17480,20720,27860,34500,2013
32605,TX,36220,"Odessa, TX",33-0000,Protective Service Occupations,major,920,7,12.926,0.53,23.54,48960,6.3,10.3,16.03,23.25,30.84,35.81,21420,33350,48350,64140,74480,2013
32608,TX,36220,"Odessa, TX",35-0000,Food Preparation and Serving Related Occupations,major,6340,4,89.531,1,9.56,19880,1.4,7.68,8.14,8.91,10.3,12.89,15960,16920,18520,21430,26810,2013
32622,TX,36220,"Odessa, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1230,6.1,17.371,0.54,10.91,22700,2,7.92,8.71,10.28,12.55,14.33,16460,18120,21380,26110,29810,2013
32627,TX,36220,"Odessa, TX",39-0000,Personal Care and Service Occupations,major,**,**,**,**,9.82,20420,3,7.67,8.13,8.88,10.39,14.18,15960,16900,18480,21620,29500,2013
32635,TX,36220,"Odessa, TX",41-0000,Sales and Related Occupations,major,7060,3.4,99.643,0.94,20.28,42190,3.5,8.4,9.69,14.01,25.72,39.25,17460,20160,29140,53490,81630,2013
32651,TX,36220,"Odessa, TX",43-0000,Office and Administrative Support Occupations,major,9970,2.8,140.711,0.87,15.44,32110,1.3,8.96,11.04,13.96,17.87,24.41,18640,22960,29050,37160,50770,2013
32682,TX,36220,"Odessa, TX",47-0000,Construction and Extraction Occupations,major,10910,7.7,154.049,4.01,21.25,44210,2.3,11.35,14.97,19.23,24.15,32.45,23610,31130,39990,50230,67500,2013
32706,TX,36220,"Odessa, TX",49-0000,"Installation, Maintenance, and Repair Occupations",major,5060,6.3,71.484,1.84,19.72,41020,1.9,11.08,13.9,17.8,23.78,31.65,23040,28920,37010,49460,65840,2013
32723,TX,36220,"Odessa, TX",51-0000,Production Occupations,major,5610,5.5,79.183,1.2,19.11,39750,2.5,9.63,12.95,16.94,22.76,32.53,20030,26930,35240,47330,67660,2013
32747,TX,36220,"Odessa, TX",53-0000,Transportation and Material Moving Occupations,major,6840,7.4,96.614,1.42,18.23,37920,3.9,8.88,10.98,15.8,21.79,29.15,18470,22840,32870,45330,60630,2013
32766,TX,41660,"San Angelo, TX",11-0000,Management Occupations,major,1570,7.1,34.338,0.7,41.82,86980,2.5,18.61,26.39,36.94,51.1,69.31,38710,54900,76830,106290,144160,2013
32779,TX,41660,"San Angelo, TX",13-0000,Business and Financial Operations Occupations,major,1340,5.4,29.495,0.59,28.01,58260,2.8,14.25,19.35,26.12,34.03,43.01,29640,40250,54340,70790,89450,2013
32790,TX,41660,"San Angelo, TX",15-0000,Computer and Mathematical Occupations,major,490,9.3,10.747,0.39,28.86,60030,2.7,15.79,20.5,28.1,35.95,43.82,32840,42640,58450,74770,91140,2013
32798,TX,41660,"San Angelo, TX",17-0000,Architecture and Engineering Occupations,major,340,18.9,7.38,0.41,36.34,75590,8.5,16.68,21.24,32.7,44.23,60.45,34700,44170,68010,92000,125740,2013
32800,TX,41660,"San Angelo, TX",19-0000,"Life, Physical, and Social Science Occupations",major,250,9.4,5.468,0.64,27.73,57670,7.1,13.08,18.7,24.16,33.09,43.48,27200,38890,50250,68820,90440,2013
32802,TX,41660,"San Angelo, TX",21-0000,Community and Social Service Occupations,major,640,10.7,14.052,0.98,19.53,40620,4.6,10.8,15.15,18.34,24.07,28.86,22470,31510,38140,50070,60030,2013
32810,TX,41660,"San Angelo, TX",23-0000,Legal Occupations,major,240,5.2,5.202,0.66,24.72,51410,16.1,8.39,10.57,22.54,28.64,36.28,17460,21990,46880,59580,75470,2013
32813,TX,41660,"San Angelo, TX",25-0000,"Education, Training, and Library Occupations",major,2500,40.9,54.784,0.86,22.39,46580,2.6,9.35,16.64,22.58,27.87,34.21,19450,34620,46960,57980,71150,2013
32822,TX,41660,"San Angelo, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,300,9,6.507,0.49,18.27,38000,6,8.56,10.78,16.94,23.44,31.19,17810,22420,35240,48760,64880,2013
32826,TX,41660,"San Angelo, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,3010,11.8,65.969,1.13,31.93,66410,5.4,13.38,19.01,25.53,33.8,56.08,27830,39550,53110,70300,116650,2013
32845,TX,41660,"San Angelo, TX",31-0000,Healthcare Support Occupations,major,2040,7.9,44.635,1.51,10.7,22260,5.1,7.76,8.42,9.8,11.88,15.08,16130,17520,20380,24720,31360,2013
32854,TX,41660,"San Angelo, TX",33-0000,Protective Service Occupations,major,1030,22,22.692,0.92,23.12,48090,5.2,8.93,16.19,21.76,28.67,35.96,18580,33680,45260,59640,74800,2013
32861,TX,41660,"San Angelo, TX",35-0000,Food Preparation and Serving Related Occupations,major,5070,3.9,111.19,1.24,8.98,18690,1.3,7.66,8.04,8.68,9.32,11.48,15930,16720,18050,19390,23870,2013
32875,TX,41660,"San Angelo, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1350,13.7,29.535,0.91,10.39,21600,2.1,7.75,8.28,9.18,11.6,14.74,16110,17230,19080,24120,30650,2013
32880,TX,41660,"San Angelo, TX",39-0000,Personal Care and Service Occupations,major,2080,28.5,45.592,1.52,9.66,20090,5.5,7.62,8.02,8.69,9.42,13.54,15850,16680,18060,19590,28160,2013
32890,TX,41660,"San Angelo, TX",41-0000,Sales and Related Occupations,major,5020,6.9,110.083,1.04,15.18,31580,4.5,7.92,8.64,10.46,16.28,26.93,16480,17970,21760,33870,56010,2013
32903,TX,41660,"San Angelo, TX",43-0000,Office and Administrative Support Occupations,major,7820,4.3,171.554,1.06,13.8,28690,2.5,8.3,9.53,12.58,16.41,21.62,17270,19830,26170,34130,44960,2013
32936,TX,41660,"San Angelo, TX",45-0000,"Farming, Fishing, and Forestry Occupations",major,110,19.5,2.463,0.75,13.64,28380,7.7,8.21,9.49,14.68,17.22,19.58,17070,19740,30530,35810,40730,2013
32938,TX,41660,"San Angelo, TX",47-0000,Construction and Extraction Occupations,major,2300,14.5,50.353,1.31,16.4,34110,4.4,9.16,11.36,15.06,19.68,24.59,19050,23620,31320,40930,51140,2013
32952,TX,41660,"San Angelo, TX",49-0000,"Installation, Maintenance, and Repair Occupations",major,2620,6.6,57.365,1.48,18.28,38020,3.1,8.87,11.49,16.8,23.06,30.9,18460,23890,34940,47950,64270,2013
32967,TX,41660,"San Angelo, TX",51-0000,Production Occupations,major,2860,13.1,62.723,0.95,16.84,35020,5.3,8.58,10.45,14.27,19.16,29.22,17840,21730,29680,39850,60780,2013
32979,TX,41660,"San Angelo, TX",53-0000,Transportation and Material Moving Occupations,major,2640,8.2,57.872,0.85,12.48,25960,2.4,7.94,8.73,10.53,14.51,18.54,16520,18150,21900,30180,38560,2013
32993,TX,41700,"San Antonio-New Braunfels, TX",11-0000,Management Occupations,major,36740,2.3,41.387,0.84,48.33,100530,0.9,21.53,30.57,42.36,59.32,82.78,44780,63590,88110,123390,172180,2013
33025,TX,41700,"San Antonio-New Braunfels, TX",13-0000,Business and Financial Operations Occupations,major,45050,2.3,50.751,1.01,32.65,67920,1.3,17.24,22.73,30.35,40.14,50.4,35860,47270,63140,83480,104840,2013
33054,TX,41700,"San Antonio-New Braunfels, TX",15-0000,Computer and Mathematical Occupations,major,23690,8.8,26.682,0.96,35.94,74760,2.8,17.49,24.25,34.19,44.52,55.89,36380,50450,71110,92600,116250,2013
33071,TX,41700,"San Antonio-New Braunfels, TX",17-0000,Architecture and Engineering Occupations,major,12560,5.8,14.153,0.79,36.09,75080,5.5,15.75,21.26,31.57,44.65,61.38,32750,44220,65670,92870,127660,2013
33099,TX,41700,"San Antonio-New Braunfels, TX",19-0000,"Life, Physical, and Social Science Occupations",major,5820,5.3,6.562,0.77,31.8,66150,3.5,15,20.9,28.51,39.7,51.13,31190,43480,59310,82570,106350,2013
33125,TX,41700,"San Antonio-New Braunfels, TX",21-0000,Community and Social Service Occupations,major,8870,2.9,9.991,0.7,21.22,44140,3.1,12.67,15.62,19,26.25,33.35,26350,32500,39530,54590,69370,2013
33142,TX,41700,"San Antonio-New Braunfels, TX",23-0000,Legal Occupations,major,5370,5.7,6.052,0.77,41.73,86800,5.5,13.1,21.54,33.09,58.89,78.86,27240,44800,68820,122490,164030,2013
33150,TX,41700,"San Antonio-New Braunfels, TX",25-0000,"Education, Training, and Library Occupations",major,56780,1.3,63.97,1.01,24.72,51420,3.6,9.63,14.2,24.12,30.4,38.16,20030,29540,50170,63230,79370,2013
33202,TX,41700,"San Antonio-New Braunfels, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8390,4.5,9.453,0.71,20.83,43330,3,9,11.35,17.71,27.57,37.38,18730,23610,36850,57340,77750,2013
33231,TX,41700,"San Antonio-New Braunfels, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,52420,3,59.056,1.01,34.19,71120,2.5,14.63,19.72,27.76,37.05,61.24,30440,41020,57750,77060,127370,2013
33283,TX,41700,"San Antonio-New Braunfels, TX",31-0000,Healthcare Support Occupations,major,26350,6.8,29.689,1,12.75,26510,2.3,8.32,9.61,11.46,14.23,18.02,17300,19980,23830,29610,37470,2013
33301,TX,41700,"San Antonio-New Braunfels, TX",33-0000,Protective Service Occupations,major,22740,3.2,25.619,1.04,17.46,36310,4.9,8.57,10.54,16.12,21.8,28.42,17830,21930,33530,45340,59120,2013
33319,TX,41700,"San Antonio-New Braunfels, TX",35-0000,Food Preparation and Serving Related Occupations,major,97500,1.9,109.841,1.22,9.71,20200,1,7.69,8.15,8.92,10.5,13.43,16000,16960,18550,21840,27940,2013
33337,TX,41700,"San Antonio-New Braunfels, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,28110,3.5,31.671,0.98,10.87,22600,1.3,7.86,8.6,10.05,12.18,14.91,16360,17900,20900,25330,31020,2013
33346,TX,41700,"San Antonio-New Braunfels, TX",39-0000,Personal Care and Service Occupations,major,36660,3.8,41.297,1.37,9.73,20250,2.2,7.67,8.09,8.79,9.8,13.39,15950,16820,18280,20370,27850,2013
33366,TX,41700,"San Antonio-New Braunfels, TX",41-0000,Sales and Related Occupations,major,99420,3.2,112.004,1.06,16.92,35190,2,8.07,9.01,11.6,20,31.84,16780,18740,24140,41590,66220,2013
33385,TX,41700,"San Antonio-New Braunfels, TX",43-0000,Office and Administrative Support Occupations,major,161480,1.3,181.91,1.12,15.63,32520,0.8,9.22,11.34,14.26,18.38,24.14,19170,23590,29670,38230,50210,2013
33436,TX,41700,"San Antonio-New Braunfels, TX",45-0000,"Farming, Fishing, and Forestry Occupations",major,390,23.7,0.438,0.13,11.43,23770,5.4,7.74,8.35,9.39,12.24,20.51,16100,17370,19540,25450,42660,2013
33440,TX,41700,"San Antonio-New Braunfels, TX",47-0000,Construction and Extraction Occupations,major,33800,3.7,38.073,0.99,17.36,36100,1.5,10.07,12.17,15.43,21.02,27.53,20940,25310,32100,43730,57250,2013
33485,TX,41700,"San Antonio-New Braunfels, TX",49-0000,"Installation, Maintenance, and Repair Occupations",major,35360,3,39.833,1.03,19.3,40140,1.4,10.09,13.2,18.01,23.94,30.36,21000,27450,37460,49790,63140,2013
33525,TX,41700,"San Antonio-New Braunfels, TX",51-0000,Production Occupations,major,39500,5.6,44.498,0.67,15.08,31360,1.8,8.53,10.13,13.14,17.75,24.91,17740,21060,27340,36920,51800,2013
33598,TX,41700,"San Antonio-New Braunfels, TX",53-0000,Transportation and Material Moving Occupations,major,50660,3.4,57.069,0.84,13.89,28880,1.5,8.15,9.26,12.23,16.61,22.15,16950,19250,25440,34550,46080,2013
33629,TX,43300,"Sherman-Denison, TX",11-0000,Management Occupations,major,1530,5.7,36.984,0.75,41.5,86320,2.4,19.18,27.85,36.53,49.89,69.32,39900,57930,75980,103770,144190,2013
33640,TX,43300,"Sherman-Denison, TX",13-0000,Business and Financial Operations Occupations,major,1150,10.7,27.754,0.55,28.95,60210,3.9,15.08,19.74,25.95,34.7,45.81,31360,41060,53980,72170,95290,2013
33652,TX,43300,"Sherman-Denison, TX",15-0000,Computer and Mathematical Occupations,major,620,43.7,15.014,0.54,40.06,83320,8.8,16.01,26.75,42.13,53.33,61.48,33310,55650,87630,110940,127880,2013
33658,TX,43300,"Sherman-Denison, TX",17-0000,Architecture and Engineering Occupations,major,500,33.3,11.987,0.67,40.99,85260,7.6,19.08,27.55,38.86,53.49,67.9,39690,57310,80820,111270,141230,2013
33662,TX,43300,"Sherman-Denison, TX",19-0000,"Life, Physical, and Social Science Occupations",major,60,9.8,1.556,0.18,27.17,56510,4.9,15.65,18.52,27.78,34.85,41.24,32550,38520,57790,72480,85790,2013
33663,TX,43300,"Sherman-Denison, TX",21-0000,Community and Social Service Occupations,major,390,11,9.48,0.66,22.19,46160,3.7,12.58,15.3,21.02,26.56,31.38,26170,31830,43720,55250,65260,2013
33668,TX,43300,"Sherman-Denison, TX",23-0000,Legal Occupations,major,250,14.5,6.099,0.78,28.76,59820,8.9,13.08,16.28,21.1,36.12,54.33,27210,33870,43900,75120,113000,2013
33671,TX,43300,"Sherman-Denison, TX",25-0000,"Education, Training, and Library Occupations",major,2980,10.8,72.029,1.14,21.54,44810,2.2,8.93,16.89,21.74,26.39,30.67,18560,35130,45230,54890,63800,2013
33683,TX,43300,"Sherman-Denison, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,220,12.2,5.348,0.4,21.09,43860,7.2,8.82,12.05,19.05,27.55,36.16,18340,25060,39620,57310,75220,2013
33685,TX,43300,"Sherman-Denison, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,3760,2.7,91.095,1.56,32.24,67060,7.6,15.48,19.99,25.6,33.63,57.23,32200,41570,53250,69950,119040,2013
33704,TX,43300,"Sherman-Denison, TX",31-0000,Healthcare Support Occupations,major,1400,7.2,33.843,1.14,12.5,26000,4,8.14,9.28,11.18,14.6,17.95,16920,19300,23250,30360,37340,2013
33713,TX,43300,"Sherman-Denison, TX",33-0000,Protective Service Occupations,major,840,2.3,20.295,0.83,19.78,41140,2.1,9.52,14.74,19.25,25.2,28.5,19810,30670,40040,52410,59290,2013
33717,TX,43300,"Sherman-Denison, TX",35-0000,Food Preparation and Serving Related Occupations,major,4250,5,102.741,1.14,9.25,19240,1.6,7.65,8.06,8.74,9.5,11.77,15920,16770,18180,19760,24480,2013
33731,TX,43300,"Sherman-Denison, TX",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1070,11.1,25.965,0.8,10.09,20990,2.8,7.74,8.28,9.17,11.05,14.29,16110,17220,19080,22980,29720,2013
33736,TX,43300,"Sherman-Denison, TX",39-0000,Personal Care and Service Occupations,major,1610,44.6,38.893,1.29,9.06,18840,4.7,7.69,8.05,8.65,9.25,11.56,15990,16740,17990,19240,24030,2013
33743,TX,43300,"Sherman-Denison, TX",41-0000,Sales and Related Occupations,major,4490,6,108.546,1.02,15.16,31530,4.8,7.94,8.66,10.57,16.84,27.26,16520,18020,21990,35020,56700,2013
33757,TX,43300,"Sherman-Denison, TX",43-0000,Office and Administrative Support Occupations,major,7730,4.7,187.059,1.16,14.94,31070,1.7,8.92,10.81,13.67,17.56,22.89,18560,22480,28430,36520,47620,2013
33785,TX,43300,"Sherman-Denison, TX",45-0000,"Farming, Fishing, and Forestry Occupations",major,40,31.8,1.062,0.32,9.63,20030,9.2,7.69,8.15,8.91,10.37,12.77,16000,16950,18540,21560,26560,2013
33786,TX,43300,"Sherman-Denison, TX",47-0000,Construction and Extraction Occupations,major,1570,7.8,37.991,0.99,15.51,32270,2.5,9.07,11.49,14.51,18.24,22.7,18870,23910,30190,37930,47210,2013
33800,TX,43300,"Sherman-Denison, TX",49-0000,"Installation, Maintenance, and Repair Occupations",major,1500,7.9,36.318,0.94,17.74,36890,2.5,9.93,12.02,15.8,21.28,29.34,20660,25010,32860,44250,61030,2013
33811,TX,43300,"Sherman-Denison, TX",51-0000,Production Occupations,major,2850,11.1,69.07,1.04,15.67,32590,2.9,8.48,10.3,14.68,19.37,24.46,17640,21430,30540,40280,50880,2013
33829,TX,43300,"Sherman-Denison, TX",53-0000,Transportation and Material Moving Occupations,major,2520,8.6,60.868,0.9,13.48,28040,3.6,8.06,9.03,11.52,15.67,23.08,16770,18780,23970,32580,48000,2013
33843,TX,45500,"Texarkana-Texarkana, TX-AR",11-0000,Management Occupations,major,1720,5.1,32.396,0.66,38.43,79930,2.6,17.48,23.32,32.9,44.98,65.54,36360,48500,68440,93570,136330,2013
33856,TX,45500,"Texarkana-Texarkana, TX-AR",13-0000,Business and Financial Operations Occupations,major,1450,5.8,27.447,0.55,29,60310,4.1,14.28,19.79,27.38,33.78,43,29700,41160,56950,70250,89450,2013
33868,TX,45500,"Texarkana-Texarkana, TX-AR",15-0000,Computer and Mathematical Occupations,major,370,8.6,7.076,0.25,27.53,57270,3.7,15.16,19.64,25.08,34.67,41.95,31530,40850,52170,72120,87260,2013
33873,TX,45500,"Texarkana-Texarkana, TX-AR",17-0000,Architecture and Engineering Occupations,major,340,19.4,6.48,0.36,32.57,67750,3.7,17,25.1,33.12,40.88,45.15,35360,52210,68880,85030,93920,2013
33877,TX,45500,"Texarkana-Texarkana, TX-AR",19-0000,"Life, Physical, and Social Science Occupations",major,170,16.5,3.294,0.38,26.32,54740,6.1,11.35,16.57,25.1,34.03,43,23600,34460,52200,70790,89450,2013
33878,TX,45500,"Texarkana-Texarkana, TX-AR",21-0000,Community and Social Service Occupations,major,480,7.2,9.079,0.63,19.99,41570,2.3,11.95,14.78,18.15,25.02,31.27,24860,30740,37760,52040,65050,2013
33885,TX,45500,"Texarkana-Texarkana, TX-AR",23-0000,Legal Occupations,major,230,17.3,4.247,0.54,41.66,86640,10.5,13.56,19.85,34.64,53.24,72.6,28200,41280,72050,110730,151010,2013
33888,TX,45500,"Texarkana-Texarkana, TX-AR",25-0000,"Education, Training, and Library Occupations",major,3390,7.9,64.054,1.01,19.81,41200,2.3,9.06,13.56,19.9,24.8,28.67,18850,28210,41400,51590,59630,2013
33903,TX,45500,"Texarkana-Texarkana, TX-AR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,290,12.3,5.432,0.41,17.64,36690,5.6,8.88,11.74,14.97,21.99,27.82,18460,24410,31150,45730,57870,2013
33906,TX,45500,"Texarkana-Texarkana, TX-AR",29-0000,Healthcare Practitioners and Technical Occupations,major,3700,4.7,69.791,1.19,31.03,64540,6,13.32,17.39,23.92,32,55.98,27710,36170,49750,66570,116430,2013
33927,TX,45500,"Texarkana-Texarkana, TX-AR",31-0000,Healthcare Support Occupations,major,1460,6,27.558,0.93,11.46,23840,2.7,7.93,9.01,10.53,12.61,16.06,16490,18730,21910,26230,33400,2013
33933,TX,45500,"Texarkana-Texarkana, TX-AR",33-0000,Protective Service Occupations,major,1550,4.3,29.287,1.19,18.96,39430,3.9,11.11,14.22,17.4,22.45,28.53,23110,29580,36200,46690,59340,2013
