,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
44301,WA,48300,"Wenatchee-East Wenatchee, WA",21-0000,Community and Social Service Occupations,major,500,6.6,13.118,0.91,21.81,45360,3.5,10.95,14.76,21.7,26.62,33.53,22780,30710,45130,55360,69740,2012
44306,WA,48300,"Wenatchee-East Wenatchee, WA",23-0000,Legal Occupations,major,210,10.3,5.342,0.68,32.5,67600,6.1,17,19.98,27.06,37.32,62.07,35360,41560,56290,77620,129110,2012
44309,WA,48300,"Wenatchee-East Wenatchee, WA",25-0000,"Education, Training, and Library Occupations",major,2600,4.6,67.424,1.05,22.21,46190,1.6,12.47,14.51,20.98,29.89,34.71,25930,30180,43650,62180,72200,2012
44321,WA,48300,"Wenatchee-East Wenatchee, WA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,470,13.2,12.276,0.91,17.77,36970,5.1,9.75,11.27,14.97,21.53,29.8,20280,23440,31140,44770,61980,2012
44325,WA,48300,"Wenatchee-East Wenatchee, WA",29-0000,Healthcare Practitioners and Technical Occupations,major,2390,3.9,61.999,1.06,42.96,89370,7.7,17.52,24.59,33.39,45.07,#,36430,51140,69460,93750,#,2012
44339,WA,48300,"Wenatchee-East Wenatchee, WA",31-0000,Healthcare Support Occupations,major,1120,4,29.042,0.97,14.68,30540,3.9,9.69,10.78,13.08,17.02,23.21,20150,22420,27210,35400,48270,2012
44346,WA,48300,"Wenatchee-East Wenatchee, WA",33-0000,Protective Service Occupations,major,660,10.6,17.262,0.7,23.27,48400,5.4,10.41,14.4,23.66,30.84,35.4,21660,29960,49220,64150,73640,2012
44351,WA,48300,"Wenatchee-East Wenatchee, WA",35-0000,Food Preparation and Serving Related Occupations,major,4070,5,105.718,1.19,11.45,23810,2.4,9.12,9.24,10.05,12.63,15.99,18970,19210,20900,26280,33260,2012
44367,WA,48300,"Wenatchee-East Wenatchee, WA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1480,7.7,38.51,1.18,12.98,27000,2.5,9.21,9.56,11.5,15.36,18.33,19150,19880,23910,31940,38120,2012
44372,WA,48300,"Wenatchee-East Wenatchee, WA",39-0000,Personal Care and Service Occupations,major,870,19,22.536,0.77,13.13,27310,3.7,9.16,9.44,11.25,14.47,21.27,19050,19630,23400,30090,44250,2012
44378,WA,48300,"Wenatchee-East Wenatchee, WA",41-0000,Sales and Related Occupations,major,4670,7.3,121.377,1.14,15.08,31360,3,9.21,9.64,11.73,16.96,26.52,19160,20060,24400,35270,55170,2012
44390,WA,48300,"Wenatchee-East Wenatchee, WA",43-0000,Office and Administrative Support Occupations,major,5330,3.5,138.457,0.84,16.34,33990,1.6,10.11,12.08,15.54,19.32,23.86,21030,25120,32320,40180,49640,2012
44419,WA,48300,"Wenatchee-East Wenatchee, WA",45-0000,"Farming, Fishing, and Forestry Occupations",major,2020,24.1,52.402,15.96,12.04,25050,3.5,9.19,9.49,10.75,12.82,17.12,19120,19740,22350,26680,35610,2012
44424,WA,48300,"Wenatchee-East Wenatchee, WA",47-0000,Construction and Extraction Occupations,major,1650,6.2,42.781,1.12,21.76,45250,2.5,13.3,16.26,20.58,26.54,32.04,27660,33820,42800,55200,66650,2012
44438,WA,48300,"Wenatchee-East Wenatchee, WA",49-0000,"Installation, Maintenance, and Repair Occupations",major,1720,5.3,44.618,1.15,22.97,47780,5.5,12.72,16.22,20.72,28.16,39.11,26460,33740,43100,58570,81360,2012
44451,WA,48300,"Wenatchee-East Wenatchee, WA",51-0000,Production Occupations,major,1430,9,37.094,0.56,16.54,34400,5.9,9.25,10.08,14.33,20.4,26.62,19250,20960,29810,42420,55370,2012
44465,WA,48300,"Wenatchee-East Wenatchee, WA",53-0000,Transportation and Material Moving Occupations,major,3520,15.5,91.366,1.36,14.51,30180,3.5,9.18,9.46,12.19,17.96,22.89,19090,19670,25360,37360,47620,2012
44479,WA,49420,"Yakima, WA",11-0000,Management Occupations,major,2480,4.6,31.218,0.64,45.23,94090,2.4,22.53,31,40.16,53.5,72.5,46870,64490,83530,111270,150810,2012
44499,WA,49420,"Yakima, WA",13-0000,Business and Financial Operations Occupations,major,1870,5.6,23.535,0.48,29.63,61630,2,18.48,22.1,27.27,35.26,43.96,38440,45970,56720,73340,91440,2012
44516,WA,49420,"Yakima, WA",15-0000,Computer and Mathematical Occupations,major,640,8.7,8.072,0.29,30.34,63100,2.8,17.9,23.48,28.36,36.03,45.56,37230,48830,58990,74940,94750,2012
44522,WA,49420,"Yakima, WA",17-0000,Architecture and Engineering Occupations,major,670,4.5,8.394,0.46,29.54,61440,2.4,18.19,23.35,28.82,34.22,43.01,37830,48570,59940,71170,89460,2012
44528,WA,49420,"Yakima, WA",19-0000,"Life, Physical, and Social Science Occupations",major,550,8.2,6.973,0.82,25.83,53720,3,11.99,17.38,25.86,32.35,38.15,24940,36150,53790,67280,79350,2012
44534,WA,49420,"Yakima, WA",21-0000,Community and Social Service Occupations,major,2190,10.3,27.544,1.91,19.46,40470,2.8,11,14.21,18.15,24.45,29.06,22880,29550,37740,50860,60450,2012
44543,WA,49420,"Yakima, WA",23-0000,Legal Occupations,major,450,8.4,5.609,0.71,30.42,63270,6.7,14.73,18.98,26.93,38.15,52.74,30640,39470,56020,79360,109700,2012
44548,WA,49420,"Yakima, WA",25-0000,"Education, Training, and Library Occupations",major,6770,3.5,85.051,1.32,22.16,46100,1.7,12.65,15.14,20.54,28.83,34.25,26310,31490,42720,59960,71240,2012
44567,WA,49420,"Yakima, WA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,600,9.2,7.6,0.57,17.81,37040,3.8,9.87,11.47,15.21,20.47,29.44,20530,23850,31630,42580,61230,2012
44572,WA,49420,"Yakima, WA",29-0000,Healthcare Practitioners and Technical Occupations,major,4970,6.7,62.509,1.06,32.95,68540,2.9,15.88,21.14,28.49,38.63,48.1,33020,43980,59250,80350,100060,2012
44596,WA,49420,"Yakima, WA",31-0000,Healthcare Support Occupations,major,2760,8.3,34.697,1.15,13.5,28070,2.4,9.74,10.65,12.37,15.02,18.78,20270,22150,25730,31230,39070,2012
44608,WA,49420,"Yakima, WA",33-0000,Protective Service Occupations,major,1860,6.2,23.325,0.95,22.49,46770,6.5,9.92,11.69,21.29,31.2,35.34,20630,24310,44270,64890,73500,2012
44619,WA,49420,"Yakima, WA",35-0000,Food Preparation and Serving Related Occupations,major,6410,3.8,80.583,0.91,11.07,23020,1.7,9.1,9.2,9.42,12.23,15.03,18930,19130,19600,25440,31260,2012
44635,WA,49420,"Yakima, WA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2550,7.3,31.996,0.98,13.31,27690,2.6,9.19,9.57,12.57,16.17,18,19110,19910,26140,33640,37440,2012
44642,WA,49420,"Yakima, WA",39-0000,Personal Care and Service Occupations,major,2010,16.6,25.294,0.86,13.33,27720,3.5,9.18,9.47,11.05,14.39,20.98,19090,19690,22980,29930,43640,2012
44652,WA,49420,"Yakima, WA",41-0000,Sales and Related Occupations,major,7430,3.9,93.395,0.88,16.4,34100,2.8,9.23,9.71,12.33,17.97,28.35,19190,20210,25650,37380,58980,2012
44667,WA,49420,"Yakima, WA",43-0000,Office and Administrative Support Occupations,major,11760,4.1,147.765,0.9,16.4,34100,1.2,10.06,12.32,15.52,19.17,23.26,20930,25630,32290,39870,48380,2012
44708,WA,49420,"Yakima, WA",45-0000,"Farming, Fishing, and Forestry Occupations",major,3770,6.9,47.411,14.44,13,27040,2.7,9.19,9.44,10.77,13.78,18.99,19110,19640,22400,28660,39510,2012
44716,WA,49420,"Yakima, WA",47-0000,Construction and Extraction Occupations,major,2340,4.9,29.406,0.77,22.64,47090,3.3,13.09,16.27,21.03,26.93,34.78,27230,33850,43750,56020,72350,2012
44729,WA,49420,"Yakima, WA",49-0000,"Installation, Maintenance, and Repair Occupations",major,3280,5.6,41.257,1.06,19.63,40840,1.9,11.02,14.41,19.05,24.29,28.6,22930,29970,39630,50520,59480,2012
44745,WA,49420,"Yakima, WA",51-0000,Production Occupations,major,5720,10.5,71.906,1.09,15.66,32570,1.9,9.36,10.76,14.02,18.99,23.98,19460,22380,29160,39510,49880,2012
44778,WA,49420,"Yakima, WA",53-0000,Transportation and Material Moving Occupations,major,8470,5.6,106.46,1.58,13.92,28960,2,9.26,10.02,12.58,16.7,20.26,19250,20850,26170,34750,42140,2012
44795,WI,11540,"Appleton, WI",11-0000,Management Occupations,major,4370,4.3,38.063,0.78,43.56,90610,2.3,18.06,26.65,38.63,52.98,72.94,37560,55430,80350,110200,151710,2012
44817,WI,11540,"Appleton, WI",13-0000,Business and Financial Operations Occupations,major,4330,5.1,37.72,0.77,27.85,57920,1.9,13.96,18.98,25.97,34.6,44.36,29040,39480,54020,71970,92260,2012
44840,WI,11540,"Appleton, WI",15-0000,Computer and Mathematical Occupations,major,1640,16.2,14.274,0.52,30.48,63400,2.5,17.79,23.2,29.42,37.1,44.72,37010,48250,61190,77170,93030,2012
44852,WI,11540,"Appleton, WI",17-0000,Architecture and Engineering Occupations,major,1520,7.9,13.253,0.73,31.45,65420,1.5,19.38,24.03,30.43,37.03,45.14,40320,49990,63300,77010,93890,2012
44866,WI,11540,"Appleton, WI",19-0000,"Life, Physical, and Social Science Occupations",major,420,12.2,3.634,0.43,28.43,59140,7.4,11.89,15.52,21.94,33.06,54.18,24730,32270,45630,68760,112690,2012
44874,WI,11540,"Appleton, WI",21-0000,Community and Social Service Occupations,major,740,11.9,6.4,0.44,19.15,39820,11.3,8.41,10.26,18.28,25.63,32.29,17500,21340,38020,53310,67150,2012
44882,WI,11540,"Appleton, WI",23-0000,Legal Occupations,major,420,8.4,3.667,0.47,35.94,74750,12,14.59,17.15,23.2,41.69,70.55,30360,35670,48250,86710,146750,2012
44885,WI,11540,"Appleton, WI",25-0000,"Education, Training, and Library Occupations",major,5610,3.8,48.855,0.76,25.52,53080,9.9,9.32,15.62,24.78,33.33,42.55,19380,32500,51540,69330,88500,2012
44902,WI,11540,"Appleton, WI",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1170,8.8,10.202,0.76,18.27,38000,4.5,8.34,10.02,16.32,23.12,29.63,17340,20840,33940,48090,61630,2012
44912,WI,11540,"Appleton, WI",29-0000,Healthcare Practitioners and Technical Occupations,major,5120,13.3,44.55,0.76,37.96,78960,6.4,15.54,21.44,28.5,38.47,77.71,32330,44590,59270,80010,161640,2012
44941,WI,11540,"Appleton, WI",31-0000,Healthcare Support Occupations,major,3010,9.6,26.195,0.87,13.11,27260,3.8,8.75,10.2,12.43,15.26,18.08,18200,21210,25850,31740,37610,2012
44952,WI,11540,"Appleton, WI",33-0000,Protective Service Occupations,major,1940,7.3,16.935,0.69,16.95,35250,7.2,8.18,9.4,13.47,24.2,30.73,17020,19550,28020,50330,63920,2012
44963,WI,11540,"Appleton, WI",35-0000,Food Preparation and Serving Related Occupations,major,10420,3.4,90.716,1.02,9.37,19490,1.3,7.66,8.11,8.86,10.24,12.67,15940,16880,18430,21300,26350,2012
44980,WI,11540,"Appleton, WI",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,3140,8.2,27.312,0.84,12.24,25450,3.2,8.05,9.1,11,14.22,18.76,16750,18940,22890,29570,39020,2012
44986,WI,11540,"Appleton, WI",39-0000,Personal Care and Service Occupations,major,3650,11.2,31.755,1.09,10.36,21550,2.5,7.76,8.36,9.37,11.19,14.34,16140,17390,19490,23270,29820,2012
44998,WI,11540,"Appleton, WI",41-0000,Sales and Related Occupations,major,13590,5.1,118.364,1.11,16.61,34550,3,8.03,8.86,11.23,19.16,32.22,16710,18420,23360,39840,67010,2012
45017,WI,11540,"Appleton, WI",43-0000,Office and Administrative Support Occupations,major,18450,4.5,160.694,0.98,15.11,31430,1.5,9.01,11.02,14.16,17.89,22.46,18740,22920,29460,37210,46710,2012
45056,WI,11540,"Appleton, WI",45-0000,"Farming, Fishing, and Forestry Occupations",major,260,36.4,2.295,0.7,16.32,33950,6.2,10.25,12.84,15.52,18.27,22.41,21310,26700,32280,38010,46620,2012
45058,WI,11540,"Appleton, WI",47-0000,Construction and Extraction Occupations,major,5910,6.3,51.455,1.35,22.92,47680,1.6,13.28,17.26,22.82,28.13,33.42,27620,35900,47460,58500,69520,2012
45075,WI,11540,"Appleton, WI",49-0000,"Installation, Maintenance, and Repair Occupations",major,5240,8.5,45.656,1.17,21.14,43960,2.5,12.3,15.78,20.02,25.9,32.06,25590,32830,41630,53880,66680,2012
45100,WI,11540,"Appleton, WI",51-0000,Production Occupations,major,15330,6.7,133.486,2.02,16.76,34870,2,9.81,12.29,16.11,20.41,25.03,20410,25570,33510,42460,52070,2012
45151,WI,11540,"Appleton, WI",53-0000,Transportation and Material Moving Occupations,major,8560,6.8,74.521,1.11,15.24,31690,2.2,8.88,11.09,14.65,18.16,22.21,18460,23070,30460,37770,46200,2012
45170,WI,20740,"Eau Claire, WI",11-0000,Management Occupations,major,3160,7.1,40.359,0.82,42.03,87410,1.9,18.49,26.97,37.97,50.38,70,38460,56110,78980,104780,145590,2012
45192,WI,20740,"Eau Claire, WI",13-0000,Business and Financial Operations Occupations,major,2940,7.9,37.651,0.76,25.25,52520,2,13.42,17.84,23.33,30.29,38.06,27920,37100,48530,63010,79170,2012
45213,WI,20740,"Eau Claire, WI",15-0000,Computer and Mathematical Occupations,major,1350,17.2,17.22,0.63,28.44,59160,2.2,16.04,21.05,27.48,34.38,42.23,33360,43790,57160,71500,87850,2012
45225,WI,20740,"Eau Claire, WI",17-0000,Architecture and Engineering Occupations,major,1340,7.9,17.11,0.95,30.89,64240,4.1,16.3,20.73,28.75,38.24,48.43,33900,43120,59810,79530,100730,2012
45236,WI,20740,"Eau Claire, WI",19-0000,"Life, Physical, and Social Science Occupations",major,330,8.3,4.185,0.49,25.6,53240,3,14.43,19.06,24.8,30.73,37.69,30020,39650,51590,63920,78400,2012
45239,WI,20740,"Eau Claire, WI",21-0000,Community and Social Service Occupations,major,950,8.5,12.214,0.85,21.57,44860,2.8,12.18,17.27,21.91,26.31,29.18,25330,35920,45580,54720,60690,2012
45248,WI,20740,"Eau Claire, WI",23-0000,Legal Occupations,major,270,10.6,3.415,0.43,39.07,81260,12.3,15.04,17.87,26.06,46.99,85.83,31270,37170,54200,97750,178540,2012
45251,WI,20740,"Eau Claire, WI",25-0000,"Education, Training, and Library Occupations",major,4550,22,58.242,0.91,22.65,47110,3.9,10.37,15.08,22.9,28.8,35.21,21560,31370,47620,59890,73230,2012
45274,WI,20740,"Eau Claire, WI",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,800,12.7,10.222,0.76,16.71,34770,4.1,8.4,10.16,14.45,20.99,27.36,17460,21140,30060,43650,56910,2012
45282,WI,20740,"Eau Claire, WI",29-0000,Healthcare Practitioners and Technical Occupations,major,5260,5.1,67.297,1.15,33.7,70100,5.1,15.04,21.84,29.12,37.23,56.91,31280,45430,60580,77450,118380,2012
45309,WI,20740,"Eau Claire, WI",31-0000,Healthcare Support Occupations,major,2830,17.4,36.24,1.21,12.73,26470,3.4,8.64,9.98,11.64,14.89,18.13,17970,20760,24220,30980,37720,2012
45319,WI,20740,"Eau Claire, WI",33-0000,Protective Service Occupations,major,1470,10.4,18.801,0.76,18.48,38440,4.8,9.89,12.58,17.85,22.87,28.67,20570,26170,37130,47570,59630,2012
45326,WI,20740,"Eau Claire, WI",35-0000,Food Preparation and Serving Related Occupations,major,7010,3,89.713,1.01,9.22,19190,1.5,7.64,8.05,8.73,9.49,12.69,15900,16740,18160,19740,26400,2012
45341,WI,20740,"Eau Claire, WI",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2210,5,28.313,0.87,12.07,25100,2.8,7.98,8.85,11.17,14.68,17.83,16600,18400,23240,30530,37100,2012
45346,WI,20740,"Eau Claire, WI",39-0000,Personal Care and Service Occupations,major,3090,8.8,39.553,1.35,10.2,21220,2.3,7.75,8.33,9.3,11.23,14.21,16120,17330,19340,23360,29550,2012
45356,WI,20740,"Eau Claire, WI",41-0000,Sales and Related Occupations,major,9630,3.5,123.132,1.16,14.13,29380,3.3,7.92,8.6,10.12,16.2,25.78,16470,17900,21050,33690,53630,2012
45373,WI,20740,"Eau Claire, WI",43-0000,Office and Administrative Support Occupations,major,12330,4.8,157.757,0.96,14.65,30470,1.2,8.88,10.8,13.89,17.54,21.85,18480,22470,28880,36480,45450,2012
45413,WI,20740,"Eau Claire, WI",45-0000,"Farming, Fishing, and Forestry Occupations",major,100,13.7,1.266,0.39,14.36,29870,5.5,8.84,10.99,13.3,16.41,21.04,18380,22860,27670,34130,43770,2012
45415,WI,20740,"Eau Claire, WI",47-0000,Construction and Extraction Occupations,major,2520,8.6,32.283,0.84,21.67,45080,2.2,12.82,16.24,20.62,26.44,33.03,26660,33780,42890,55000,68690,2012
45429,WI,20740,"Eau Claire, WI",49-0000,"Installation, Maintenance, and Repair Occupations",major,2870,5.5,36.77,0.94,19.6,40760,2.7,10.53,14.08,18.54,23.18,30.28,21910,29280,38550,48220,62980,2012
45449,WI,20740,"Eau Claire, WI",51-0000,Production Occupations,major,7680,7,98.288,1.49,15.63,32500,1.7,9.41,11.72,14.93,18.24,22.89,19570,24370,31040,37940,47610,2012
45485,WI,20740,"Eau Claire, WI",53-0000,Transportation and Material Moving Occupations,major,5470,15.8,69.966,1.04,13.07,27190,3.2,8.23,9.38,11.23,15.52,20.37,17130,19510,23350,32290,42370,2012
45501,WI,22540,"Fond du Lac, WI",11-0000,Management Occupations,major,1560,11.9,36.193,0.74,41.64,86610,3.2,16.59,24.36,37.01,50.46,70.25,34510,50660,76990,104950,146130,2012
45519,WI,22540,"Fond du Lac, WI",13-0000,Business and Financial Operations Occupations,major,1440,11.7,33.507,0.68,26.93,56020,2.6,13.72,18.39,24.96,32.19,41.13,28540,38240,51910,66960,85560,2012
45532,WI,22540,"Fond du Lac, WI",15-0000,Computer and Mathematical Occupations,major,500,20.7,11.698,0.43,27.84,57920,3.6,15.78,20.09,26.66,35.28,42.96,32820,41780,55450,73390,89360,2012
45539,WI,22540,"Fond du Lac, WI",17-0000,Architecture and Engineering Occupations,major,770,32.1,17.878,0.99,29.19,60710,1.8,17.96,22.11,27.6,34.53,43.16,37350,45990,57400,71830,89760,2012
45547,WI,22540,"Fond du Lac, WI",19-0000,"Life, Physical, and Social Science Occupations",major,170,22.1,3.915,0.46,25.42,52870,5.3,15.65,19.04,22.85,30.63,37.59,32550,39600,47520,63700,78190,2012
45548,WI,22540,"Fond du Lac, WI",21-0000,Community and Social Service Occupations,major,550,7.6,12.747,0.88,21.97,45700,3.1,10.65,15.87,23.36,27.75,32.02,22150,33020,48590,57710,66610,2012
45553,WI,22540,"Fond du Lac, WI",23-0000,Legal Occupations,major,140,26.8,3.238,0.41,27.91,58040,15.9,13.28,15.97,20.57,29.05,54.82,27620,33210,42770,60420,114020,2012
45556,WI,22540,"Fond du Lac, WI",25-0000,"Education, Training, and Library Occupations",major,2450,13.5,57.037,0.89,26.21,54510,7.4,10.52,14.77,23.91,32.3,42.48,21870,30720,49730,67190,88370,2012
45570,WI,22540,"Fond du Lac, WI",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,520,38.2,12.147,0.9,21.23,44150,7.3,8.56,11.59,18.99,28,35.56,17810,24110,39490,58250,73970,2012
45576,WI,22540,"Fond du Lac, WI",29-0000,Healthcare Practitioners and Technical Occupations,major,2400,6.4,55.932,0.95,30.24,62890,3.1,15.38,19.65,25.7,32.77,45.8,31990,40870,53460,68170,95250,2012
45592,WI,22540,"Fond du Lac, WI",31-0000,Healthcare Support Occupations,major,1410,9.9,32.713,1.09,13.86,28830,4.1,9.64,10.92,13.03,15.51,18.51,20050,22710,27110,32260,38510,2012
45599,WI,22540,"Fond du Lac, WI",33-0000,Protective Service Occupations,major,760,3,17.743,0.72,22.37,46530,3.7,10.08,16.92,23.73,27.8,32.64,20970,35200,49370,57830,67880,2012
45603,WI,22540,"Fond du Lac, WI",35-0000,Food Preparation and Serving Related Occupations,major,3730,4.6,86.794,0.98,9.34,19420,1.5,7.67,8.11,8.85,10.09,12.32,15950,16870,18400,20980,25620,2012
45618,WI,22540,"Fond du Lac, WI",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1200,7.6,27.831,0.85,12.58,26160,2.6,8.01,9.03,11.07,14.61,19.2,16670,18770,23020,30390,39930,2012
45623,WI,22540,"Fond du Lac, WI",39-0000,Personal Care and Service Occupations,major,1430,7.7,33.204,1.14,10.17,21150,2.3,7.79,8.43,9.53,11.18,14.09,16200,17520,19820,23240,29310,2012
45631,WI,22540,"Fond du Lac, WI",41-0000,Sales and Related Occupations,major,4340,6.4,100.915,0.95,16.93,35220,5.1,8.06,8.96,11.79,18.85,32.86,16770,18630,24510,39200,68340,2012
45644,WI,22540,"Fond du Lac, WI",43-0000,Office and Administrative Support Occupations,major,6480,5,150.818,0.92,15.54,32330,2.1,8.94,11.17,14.12,17.96,22.7,18590,23230,29370,37360,47220,2012
45671,WI,22540,"Fond du Lac, WI",45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,10.54,21920,10.3,7.57,8.04,8.82,11.1,17.54,15750,16720,18350,23080,36480,2012
45672,WI,22540,"Fond du Lac, WI",47-0000,Construction and Extraction Occupations,major,1810,12.7,42.018,1.1,22.14,46060,3.6,12.66,15.48,20.06,28.41,35.45,26340,32200,41730,59100,73730,2012
45681,WI,22540,"Fond du Lac, WI",49-0000,"Installation, Maintenance, and Repair Occupations",major,1680,6.7,39.159,1.01,19.33,40200,2.3,10.84,14.23,18.31,22.53,27.46,22560,29600,38070,46850,57110,2012
45696,WI,22540,"Fond du Lac, WI",51-0000,Production Occupations,major,5540,10.6,128.802,1.95,16.57,34460,2.9,9.37,12.04,15.87,19.82,24.66,19490,25030,33000,41230,51280,2012
45725,WI,22540,"Fond du Lac, WI",53-0000,Transportation and Material Moving Occupations,major,4040,10.8,93.918,1.39,14.84,30880,3.8,8.18,9.27,13.76,17.9,21.87,17010,19290,28630,37240,45490,2012
45741,WI,24580,"Green Bay, WI",11-0000,Management Occupations,major,7350,6.3,44.04,0.9,45.51,94660,1.6,20.36,28.66,40.21,55.34,78.35,42360,59610,83640,115110,162960,2012
45768,WI,24580,"Green Bay, WI",13-0000,Business and Financial Operations Occupations,major,7800,7.5,46.746,0.95,26.77,55690,1.8,14.44,18.53,24.93,32.97,41.99,30040,38540,51850,68590,87340,2012
45793,WI,24580,"Green Bay, WI",15-0000,Computer and Mathematical Occupations,major,3980,9.1,23.88,0.87,31.21,64920,1.9,18.05,23,30.32,39.12,45.8,37540,47850,63070,81370,95260,2012
45808,WI,24580,"Green Bay, WI",17-0000,Architecture and Engineering Occupations,major,2840,10.5,17.019,0.94,30.77,64000,2.1,18.78,22.93,28.64,36.46,46.77,39070,47690,59570,75840,97280,2012
45823,WI,24580,"Green Bay, WI",19-0000,"Life, Physical, and Social Science Occupations",major,1010,12.5,6.029,0.71,28.57,59420,7.1,12.2,16.48,24.33,33.91,45.35,25380,34270,50620,70520,94330,2012
45835,WI,24580,"Green Bay, WI",21-0000,Community and Social Service Occupations,major,1740,6.7,10.445,0.72,20.44,42510,4.9,10.03,12.5,19.88,26.42,32.39,20870,26000,41340,54960,67370,2012
45848,WI,24580,"Green Bay, WI",23-0000,Legal Occupations,major,720,7.3,4.29,0.55,35.07,72950,8.1,13.97,17.51,23.19,44.6,68.1,29050,36430,48240,92770,141660,2012
45853,WI,24580,"Green Bay, WI",25-0000,"Education, Training, and Library Occupations",major,7820,2,46.858,0.73,25.47,52990,6,13.11,17.94,23.86,31.39,40.29,27280,37310,49620,65290,83790,2012
45877,WI,24580,"Green Bay, WI",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2210,9.2,13.255,0.99,20.92,43510,4.9,8.66,11.64,17.32,24.71,35.44,18020,24200,36030,51410,73720,2012
45899,WI,24580,"Green Bay, WI",29-0000,Healthcare Practitioners and Technical Occupations,major,8670,8.8,51.973,0.89,32.24,67060,3.7,14.61,20.24,27.08,34.64,51.96,30390,42100,56320,72060,108070,2012
45934,WI,24580,"Green Bay, WI",31-0000,Healthcare Support Occupations,major,3970,9.8,23.789,0.79,13.24,27530,2,9.52,10.63,12.6,14.89,18.13,19810,22110,26200,30970,37720,2012
45945,WI,24580,"Green Bay, WI",33-0000,Protective Service Occupations,major,3190,7.6,19.122,0.78,18.71,38920,4.9,9.23,11.8,16.68,24.43,32.27,19200,24540,34700,50810,67120,2012
45957,WI,24580,"Green Bay, WI",35-0000,Food Preparation and Serving Related Occupations,major,14370,2.8,86.118,0.97,9.64,20060,1.3,7.67,8.13,8.89,10.56,13.53,15960,16910,18490,21960,28130,2012
45974,WI,24580,"Green Bay, WI",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4750,4.4,28.437,0.87,12.34,25670,2.6,7.94,8.81,11.13,14.5,18.9,16510,18330,23150,30160,39310,2012
45980,WI,24580,"Green Bay, WI",39-0000,Personal Care and Service Occupations,major,5730,7.7,34.322,1.17,11.15,23190,2,7.92,8.76,10.27,12.22,14.86,16470,18230,21370,25410,30910,2012
45993,WI,24580,"Green Bay, WI",41-0000,Sales and Related Occupations,major,16130,2.8,96.659,0.91,17.51,36430,3,8.05,8.91,12.19,20.56,32.9,16740,18540,25350,42760,68430,2012
46012,WI,24580,"Green Bay, WI",43-0000,Office and Administrative Support Occupations,major,29490,3.9,176.722,1.08,15.54,32320,1.3,9.5,11.82,14.61,18.15,22.79,19770,24580,30390,37760,47410,2012
46059,WI,24580,"Green Bay, WI",45-0000,"Farming, Fishing, and Forestry Occupations",major,220,18.9,1.348,0.41,14.57,30300,6.3,8.27,9.88,13.62,18.23,22.16,17190,20560,28330,37920,46100,2012
46061,WI,24580,"Green Bay, WI",47-0000,Construction and Extraction Occupations,major,5670,7.2,34.001,0.89,22.69,47200,2,12.88,16.31,21.31,28.19,34.79,26790,33930,44330,58630,72360,2012
46086,WI,24580,"Green Bay, WI",49-0000,"Installation, Maintenance, and Repair Occupations",major,6360,4.3,38.097,0.98,20.1,41810,1.1,12.27,15.42,19.47,24.16,28.65,25510,32080,40500,50250,59590,2012
46109,WI,24580,"Green Bay, WI",51-0000,Production Occupations,major,17890,5.7,107.19,1.63,16.92,35200,1.9,9.97,12.21,15.87,20.88,25.77,20730,25400,33020,43430,53610,2012
46166,WI,24580,"Green Bay, WI",53-0000,Transportation and Material Moving Occupations,major,14960,5.4,89.661,1.33,15.63,32520,2.5,8.52,10.82,15.24,19.33,23.11,17710,22510,31700,40210,48070,2012
46186,WI,27500,"Janesville, WI",11-0000,Management Occupations,major,2300,7.4,37.984,0.77,41.45,86220,2.3,17.47,26.42,37.6,52.03,69.03,36350,54950,78210,108220,143590,2012
46207,WI,27500,"Janesville, WI",13-0000,Business and Financial Operations Occupations,major,1980,7.8,32.723,0.66,26.3,54710,2.1,13.78,18.14,23.93,32.41,41.8,28670,37730,49780,67410,86940,2012
46225,WI,27500,"Janesville, WI",15-0000,Computer and Mathematical Occupations,major,750,17.8,12.407,0.45,29.4,61150,2.6,16.7,21.3,28.38,36.15,43.54,34740,44310,59030,75190,90550,2012
46233,WI,27500,"Janesville, WI",17-0000,Architecture and Engineering Occupations,major,620,16.1,10.278,0.57,31.96,66480,3.7,18.89,23.94,29.63,38.66,49.05,39280,49790,61620,80410,102020,2012
