,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
21317,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",47-0000,Construction and extraction occupations,major,29200,5.0,14.51,30180,1.7,8.68,10.70,13.49,17.13,21.75,18060,22260,28060,35640,45230,2004
21350,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",49-0000,"Installation, maintenance, and repair occupations",major,25230,3.7,17.60,36620,2.1,9.88,12.46,16.21,21.07,26.53,20550,25910,33720,43830,55170,2004
21387,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",51-0000,Production occupations,major,41070,4.2,13.35,27770,2.1,7.61,9.32,12.07,15.92,20.91,15830,19380,25110,33120,43490,2004
21451,NC,6640,"Raleigh-Durham-Chapel Hill, NC MSA",53-0000,Transportation and material moving occupations,major,34580,4.3,12.41,25820,2.2,6.50,8.54,11.24,14.59,19.48,13510,17770,23380,30350,40510,2004
21478,NC,6895,"Rocky Mount, NC MSA",11-0000,Management occupations,major,2410,3.1,37.50,77990,2.3,17.76,23.09,32.03,44.94,66.15,36940,48030,66630,93470,137600,2004
21499,NC,6895,"Rocky Mount, NC MSA",13-0000,Business and financial operations occupations,major,1360,3.8,22.30,46380,1.6,13.26,15.89,20.30,26.30,34.57,27580,33060,42230,54710,71910,2004
21513,NC,6895,"Rocky Mount, NC MSA",15-0000,Computer and mathematical occupations,major,680,7.3,23.32,48500,2.7,13.05,16.68,21.81,29.58,35.57,27150,34700,45370,61520,73980,2004
21517,NC,6895,"Rocky Mount, NC MSA",17-0000,Architecture and engineering occupations,major,550,7.3,25.12,52250,2.5,13.76,18.07,23.48,30.35,38.53,28620,37590,48840,63130,80150,2004
21523,NC,6895,"Rocky Mount, NC MSA",21-0000,Community and social services occupations,major,750,5.0,15.11,31440,1.4,11.17,12.59,14.74,17.13,20.63,23240,26180,30670,35630,42900,2004
21528,NC,6895,"Rocky Mount, NC MSA",23-0000,Legal occupations,major,**,**,31.09,64660,7.0,11.37,15.27,21.88,41.81,57.08,23640,31750,45500,86970,118720,2004
21531,NC,6895,"Rocky Mount, NC MSA",25-0000,"Education, training, and library occupations",major,4030,3.8,15.62,32490,3.0,7.52,9.70,15.53,20.56,25.02,15630,20180,32310,42770,52050,2004
21539,NC,6895,"Rocky Mount, NC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,290,12.9,15.40,32030,4.4,7.17,9.66,13.33,19.54,27.34,14920,20100,27720,40650,56870,2004
21541,NC,6895,"Rocky Mount, NC MSA",29-0000,Healthcare practitioners and technical occupations,major,3230,4.2,24.24,50410,3.2,10.67,16.10,20.33,25.83,40.03,22190,33490,42290,53730,83260,2004
21558,NC,6895,"Rocky Mount, NC MSA",31-0000,Healthcare support occupations,major,1960,3.1,9.86,20500,2.7,6.45,7.57,8.84,10.67,15.33,13410,15740,18390,22190,31880,2004
21566,NC,6895,"Rocky Mount, NC MSA",33-0000,Protective service occupations,major,1190,1.4,14.10,29330,3.4,8.12,11.24,13.00,16.47,21.26,16890,23370,27050,34250,44220,2004
21571,NC,6895,"Rocky Mount, NC MSA",35-0000,Food preparation and serving related occupations,major,4660,5.9,7.58,15760,1.8,5.61,6.06,6.81,8.22,10.71,11660,12600,14170,17090,22280,2004
21587,NC,6895,"Rocky Mount, NC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1670,3.8,9.08,18890,3.9,5.82,6.64,8.03,10.00,12.73,12100,13810,16710,20810,26480,2004
21594,NC,6895,"Rocky Mount, NC MSA",39-0000,Personal care and service occupations,major,1040,10.7,8.68,18060,2.8,5.92,6.89,7.82,8.76,12.90,12300,14340,16270,18230,26830,2004
21599,NC,6895,"Rocky Mount, NC MSA",41-0000,Sales and related occupations,major,6120,4.4,12.14,25240,2.7,6.06,7.05,8.72,14.10,22.55,12600,14670,18140,29330,46900,2004
21614,NC,6895,"Rocky Mount, NC MSA",43-0000,Office and administrative support occupations,major,10040,2.4,12.53,26070,1.3,7.63,9.44,11.63,14.79,18.75,15880,19630,24190,30760,39000,2004
21650,NC,6895,"Rocky Mount, NC MSA",45-0000,"Farming, fishing, and forestry occupations",major,350,12.4,8.92,18550,4.8,5.68,6.26,7.31,9.88,14.28,11810,13010,15210,20550,29690,2004
21653,NC,6895,"Rocky Mount, NC MSA",47-0000,Construction and extraction occupations,major,3330,6.9,13.22,27500,1.8,8.26,9.71,11.63,16.00,20.81,17170,20200,24190,33280,43290,2004
21667,NC,6895,"Rocky Mount, NC MSA",49-0000,"Installation, maintenance, and repair occupations",major,3100,6.7,15.61,32460,2.0,9.07,11.80,15.37,18.92,22.01,18860,24550,31960,39360,45780,2004
21682,NC,6895,"Rocky Mount, NC MSA",51-0000,Production occupations,major,7970,4.3,12.15,25280,1.9,7.37,9.28,11.34,14.70,17.13,15330,19310,23580,30580,35630,2004
21704,NC,6895,"Rocky Mount, NC MSA",53-0000,Transportation and material moving occupations,major,6700,6.2,12.28,25550,2.7,7.44,8.96,10.80,13.80,19.76,15480,18640,22470,28710,41100,2004
21716,NC,9200,"Wilmington, NC MSA",11-0000,Management occupations,major,4610,4.5,35.68,74220,1.5,16.79,23.17,31.02,42.72,61.53,34920,48190,64520,88850,127970,2004
21740,NC,9200,"Wilmington, NC MSA",13-0000,Business and financial operations occupations,major,2530,4.8,24.21,50350,3.2,12.69,16.06,21.32,28.02,38.22,26400,33410,44350,58270,79490,2004
21755,NC,9200,"Wilmington, NC MSA",15-0000,Computer and mathematical occupations,major,840,10.5,24.07,50070,2.1,13.43,17.20,22.64,29.98,36.84,27940,35780,47090,62350,76620,2004
21762,NC,9200,"Wilmington, NC MSA",17-0000,Architecture and engineering occupations,major,1740,10.1,27.21,56590,5.0,13.80,16.44,24.95,35.66,43.04,28700,34190,51910,74180,89520,2004
21777,NC,9200,"Wilmington, NC MSA",19-0000,"Life, physical, and social science occupations",major,1360,13.8,26.50,55120,4.3,14.79,18.66,23.98,30.74,39.02,30750,38810,49890,63930,81160,2004
21783,NC,9200,"Wilmington, NC MSA",21-0000,Community and social services occupations,major,1360,3.8,16.20,33700,2.5,9.52,11.99,15.84,20.07,24.25,19810,24940,32950,41740,50450,2004
21789,NC,9200,"Wilmington, NC MSA",23-0000,Legal occupations,major,440,24.8,29.58,61530,16.5,11.83,14.13,19.77,32.41,69.70,24600,29390,41110,67410,144970,2004
21792,NC,9200,"Wilmington, NC MSA",25-0000,"Education, training, and library occupations",major,6020,10.3,15.09,31380,4.1,7.60,9.60,13.90,19.89,24.18,15820,19980,28920,41370,50290,2004
21811,NC,9200,"Wilmington, NC MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,920,12.3,15.28,31780,4.5,7.45,8.97,12.64,18.44,27.32,15510,18670,26290,38360,56830,2004
21822,NC,9200,"Wilmington, NC MSA",29-0000,Healthcare practitioners and technical occupations,major,6200,3.2,27.15,56480,3.2,12.75,17.09,22.09,30.32,46.43,26520,35540,45950,63060,96570,2004
21844,NC,9200,"Wilmington, NC MSA",31-0000,Healthcare support occupations,major,3980,5.1,10.55,21930,2.6,7.33,8.14,9.74,12.07,14.74,15240,16930,20260,25110,30650,2004
21852,NC,9200,"Wilmington, NC MSA",33-0000,Protective service occupations,major,1950,1.5,15.08,31360,3.0,7.22,10.99,14.87,18.19,22.62,15020,22850,30930,37840,47050,2004
21860,NC,9200,"Wilmington, NC MSA",35-0000,Food preparation and serving related occupations,major,13400,4.0,7.83,16300,2.0,5.59,6.04,6.80,8.62,12.05,11630,12570,14130,17930,25060,2004
21876,NC,9200,"Wilmington, NC MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,4630,3.5,9.37,19490,1.8,6.32,7.42,8.82,10.51,13.08,13150,15430,18350,21870,27210,2004
21883,NC,9200,"Wilmington, NC MSA",39-0000,Personal care and service occupations,major,2550,10.5,8.91,18540,3.1,5.78,6.54,7.87,9.96,13.74,12010,13600,16360,20720,28590,2004
21895,NC,9200,"Wilmington, NC MSA",41-0000,Sales and related occupations,major,14730,3.9,13.08,27210,3.4,6.22,7.43,9.40,14.57,23.00,12940,15460,19540,30310,47840,2004
21914,NC,9200,"Wilmington, NC MSA",43-0000,Office and administrative support occupations,major,18120,2.7,12.61,26220,1.3,7.54,9.35,11.75,14.66,18.67,15680,19460,24450,30480,38830,2004
21960,NC,9200,"Wilmington, NC MSA",45-0000,"Farming, fishing, and forestry occupations",major,80,29.5,17.27,35930,11.9,6.04,11.10,19.04,21.32,27.31,12570,23080,39600,44350,56810,2004
21962,NC,9200,"Wilmington, NC MSA",47-0000,Construction and extraction occupations,major,6560,6.4,14.06,29250,1.2,9.18,10.71,13.21,16.43,20.48,19100,22280,27480,34170,42600,2004
21984,NC,9200,"Wilmington, NC MSA",49-0000,"Installation, maintenance, and repair occupations",major,5610,6.8,17.06,35480,2.4,9.66,11.96,15.60,21.58,26.73,20080,24890,32450,44880,55600,2004
22004,NC,9200,"Wilmington, NC MSA",51-0000,Production occupations,major,6090,3.1,15.33,31880,3.9,7.74,10.05,14.09,19.86,24.93,16100,20900,29310,41310,51850,2004
22031,NC,9200,"Wilmington, NC MSA",53-0000,Transportation and material moving occupations,major,7880,6.8,12.28,25540,4.2,6.49,7.92,10.44,14.45,19.35,13500,16470,21720,30050,40250,2004
22050,ND,1010,"Bismarck, ND MSA",11-0000,Management occupations,major,2960,3.9,32.98,68590,3.6,16.33,20.78,28.01,39.78,56.16,33960,43220,58260,82740,116820,2004
22069,ND,1010,"Bismarck, ND MSA",13-0000,Business and financial operations occupations,major,1920,8.4,22.98,47790,4.2,13.88,16.13,20.49,27.09,35.32,28880,33540,42610,56350,73460,2004
22082,ND,1010,"Bismarck, ND MSA",15-0000,Computer and mathematical occupations,major,990,19.3,23.88,49670,4.2,14.29,18.02,22.83,27.67,34.80,29720,37490,47480,57560,72370,2004
22091,ND,1010,"Bismarck, ND MSA",17-0000,Architecture and engineering occupations,major,860,4.3,23.90,49700,3.7,12.83,16.44,22.28,28.46,38.62,26680,34200,46330,59190,80330,2004
22100,ND,1010,"Bismarck, ND MSA",19-0000,"Life, physical, and social science occupations",major,530,1.6,21.36,44440,2.7,10.97,14.89,20.11,26.87,33.96,22810,30980,41830,55900,70630,2004
22106,ND,1010,"Bismarck, ND MSA",21-0000,Community and social services occupations,major,1290,6.1,13.32,27700,6.2,7.72,9.27,13.64,16.51,19.72,16060,19280,28370,34350,41010,2004
22115,ND,1010,"Bismarck, ND MSA",23-0000,Legal occupations,major,320,9.1,27.11,56390,6.2,12.91,16.93,22.21,33.04,45.11,26860,35220,46190,68730,93820,2004
22118,ND,1010,"Bismarck, ND MSA",25-0000,"Education, training, and library occupations",major,2540,6.4,15.82,32900,2.1,8.48,11.18,15.41,20.01,24.20,17640,23260,32040,41630,50330,2004
22124,ND,1010,"Bismarck, ND MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,720,11.2,16.22,33740,5.9,6.56,9.79,14.39,21.04,28.04,13650,20360,29920,43770,58330,2004
22132,ND,1010,"Bismarck, ND MSA",29-0000,Healthcare practitioners and technical occupations,major,3510,2.8,25.76,53580,4.8,10.84,14.62,19.23,24.82,44.26,22540,30400,39990,51620,92050,2004
22148,ND,1010,"Bismarck, ND MSA",31-0000,Healthcare support occupations,major,1560,10.0,10.62,22090,2.2,7.97,9.04,10.14,11.59,13.45,16580,18810,21090,24110,27970,2004
22155,ND,1010,"Bismarck, ND MSA",33-0000,Protective service occupations,major,670,10.6,16.01,33290,4.9,8.77,11.74,15.53,19.88,23.75,18250,24420,32300,41340,49410,2004
22158,ND,1010,"Bismarck, ND MSA",35-0000,Food preparation and serving related occupations,major,4590,4.0,7.90,16420,1.7,5.64,6.23,7.33,8.82,11.03,11730,12950,15250,18350,22950,2004
22173,ND,1010,"Bismarck, ND MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1930,7.8,9.48,19710,2.3,6.76,7.55,8.81,10.98,13.18,14050,15690,18330,22850,27420,2004
22178,ND,1010,"Bismarck, ND MSA",39-0000,Personal care and service occupations,major,2290,11.7,8.26,17190,2.1,5.75,6.41,7.60,9.56,12.04,11960,13330,15800,19880,25050,2004
22187,ND,1010,"Bismarck, ND MSA",41-0000,Sales and related occupations,major,5680,5.0,12.75,26520,3.7,6.01,6.93,9.05,15.54,23.61,12500,14410,18830,32310,49110,2004
22199,ND,1010,"Bismarck, ND MSA",43-0000,Office and administrative support occupations,major,9940,3.2,12.12,25200,1.6,7.50,9.18,11.25,14.06,17.98,15610,19090,23400,29240,37410,2004
22235,ND,1010,"Bismarck, ND MSA",45-0000,"Farming, fishing, and forestry occupations",major,80,30.7,11.89,24720,11.0,6.55,7.85,9.69,13.79,22.86,13620,16330,20150,28690,47540,2004
22236,ND,1010,"Bismarck, ND MSA",47-0000,Construction and extraction occupations,major,2560,9.5,13.76,28610,2.2,9.31,10.59,12.70,15.82,20.44,19370,22020,26420,32910,42510,2004
22253,ND,1010,"Bismarck, ND MSA",49-0000,"Installation, maintenance, and repair occupations",major,2080,7.5,16.26,33820,2.1,9.27,11.56,15.50,20.32,24.97,19280,24030,32230,42270,51930,2004
22268,ND,1010,"Bismarck, ND MSA",51-0000,Production occupations,major,2390,5.0,14.49,30130,5.6,7.31,8.54,13.45,19.35,21.73,15190,17770,27970,40240,45190,2004
22286,ND,1010,"Bismarck, ND MSA",53-0000,Transportation and material moving occupations,major,3040,6.2,13.06,27170,2.5,7.25,8.79,11.50,15.76,21.43,15080,18290,23930,32770,44570,2004
22302,ND,2520,"Fargo-Moorhead, ND-MN MSA",11-0000,Management occupations,major,5280,6.0,34.52,71810,1.6,16.83,21.73,29.23,41.97,60.34,35000,45200,60800,87300,125510,2004
22326,ND,2520,"Fargo-Moorhead, ND-MN MSA",13-0000,Business and financial operations occupations,major,3360,8.0,21.59,44910,2.1,13.14,15.97,20.11,25.79,32.57,27330,33220,41830,53650,67750,2004
22346,ND,2520,"Fargo-Moorhead, ND-MN MSA",15-0000,Computer and mathematical occupations,major,2430,22.3,23.29,48450,4.9,11.47,15.43,21.64,29.43,36.79,23870,32090,45000,61220,76530,2004
22356,ND,2520,"Fargo-Moorhead, ND-MN MSA",17-0000,Architecture and engineering occupations,major,1850,11.9,23.89,49700,5.6,11.68,14.87,21.24,30.41,41.30,24290,30930,44180,63250,85910,2004
22371,ND,2520,"Fargo-Moorhead, ND-MN MSA",19-0000,"Life, physical, and social science occupations",major,1010,4.2,19.40,40350,4.9,11.33,13.32,17.16,22.38,32.53,23570,27700,35690,46560,67650,2004
22381,ND,2520,"Fargo-Moorhead, ND-MN MSA",21-0000,Community and social services occupations,major,1460,14.0,14.97,31140,3.6,8.07,10.34,14.36,18.68,22.86,16790,21510,29870,38860,47550,2004
22390,ND,2520,"Fargo-Moorhead, ND-MN MSA",23-0000,Legal occupations,major,620,13.9,26.82,55780,8.8,8.24,15.86,20.84,34.06,52.93,17140,33000,43340,70840,110090,2004
22393,ND,2520,"Fargo-Moorhead, ND-MN MSA",25-0000,"Education, training, and library occupations",major,5800,2.6,18.82,39150,4.8,9.02,12.46,18.01,24.04,29.57,18770,25920,37460,50000,61510,2004
22422,ND,2520,"Fargo-Moorhead, ND-MN MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1260,9.0,15.79,32840,4.5,7.24,9.48,13.99,19.59,26.19,15050,19710,29110,40750,54470,2004
22437,ND,2520,"Fargo-Moorhead, ND-MN MSA",29-0000,Healthcare practitioners and technical occupations,major,5290,25.4,24.68,51330,2.9,10.99,14.37,19.84,26.24,41.11,22860,29880,41270,54590,85520,2004
22463,ND,2520,"Fargo-Moorhead, ND-MN MSA",31-0000,Healthcare support occupations,major,2970,9.6,10.22,21270,1.7,7.67,8.80,9.86,10.99,13.37,15960,18300,20510,22850,27810,2004
22470,ND,2520,"Fargo-Moorhead, ND-MN MSA",33-0000,Protective service occupations,major,1370,9.4,14.70,30580,7.6,6.95,8.11,12.76,20.13,25.70,14450,16860,26540,41860,53450,2004
22477,ND,2520,"Fargo-Moorhead, ND-MN MSA",35-0000,Food preparation and serving related occupations,major,9570,3.0,7.70,16010,1.5,5.65,6.16,7.07,8.65,10.68,11760,12820,14710,17980,22210,2004
22493,ND,2520,"Fargo-Moorhead, ND-MN MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,3530,6.0,9.93,20650,2.5,6.45,7.62,9.10,11.29,15.02,13420,15850,18920,23490,31240,2004
22499,ND,2520,"Fargo-Moorhead, ND-MN MSA",39-0000,Personal care and service occupations,major,3310,6.6,9.59,19940,3.8,5.84,6.63,8.10,11.13,15.56,12150,13800,16840,23140,32360,2004
22509,ND,2520,"Fargo-Moorhead, ND-MN MSA",41-0000,Sales and related occupations,major,12280,3.7,13.66,28410,2.3,6.22,7.37,9.81,16.76,25.93,12940,15320,20400,34870,53930,2004
22527,ND,2520,"Fargo-Moorhead, ND-MN MSA",43-0000,Office and administrative support occupations,major,18590,6.1,12.50,26000,1.3,7.87,9.53,11.72,14.76,18.17,16380,19830,24380,30700,37790,2004
22572,ND,2520,"Fargo-Moorhead, ND-MN MSA",45-0000,"Farming, fishing, and forestry occupations",major,160,26.1,13.05,27150,5.7,8.31,9.87,12.67,15.86,18.70,17270,20530,26360,32980,38910,2004
22574,ND,2520,"Fargo-Moorhead, ND-MN MSA",47-0000,Construction and extraction occupations,major,5680,4.3,16.28,33860,1.8,10.15,12.20,15.07,19.65,24.85,21120,25380,31350,40870,51690,2004
22596,ND,2520,"Fargo-Moorhead, ND-MN MSA",49-0000,"Installation, maintenance, and repair occupations",major,4270,4.4,16.53,34390,1.6,9.74,12.44,16.11,20.20,24.42,20260,25880,33510,42020,50790,2004
22622,ND,2520,"Fargo-Moorhead, ND-MN MSA",51-0000,Production occupations,major,6640,6.6,13.05,27140,2.2,7.81,9.34,11.95,15.71,20.26,16240,19420,24850,32670,42140,2004
22660,ND,2520,"Fargo-Moorhead, ND-MN MSA",53-0000,Transportation and material moving occupations,major,8360,5.1,12.46,25910,2.0,7.07,8.61,11.33,15.19,19.86,14710,17920,23560,31600,41310,2004
22682,ND,2985,"Grand Forks, ND-MN MSA",11-0000,Management occupations,major,1780,4.0,31.79,66120,2.3,13.32,19.79,27.93,38.34,55.73,27700,41160,58090,79740,115910,2004
22697,ND,2985,"Grand Forks, ND-MN MSA",13-0000,Business and financial operations occupations,major,1190,5.0,21.57,44860,2.4,12.28,15.75,19.77,25.57,32.90,25530,32760,41110,53190,68440,2004
22707,ND,2985,"Grand Forks, ND-MN MSA",15-0000,Computer and mathematical occupations,major,260,9.9,22.14,46050,2.6,14.12,16.85,20.48,25.77,32.18,29360,35060,42590,53610,66930,2004
22711,ND,2985,"Grand Forks, ND-MN MSA",17-0000,Architecture and engineering occupations,major,610,8.2,21.15,43990,2.5,11.45,14.70,20.43,26.21,32.59,23820,30570,42500,54510,67790,2004
22720,ND,2985,"Grand Forks, ND-MN MSA",19-0000,"Life, physical, and social science occupations",major,370,6.4,21.75,45240,3.5,11.68,13.68,20.13,27.64,34.74,24300,28450,41860,57500,72260,2004
22726,ND,2985,"Grand Forks, ND-MN MSA",21-0000,Community and social services occupations,major,870,10.3,14.58,30320,3.3,8.59,10.26,13.79,17.91,22.16,17880,21350,28680,37250,46090,2004
22733,ND,2985,"Grand Forks, ND-MN MSA",23-0000,Legal occupations,major,**,**,23.00,47840,13.3,9.39,11.41,16.89,26.24,46.53,19540,23740,35130,54590,96770,2004
22736,ND,2985,"Grand Forks, ND-MN MSA",25-0000,"Education, training, and library occupations",major,4450,2.6,18.37,38220,3.3,9.79,12.67,17.30,23.16,28.00,20360,26350,35990,48170,58240,2004
22751,ND,2985,"Grand Forks, ND-MN MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,510,11.7,13.69,28480,5.2,6.49,8.09,11.95,17.06,22.80,13500,16830,24860,35480,47430,2004
22766,ND,2985,"Grand Forks, ND-MN MSA",31-0000,Healthcare support occupations,major,1840,11.3,10.51,21850,1.8,8.58,9.20,10.16,11.57,13.37,17860,19140,21140,24070,27810,2004
22771,ND,2985,"Grand Forks, ND-MN MSA",33-0000,Protective service occupations,major,820,12.6,14.87,30920,5.9,6.31,8.13,12.82,20.45,26.82,13120,16910,26660,42540,55780,2004
22778,ND,2985,"Grand Forks, ND-MN MSA",35-0000,Food preparation and serving related occupations,major,5620,8.7,7.45,15500,3.0,5.65,6.08,6.81,8.54,10.41,11750,12650,14170,17750,21660,2004
22793,ND,2985,"Grand Forks, ND-MN MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,2310,6.3,9.38,19510,2.2,6.29,7.40,8.94,10.60,13.15,13080,15400,18600,22050,27350,2004
22799,ND,2985,"Grand Forks, ND-MN MSA",39-0000,Personal care and service occupations,major,1480,7.0,9.24,19220,3.2,5.97,6.95,8.47,10.21,13.06,12420,14450,17610,21230,27160,2004
22809,ND,2985,"Grand Forks, ND-MN MSA",41-0000,Sales and related occupations,major,5180,5.7,10.99,22850,2.2,6.04,7.02,8.56,12.98,18.19,12570,14600,17800,27000,37840,2004
22823,ND,2985,"Grand Forks, ND-MN MSA",43-0000,Office and administrative support occupations,major,7230,2.7,11.80,24540,1.5,7.40,9.00,10.90,13.69,17.53,15400,18720,22670,28470,36470,2004
22850,ND,2985,"Grand Forks, ND-MN MSA",45-0000,"Farming, fishing, and forestry occupations",major,250,10.1,10.21,21230,7.3,6.17,7.10,9.01,11.33,17.23,12840,14760,18730,23580,35830,2004
22853,ND,2985,"Grand Forks, ND-MN MSA",47-0000,Construction and extraction occupations,major,2380,7.1,16.08,33450,1.8,9.74,12.07,15.42,19.17,23.76,20270,25110,32070,39870,49430,2004
22867,ND,2985,"Grand Forks, ND-MN MSA",49-0000,"Installation, maintenance, and repair occupations",major,2070,4.7,16.55,34410,2.2,9.59,12.20,15.78,20.42,25.05,19940,25370,32810,42480,52100,2004
22882,ND,2985,"Grand Forks, ND-MN MSA",51-0000,Production occupations,major,2440,4.1,12.86,26760,2.3,8.08,9.71,11.98,14.93,19.42,16800,20200,24920,31060,40390,2004
22898,ND,2985,"Grand Forks, ND-MN MSA",53-0000,Transportation and material moving occupations,major,3480,5.9,12.30,25580,3.1,6.57,8.77,11.09,14.37,19.61,13660,18240,23060,29890,40800,2004
22916,NE,4360,"Lincoln, NE MSA",11-0000,Management occupations,major,6380,4.8,35.11,73040,1.6,16.92,22.75,31.26,42.29,58.81,35200,47310,65020,87960,122320,2004
22944,NE,4360,"Lincoln, NE MSA",13-0000,Business and financial operations occupations,major,7060,2.9,22.20,46180,1.7,12.95,15.80,19.94,25.74,33.68,26930,32860,41470,53530,70060,2004
22967,NE,4360,"Lincoln, NE MSA",15-0000,Computer and mathematical occupations,major,3640,6.7,24.01,49930,1.9,14.11,17.51,23.13,28.99,36.11,29350,36430,48100,60310,75100,2004
22981,NE,4360,"Lincoln, NE MSA",17-0000,Architecture and engineering occupations,major,2480,5.6,24.57,51100,3.4,13.62,17.30,23.06,29.99,38.72,28330,35980,47970,62390,80540,2004
22995,NE,4360,"Lincoln, NE MSA",19-0000,"Life, physical, and social science occupations",major,2510,6.6,20.46,42560,3.2,10.85,14.07,18.57,24.57,33.32,22560,29270,38630,51100,69300,2004
23010,NE,4360,"Lincoln, NE MSA",21-0000,Community and social services occupations,major,2730,7.7,14.57,30310,2.3,8.73,10.14,13.92,18.03,22.25,18160,21080,28940,37500,46280,2004
23022,NE,4360,"Lincoln, NE MSA",23-0000,Legal occupations,major,900,8.2,32.03,66630,8.2,13.20,17.46,25.98,38.99,58.78,27460,36330,54050,81110,122260,2004
23027,NE,4360,"Lincoln, NE MSA",25-0000,"Education, training, and library occupations",major,10440,5.3,20.47,42570,6.1,9.74,14.46,18.36,25.14,33.34,20250,30070,38190,52290,69350,2004
23058,NE,4360,"Lincoln, NE MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2690,6.4,16.18,33650,3.6,7.07,10.10,15.14,19.96,26.00,14700,21020,31480,41510,54080,2004
23075,NE,4360,"Lincoln, NE MSA",29-0000,Healthcare practitioners and technical occupations,major,8730,2.5,25.30,52630,5.0,11.21,15.10,20.56,27.01,39.59,23310,31410,42760,56180,82340,2004
23102,NE,4360,"Lincoln, NE MSA",31-0000,Healthcare support occupations,major,4370,5.4,10.70,22250,1.8,7.69,9.22,10.44,12.18,13.61,16000,19180,21710,25330,28310,2004
23113,NE,4360,"Lincoln, NE MSA",33-0000,Protective service occupations,major,2850,6.6,16.06,33410,5.6,8.69,11.83,14.91,19.75,25.15,18080,24600,31020,41080,52300,2004
23120,NE,4360,"Lincoln, NE MSA",35-0000,Food preparation and serving related occupations,major,13040,4.7,7.74,16110,2.2,5.58,6.07,6.94,8.75,11.16,11600,12620,14430,18210,23220,2004
23138,NE,4360,"Lincoln, NE MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,4590,4.9,9.74,20250,1.8,7.09,7.81,9.07,10.64,13.54,14750,16250,18880,22140,28160,2004
23145,NE,4360,"Lincoln, NE MSA",39-0000,Personal care and service occupations,major,2760,8.8,9.69,20150,5.9,6.03,6.99,8.45,10.87,16.49,12550,14540,17580,22600,34310,2004
23157,NE,4360,"Lincoln, NE MSA",41-0000,Sales and related occupations,major,13840,3.8,14.36,29870,3.1,6.24,7.45,9.73,16.19,27.13,12980,15490,20240,33680,56440,2004
23176,NE,4360,"Lincoln, NE MSA",43-0000,Office and administrative support occupations,major,26550,2.2,12.71,26430,1.0,7.92,9.52,11.80,15.07,19.27,16480,19790,24540,31350,40080,2004
23218,NE,4360,"Lincoln, NE MSA",45-0000,"Farming, fishing, and forestry occupations",major,**,**,11.50,23920,8.2,6.85,8.22,10.45,13.66,18.96,14250,17110,21740,28410,39430,2004
23221,NE,4360,"Lincoln, NE MSA",47-0000,Construction and extraction occupations,major,7740,5.4,16.13,33550,2.8,9.53,11.63,15.48,19.94,24.13,19820,24190,32200,41470,50180,2004
23247,NE,4360,"Lincoln, NE MSA",49-0000,"Installation, maintenance, and repair occupations",major,4810,4.3,16.92,35190,1.6,9.34,12.61,16.35,20.60,25.61,19430,26220,34010,42840,53270,2004
23263,NE,4360,"Lincoln, NE MSA",51-0000,Production occupations,major,11210,7.1,13.94,29000,2.6,8.11,9.98,13.09,17.51,21.03,16860,20760,27220,36430,43740,2004
23321,NE,5920,"Omaha, NE-IA MSA",11-0000,Management occupations,major,18370,2.5,39.50,82160,1.3,18.08,24.47,34.55,48.54,69.89,37600,50900,71870,100960,145370,2004
23353,NE,5920,"Omaha, NE-IA MSA",13-0000,Business and financial operations occupations,major,18970,2.9,24.50,50970,1.5,13.52,16.75,21.79,29.22,38.11,28120,34840,45310,60780,79260,2004
23381,NE,5920,"Omaha, NE-IA MSA",15-0000,Computer and mathematical occupations,major,14670,6.1,28.14,58540,1.5,15.93,20.56,27.35,34.87,42.42,33140,42760,56890,72530,88220,2004
23394,NE,5920,"Omaha, NE-IA MSA",17-0000,Architecture and engineering occupations,major,5890,9.2,27.40,56990,1.8,14.35,18.53,25.92,34.18,42.44,29850,38550,53900,71090,88280,2004
23418,NE,5920,"Omaha, NE-IA MSA",19-0000,"Life, physical, and social science occupations",major,3800,6.6,24.03,49970,3.0,12.50,16.38,21.93,29.98,39.00,25990,34070,45610,62370,81120,2004
23439,NE,5920,"Omaha, NE-IA MSA",21-0000,Community and social services occupations,major,5250,6.2,15.17,31550,2.7,9.08,10.49,13.74,18.08,24.50,18890,21820,28580,37600,50950,2004
