,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
33503,FL,37340,"Palm Bay-Melbourne-Titusville, FL",17-0000,Architecture and Engineering Occupations,major,8710,2.4,45.269,2.53,41.18,85650,2.6,20.11,29.24,41.17,51.66,63.55,41840,60810,85640,107450,132180,2014
33528,FL,37340,"Palm Bay-Melbourne-Titusville, FL",19-0000,"Life, Physical, and Social Science Occupations",major,980,7.9,5.081,0.6,33.73,70160,4.7,15.73,19.89,30.4,42.39,56.33,32720,41370,63240,88170,117170,2014
33539,FL,37340,"Palm Bay-Melbourne-Titusville, FL",21-0000,Community and Social Service Occupations,major,2400,6.9,12.487,0.87,20.76,43180,5.1,11.72,14.54,18.76,25.84,32.84,24380,30240,39010,53740,68300,2014
33555,FL,37340,"Palm Bay-Melbourne-Titusville, FL",23-0000,Legal Occupations,major,1070,8.2,5.542,0.71,37.68,78360,9.5,15.41,18.48,27.21,52.72,70.93,32050,38450,56590,109650,147540,2014
33559,FL,37340,"Palm Bay-Melbourne-Titusville, FL",25-0000,"Education, Training, and Library Occupations",major,10180,4.3,52.864,0.85,20.65,42950,2.3,11.12,15.7,19.71,23.94,29.47,23120,32650,41000,49790,61300,2014
33586,FL,37340,"Palm Bay-Melbourne-Titusville, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1600,8.2,8.307,0.63,23.07,47980,3.6,10.78,14.28,20.87,30.66,37.71,22420,29700,43400,63780,78430,2014
33602,FL,37340,"Palm Bay-Melbourne-Titusville, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,13150,5.2,68.318,1.18,35.05,72900,4.7,14.04,19.69,27.75,37.58,62.54,29210,40960,57720,78160,130090,2014
33643,FL,37340,"Palm Bay-Melbourne-Titusville, FL",31-0000,Healthcare Support Occupations,major,6760,4.3,35.139,1.2,13.33,27720,1.9,9.3,10.43,12.25,14.53,17.98,19350,21690,25490,30230,37400,2014
33659,FL,37340,"Palm Bay-Melbourne-Titusville, FL",33-0000,Protective Service Occupations,major,4420,5.7,22.941,0.94,18.27,38000,3.8,9.2,12.02,17.88,22.08,27.91,19140,25010,37190,45930,58040,2014
33672,FL,37340,"Palm Bay-Melbourne-Titusville, FL",35-0000,Food Preparation and Serving Related Occupations,major,21510,1.5,111.73,1.23,10.4,21630,1.6,8.18,8.55,9.17,10.98,14.26,17010,17780,19060,22840,29670,2014
33687,FL,37340,"Palm Bay-Melbourne-Titusville, FL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,6820,5.1,35.405,1.09,11.68,24300,1.8,8.47,9.27,10.87,13.36,16.43,17610,19290,22610,27780,34170,2014
33696,FL,37340,"Palm Bay-Melbourne-Titusville, FL",39-0000,Personal Care and Service Occupations,major,5020,6,26.078,0.85,12.42,25820,2.9,8.4,9.09,10.73,13.56,19.25,17460,18910,22310,28200,40030,2014
33711,FL,37340,"Palm Bay-Melbourne-Titusville, FL",41-0000,Sales and Related Occupations,major,22850,2.8,118.682,1.13,15.94,33150,2.4,8.4,9.08,11.5,18.15,29.12,17470,18880,23930,37750,60580,2014
33730,FL,37340,"Palm Bay-Melbourne-Titusville, FL",43-0000,Office and Administrative Support Occupations,major,30750,3.2,159.745,1,15.13,31470,1.4,9.11,11.02,13.8,17.67,22.94,18950,22920,28710,36740,47710,2014
33776,FL,37340,"Palm Bay-Melbourne-Titusville, FL",47-0000,Construction and Extraction Occupations,major,7460,4.9,38.773,0.99,17.41,36220,2.1,9.43,12.33,15.97,20.68,27.93,19620,25640,33210,43010,58090,2014
33800,FL,37340,"Palm Bay-Melbourne-Titusville, FL",49-0000,"Installation, Maintenance, and Repair Occupations",major,8120,6.6,42.18,1.09,20.29,42200,3.3,10.31,13.33,18.12,24.77,32.93,21440,27720,37680,51520,68500,2014
33827,FL,37340,"Palm Bay-Melbourne-Titusville, FL",51-0000,Production Occupations,major,8960,3.9,46.519,0.7,16.56,34440,1.9,9.2,11.1,14.62,19.31,27.62,19140,23080,30400,40170,57440,2014
33867,FL,37340,"Palm Bay-Melbourne-Titusville, FL",53-0000,Transportation and Material Moving Occupations,major,8310,5.4,43.158,0.63,16.52,34350,5.7,8.56,9.52,12.7,17.32,27.33,17800,19800,26410,36030,56850,2014
33890,FL,37380,"Palm Coast, FL",11-0000,Management Occupations,major,450,9.4,23.064,0.46,44.78,93140,6.3,16.98,26.44,38.09,53.39,84.31,35310,54990,79220,111050,175360,2014
33895,FL,37380,"Palm Coast, FL",13-0000,Business and Financial Operations Occupations,major,510,7.2,26.043,0.52,29.11,60550,4.5,15.4,19.63,26.25,33.97,45.58,32030,40820,54590,70650,94810,2014
33900,FL,37380,"Palm Coast, FL",15-0000,Computer and Mathematical Occupations,major,250,5.7,12.787,0.45,28.69,59680,5.2,15.39,18.58,24.2,36.3,47.31,32010,38650,50340,75500,98410,2014
33904,FL,37380,"Palm Coast, FL",17-0000,Architecture and Engineering Occupations,major,100,12.3,5.238,0.29,27.87,57980,4.9,18.03,20.4,24.09,34.64,43.41,37490,42430,50100,72060,90300,2014
33905,FL,37380,"Palm Coast, FL",19-0000,"Life, Physical, and Social Science Occupations",major,60,12,2.862,0.34,25.26,52550,2.1,15.95,19.67,25.49,30.62,34.87,33170,40920,53020,63700,72530,2014
33906,FL,37380,"Palm Coast, FL",21-0000,Community and Social Service Occupations,major,130,9.2,6.802,0.48,23.73,49360,4.3,13.39,18.02,22.17,28.6,36.39,27840,37490,46120,59480,75690,2014
33907,FL,37380,"Palm Coast, FL",23-0000,Legal Occupations,major,60,15.9,3.25,0.42,42.4,88190,17.8,19.22,21.47,27.91,48.85,77.8,39970,44650,58050,101610,161820,2014
33909,FL,37380,"Palm Coast, FL",25-0000,"Education, Training, and Library Occupations",major,1260,3,64.148,1.03,21.26,44220,3.8,11.93,17.33,21.29,25.04,30.07,24810,36050,44290,52090,62540,2014
33913,FL,37380,"Palm Coast, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,120,19.6,6.02,0.45,21.54,44810,5.3,11.43,13.89,17.61,29.29,35.54,23780,28890,36620,60910,73930,2014
33915,FL,37380,"Palm Coast, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,1170,35,59.952,1.03,34.12,70960,7.7,12.14,17.89,28.29,36.41,59.95,25260,37210,58830,75730,124710,2014
33923,FL,37380,"Palm Coast, FL",31-0000,Healthcare Support Occupations,major,660,22.9,33.786,1.16,13.44,27960,3.9,9.22,10.16,11.64,15.11,20.4,19170,21140,24200,31430,42430,2014
33928,FL,37380,"Palm Coast, FL",33-0000,Protective Service Occupations,major,590,10,29.943,1.23,15.97,33210,6.9,8.56,9.56,15.57,18.56,24.65,17800,19880,32390,38610,51280,2014
33931,FL,37380,"Palm Coast, FL",35-0000,Food Preparation and Serving Related Occupations,major,2900,9.4,148.272,1.63,10.18,21180,1.7,8.16,8.5,9.07,10.79,14.05,16970,17680,18870,22450,29220,2014
33942,FL,37380,"Palm Coast, FL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1670,3.3,85.188,2.63,11.48,23880,2.5,8.46,9.24,10.61,12.64,15.77,17590,19220,22080,26280,32790,2014
33948,FL,37380,"Palm Coast, FL",39-0000,Personal Care and Service Occupations,major,660,6,33.898,1.1,11.71,24360,4.1,8.29,8.86,10.25,12.97,18.41,17250,18430,21310,26970,38300,2014
33956,FL,37380,"Palm Coast, FL",41-0000,Sales and Related Occupations,major,2470,11.9,126.077,1.2,14.43,30020,3.6,8.34,8.93,10.83,15.77,24.57,17350,18580,22520,32810,51110,2014
33966,FL,37380,"Palm Coast, FL",43-0000,Office and Administrative Support Occupations,major,3450,5.7,176.16,1.1,14.14,29410,2.1,8.77,10.2,12.97,16.74,21.5,18230,21210,26980,34820,44720,2014
33982,FL,37380,"Palm Coast, FL",47-0000,Construction and Extraction Occupations,major,910,10.1,46.721,1.19,16.92,35200,4.5,10.31,12.29,14.56,19,25.04,21440,25560,30290,39510,52090,2014
33992,FL,37380,"Palm Coast, FL",49-0000,"Installation, Maintenance, and Repair Occupations",major,640,10.5,32.784,0.84,15.96,33190,2.2,9.18,12.35,15.04,18.45,23.21,19100,25680,31280,38370,48270,2014
33998,FL,37380,"Palm Coast, FL",51-0000,Production Occupations,major,780,10.9,39.878,0.6,16.51,34340,5.1,9.72,11.41,16.53,20.71,22.82,20220,23730,34390,43080,47460,2014
34003,FL,37380,"Palm Coast, FL",53-0000,Transportation and Material Moving Occupations,major,720,6.8,36.939,0.54,11.63,24190,2.3,8.41,9.06,10.65,13.32,16.33,17490,18840,22150,27720,33970,2014
34012,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",11-0000,Management Occupations,major,1980,6.5,27.509,0.55,42.4,88180,3.6,20.24,27.58,36.92,51.48,70.56,42090,57370,76790,107080,146770,2014
34028,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",13-0000,Business and Financial Operations Occupations,major,2850,5,39.574,0.78,31.44,65390,4.5,15.54,20.8,28.36,37.21,46.35,32330,43270,58990,77390,96410,2014
34044,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",15-0000,Computer and Mathematical Occupations,major,740,6.7,10.301,0.36,34.26,71250,6.5,16.11,21.25,33.27,44.06,51.66,33510,44190,69190,91630,107450,2014
34053,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",17-0000,Architecture and Engineering Occupations,major,1740,11.1,24.175,1.35,39.26,81650,5.5,19.44,28.3,39.45,51.01,56.33,40430,58860,82050,106100,117170,2014
34066,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",19-0000,"Life, Physical, and Social Science Occupations",major,470,9.5,6.484,0.77,36.17,75230,8.9,15.74,19.01,30.75,44.14,62.44,32740,39540,63960,91810,129880,2014
34070,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",21-0000,Community and Social Service Occupations,major,930,11.7,12.965,0.91,17.74,36890,2.5,10.62,13.62,16.95,20.8,25.85,22080,28330,35250,43260,53770,2014
34080,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",23-0000,Legal Occupations,major,450,5.4,6.278,0.81,39.08,81290,10.6,15.47,19.63,27.19,41.28,86.15,32180,40830,56560,85870,179190,2014
34084,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",25-0000,"Education, Training, and Library Occupations",major,3850,2.4,53.41,0.86,17.01,35380,2.2,9.21,10.92,16.41,21.61,26.96,19150,22710,34130,44940,56070,2014
34098,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,400,8.7,5.498,0.41,21.79,45320,7.5,9.39,12.22,17.17,31.4,38.42,19520,25420,35710,65310,79900,2014
34102,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,4270,7.3,59.291,1.02,33.21,69070,4.5,13.67,17.74,24.49,34.42,63.9,28420,36910,50930,71590,132900,2014
34126,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",31-0000,Healthcare Support Occupations,major,1970,7.1,27.419,0.94,12.25,25480,2.2,8.79,9.87,11.46,13.72,16.73,18270,20530,23830,28540,34790,2014
34134,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",33-0000,Protective Service Occupations,major,1960,5.6,27.264,1.12,16.69,34710,3.8,9.14,11.34,15.04,19.53,25.88,19010,23590,31290,40630,53840,2014
34144,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",35-0000,Food Preparation and Serving Related Occupations,major,10300,2.7,143.017,1.57,10.16,21130,1.8,8.16,8.5,9.07,10.61,13.49,16970,17680,18860,22060,28050,2014
34159,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2630,7.4,36.515,1.13,11.43,23780,2.5,8.36,9.01,10.49,12.74,15.56,17390,18740,21830,26500,32370,2014
34168,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",39-0000,Personal Care and Service Occupations,major,1600,7,22.28,0.72,11.35,23610,2.6,8.24,8.71,9.67,12.82,16.89,17140,18110,20120,26660,35140,2014
34179,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",41-0000,Sales and Related Occupations,major,9960,4.2,138.335,1.31,14.06,29250,2.7,8.34,8.92,10.87,15.63,23.01,17340,18550,22610,32510,47870,2014
34195,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",43-0000,Office and Administrative Support Occupations,major,11500,3.2,159.643,1,14.44,30040,1.5,9.11,10.74,13.33,16.96,21.69,18940,22330,27720,35280,45120,2014
34233,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",45-0000,"Farming, Fishing, and Forestry Occupations",major,90,26.7,1.304,0.39,17.46,36330,16.2,8.79,10.74,14.31,21.46,29.67,18290,22330,29760,44640,61710,2014
34235,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",47-0000,Construction and Extraction Occupations,major,3510,10,48.685,1.24,16.36,34020,2.1,10.03,11.93,14.87,19.07,24.57,20860,24810,30930,39670,51110,2014
34250,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",49-0000,"Installation, Maintenance, and Repair Occupations",major,4110,6.4,57.029,1.47,18.38,38220,2.6,10.87,13.39,17.06,22.31,28.45,22610,27840,35480,46400,59180,2014
34272,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",51-0000,Production Occupations,major,3470,18.5,48.138,0.73,15.37,31970,3.8,9.29,10.72,14.15,18.7,23.47,19320,22290,29440,38890,48830,2014
34291,FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",53-0000,Transportation and Material Moving Occupations,major,3230,6.3,44.885,0.66,14.71,30590,3.6,8.68,9.99,12.86,16.97,22.68,18040,20770,26740,35310,47170,2014
34309,FL,37860,"Pensacola-Ferry Pass-Brent, FL",11-0000,Management Occupations,major,4380,4.8,27.958,0.56,48.37,100610,3.7,21.15,29.27,41.24,57.71,86.59,44000,60890,85790,120030,180110,2014
34329,FL,37860,"Pensacola-Ferry Pass-Brent, FL",13-0000,Business and Financial Operations Occupations,major,7240,4,46.226,0.91,29.43,61220,2.7,15.13,19.4,26.3,35.31,45.16,31480,40360,54700,73440,93930,2014
34357,FL,37860,"Pensacola-Ferry Pass-Brent, FL",15-0000,Computer and Mathematical Occupations,major,2910,10.7,18.568,0.65,31.13,64760,3.4,14.28,19.4,28.51,40.1,51.65,29690,40350,59310,83400,107440,2014
34371,FL,37860,"Pensacola-Ferry Pass-Brent, FL",17-0000,Architecture and Engineering Occupations,major,1750,8.9,11.156,0.62,34.95,72690,3.6,16.94,21.96,30.95,42.79,58.29,35230,45680,64380,89000,121250,2014
34392,FL,37860,"Pensacola-Ferry Pass-Brent, FL",19-0000,"Life, Physical, and Social Science Occupations",major,840,6.1,5.385,0.64,29.9,62190,7,14.72,18.57,25.68,35.7,46.36,30630,38630,53420,74250,96430,2014
34402,FL,37860,"Pensacola-Ferry Pass-Brent, FL",21-0000,Community and Social Service Occupations,major,2140,5,13.653,0.96,19.84,41260,3.5,10.65,14.31,17.74,23.37,33.46,22160,29760,36890,48600,69590,2014
34419,FL,37860,"Pensacola-Ferry Pass-Brent, FL",23-0000,Legal Occupations,major,1420,8.3,9.055,1.16,35.65,74140,10.2,15.32,19.91,24.65,46.22,68.22,31870,41420,51280,96150,141890,2014
34424,FL,37860,"Pensacola-Ferry Pass-Brent, FL",25-0000,"Education, Training, and Library Occupations",major,10620,2.6,67.85,1.09,20.69,43040,3.8,8.63,10.39,19.62,27,34.74,17950,21610,40810,56160,72260,2014
34458,FL,37860,"Pensacola-Ferry Pass-Brent, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1220,11.5,7.772,0.59,19.98,41550,3.9,9.86,12.34,17.37,25.69,34.48,20510,25670,36130,53440,71710,2014
34471,FL,37860,"Pensacola-Ferry Pass-Brent, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,11290,6.2,72.103,1.24,30.58,63600,3,14.14,18.18,24.45,33.08,54.78,29410,37810,50850,68800,113930,2014
34509,FL,37860,"Pensacola-Ferry Pass-Brent, FL",31-0000,Healthcare Support Occupations,major,5620,6,35.921,1.23,12.87,26760,2,8.83,9.97,11.65,14.42,18.22,18360,20740,24230,29990,37890,2014
34524,FL,37860,"Pensacola-Ferry Pass-Brent, FL",33-0000,Protective Service Occupations,major,4810,6,30.72,1.26,17.5,36410,3.7,9.2,13.16,16.41,19.67,26.46,19130,27370,34140,40910,55040,2014
34536,FL,37860,"Pensacola-Ferry Pass-Brent, FL",35-0000,Food Preparation and Serving Related Occupations,major,19000,2.7,121.386,1.34,10.21,21240,1.9,8.14,8.46,8.99,10.42,14.34,16940,17600,18700,21680,29820,2014
34552,FL,37860,"Pensacola-Ferry Pass-Brent, FL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4920,5.1,31.403,0.97,10.81,22490,2.5,8.2,8.61,9.28,11.6,15.98,17060,17900,19300,24120,33250,2014
34560,FL,37860,"Pensacola-Ferry Pass-Brent, FL",39-0000,Personal Care and Service Occupations,major,3960,7.3,25.28,0.82,11.43,23780,2.8,8.21,8.63,9.33,12.17,18.09,17070,17940,19410,25320,37630,2014
34575,FL,37860,"Pensacola-Ferry Pass-Brent, FL",41-0000,Sales and Related Occupations,major,19690,3,125.823,1.19,15.22,31660,2,8.32,8.89,10.85,17.46,27.69,17310,18480,22560,36320,57600,2014
34593,FL,37860,"Pensacola-Ferry Pass-Brent, FL",43-0000,Office and Administrative Support Occupations,major,28540,2.6,182.309,1.14,14.66,30490,1.5,9.03,10.59,13.44,17.49,22.36,18770,22030,27950,36370,46510,2014
34641,FL,37860,"Pensacola-Ferry Pass-Brent, FL",45-0000,"Farming, Fishing, and Forestry Occupations",major,130,29.8,0.842,0.25,15.13,31480,11.1,8.56,9.65,13.05,17.89,23.76,17810,20080,27140,37210,49420,2014
34643,FL,37860,"Pensacola-Ferry Pass-Brent, FL",47-0000,Construction and Extraction Occupations,major,6440,5.3,41.134,1.05,16.1,33480,1.7,9.98,11.91,14.77,18.68,24.58,20770,24780,30730,38850,51120,2014
34669,FL,37860,"Pensacola-Ferry Pass-Brent, FL",49-0000,"Installation, Maintenance, and Repair Occupations",major,6990,4.4,44.643,1.15,19.96,41510,2.2,10.39,13.44,18.57,25.4,31.71,21600,27950,38630,52840,65960,2014
34698,FL,37860,"Pensacola-Ferry Pass-Brent, FL",51-0000,Production Occupations,major,5430,9.2,34.705,0.52,17.29,35950,3,9.12,11.46,15.37,21.89,28.46,18980,23850,31970,45530,59200,2014
34735,FL,37860,"Pensacola-Ferry Pass-Brent, FL",53-0000,Transportation and Material Moving Occupations,major,7220,3.9,46.105,0.67,14.87,30930,3.6,8.5,9.3,12.21,17.05,24.59,17680,19340,25390,35460,51140,2014
34756,FL,38940,"Port St. Lucie, FL",11-0000,Management Occupations,major,3430,6.4,26.789,0.54,45.16,93930,4.3,13.9,27.4,40.85,56.67,77.77,28920,57000,84970,117870,161760,2014
34776,FL,38940,"Port St. Lucie, FL",13-0000,Business and Financial Operations Occupations,major,4820,4.1,37.719,0.75,29.76,61890,3.5,12.35,18.32,26.2,36.69,48.36,25680,38100,54490,76310,100580,2014
34797,FL,38940,"Port St. Lucie, FL",15-0000,Computer and Mathematical Occupations,major,1200,8.5,9.41,0.33,31.74,66020,5.2,17.05,21.76,28.32,39.67,52.55,35470,45250,58910,82510,109290,2014
34808,FL,38940,"Port St. Lucie, FL",17-0000,Architecture and Engineering Occupations,major,1000,9.1,7.808,0.44,30.18,62770,3,15.42,19.93,26.94,37.82,49.22,32080,41460,56030,78660,102380,2014
34817,FL,38940,"Port St. Lucie, FL",19-0000,"Life, Physical, and Social Science Occupations",major,900,12.6,7.008,0.83,27.37,56920,2.8,15.58,19.28,23.96,33.58,43.71,32410,40110,49840,69840,90910,2014
34827,FL,38940,"Port St. Lucie, FL",21-0000,Community and Social Service Occupations,major,1890,8.8,14.75,1.03,18.73,38960,3.7,10.4,12.91,17.52,22.69,29.07,21620,26850,36430,47190,60470,2014
34840,FL,38940,"Port St. Lucie, FL",23-0000,Legal Occupations,major,910,8.1,7.125,0.91,33,68650,5.8,17.48,21.48,27.51,38.46,59.61,36360,44670,57220,79990,123990,2014
34844,FL,38940,"Port St. Lucie, FL",25-0000,"Education, Training, and Library Occupations",major,7630,14.1,59.652,0.96,22.56,46930,2.9,10.53,15.38,21.77,28.74,36.46,21890,31990,45280,59790,75850,2014
34860,FL,38940,"Port St. Lucie, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,970,9.3,7.555,0.57,21.3,44310,4.3,9.91,12.73,18.5,24.82,35.52,20620,26490,38470,51630,73880,2014
34870,FL,38940,"Port St. Lucie, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,8650,10.9,67.618,1.16,34.93,72660,5.2,13.6,18.65,26.62,37.2,63.26,28280,38790,55370,77370,131580,2014
34905,FL,38940,"Port St. Lucie, FL",31-0000,Healthcare Support Occupations,major,4200,7.1,32.808,1.13,14.39,29930,2.6,9.49,10.59,12.62,15.46,21.42,19740,22020,26240,32160,44550,2014
34919,FL,38940,"Port St. Lucie, FL",33-0000,Protective Service Occupations,major,3280,2.8,25.67,1.05,23.85,49600,4.4,11.9,15.58,21.91,31.03,38.36,24750,32410,45570,64540,79800,2014
34931,FL,38940,"Port St. Lucie, FL",35-0000,Food Preparation and Serving Related Occupations,major,14060,3.2,109.949,1.21,10.78,22420,1.6,8.19,8.58,9.23,11.42,15.21,17040,17850,19200,23750,31630,2014
34945,FL,38940,"Port St. Lucie, FL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,6210,5.2,48.561,1.5,12.19,25360,2.5,8.41,9.12,10.9,14.07,18.12,17480,18960,22680,29270,37680,2014
34955,FL,38940,"Port St. Lucie, FL",39-0000,Personal Care and Service Occupations,major,4640,22.9,36.264,1.18,11.94,24830,2.3,8.32,8.91,10.3,12.89,18.33,17310,18540,21430,26800,38120,2014
34971,FL,38940,"Port St. Lucie, FL",41-0000,Sales and Related Occupations,major,16880,5.3,132.037,1.25,15.52,32290,2.6,8.42,9.11,11.35,16.82,27.21,17500,18960,23620,34990,56600,2014
34988,FL,38940,"Port St. Lucie, FL",43-0000,Office and Administrative Support Occupations,major,21720,4.3,169.869,1.06,15.11,31430,1.2,9.14,11.07,13.87,17.64,23.01,19020,23020,28840,36690,47860,2014
35027,FL,38940,"Port St. Lucie, FL",45-0000,"Farming, Fishing, and Forestry Occupations",major,1070,12,8.329,2.52,10.52,21880,3.7,8.15,8.48,9.02,10.35,15.18,16960,17630,18750,21520,31570,2014
35032,FL,38940,"Port St. Lucie, FL",47-0000,Construction and Extraction Occupations,major,5890,5.3,46.076,1.18,16.81,34960,1.8,10.33,12.54,15.98,19.72,24.29,21480,26090,33230,41010,50520,2014
35052,FL,38940,"Port St. Lucie, FL",49-0000,"Installation, Maintenance, and Repair Occupations",major,5770,7,45.126,1.16,19.69,40960,2.7,10.74,13.81,17.88,23.37,31.06,22350,28720,37190,48610,64610,2014
35076,FL,38940,"Port St. Lucie, FL",51-0000,Production Occupations,major,5540,5.1,43.299,0.65,16.73,34790,2.6,9.06,11.46,14.72,20.54,27.35,18840,23840,30620,42710,56900,2014
35108,FL,38940,"Port St. Lucie, FL",53-0000,Transportation and Material Moving Occupations,major,7230,4.1,56.581,0.83,14.31,29770,3,8.52,9.36,12.16,17.66,22.78,17720,19480,25280,36730,47370,2014
35125,FL,39460,"Punta Gorda, FL",11-0000,Management Occupations,major,940,8.9,22.412,0.45,43.16,89770,4.5,17.38,25.11,38.11,53.72,71.73,36150,52220,79260,111740,149200,2014
35134,FL,39460,"Punta Gorda, FL",13-0000,Business and Financial Operations Occupations,major,1380,16.1,32.976,0.65,29.08,60480,4.6,14.61,18.66,25.12,33.34,43.8,30390,38820,52260,69350,91110,2014
35146,FL,39460,"Punta Gorda, FL",15-0000,Computer and Mathematical Occupations,major,430,29,10.196,0.36,30.26,62930,4.4,14.67,20.1,27.96,37.44,50.8,30520,41810,58170,77880,105660,2014
35153,FL,39460,"Punta Gorda, FL",17-0000,Architecture and Engineering Occupations,major,**,**,**,**,33.21,69070,3.7,18.48,23.51,31.5,42.3,51.74,38430,48890,65530,87990,107610,2014
35156,FL,39460,"Punta Gorda, FL",19-0000,"Life, Physical, and Social Science Occupations",major,**,**,**,**,25.67,53400,5.3,15.06,18.92,23.8,30.36,39.85,31320,39340,49510,63140,82890,2014
35157,FL,39460,"Punta Gorda, FL",21-0000,Community and Social Service Occupations,major,380,10,9.167,0.64,23.09,48030,7.2,12.19,16.24,21.35,29.21,37.05,25350,33790,44400,60760,77060,2014
35163,FL,39460,"Punta Gorda, FL",23-0000,Legal Occupations,major,360,15.8,8.592,1.1,33.23,69130,8.5,15.11,18.22,26.59,44.66,59.64,31420,37900,55320,92890,124060,2014
35166,FL,39460,"Punta Gorda, FL",25-0000,"Education, Training, and Library Occupations",major,1770,1.4,42.392,0.68,23.12,48090,2.6,11.14,14.67,24.26,29.17,34.8,23180,30510,50460,60660,72390,2014
35174,FL,39460,"Punta Gorda, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,300,20.2,7.283,0.55,17.58,36580,7.6,8.75,11.54,14.66,22.01,29.5,18200,23990,30500,45780,61350,2014
35176,FL,39460,"Punta Gorda, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,3690,9,88.373,1.52,32.61,67840,3.7,15.49,20.22,26.4,34.19,56.54,32210,42060,54900,71120,117590,2014
35201,FL,39460,"Punta Gorda, FL",31-0000,Healthcare Support Occupations,major,2050,9.8,49.038,1.68,13.1,27250,3.2,8.86,10.29,12.3,14.31,17.52,18420,21410,25580,29770,36450,2014
35209,FL,39460,"Punta Gorda, FL",33-0000,Protective Service Occupations,major,940,3.3,22.548,0.92,19.78,41150,7.7,11.64,15.58,19.22,23.1,28.29,24210,32400,39970,48050,58840,2014
35214,FL,39460,"Punta Gorda, FL",35-0000,Food Preparation and Serving Related Occupations,major,5490,4.8,131.399,1.45,10.17,21160,1.8,8.16,8.5,9.07,10.7,13.9,16970,17680,18870,22250,28910,2014
35228,FL,39460,"Punta Gorda, FL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1840,5.9,44.06,1.36,12.25,25480,3.4,8.68,9.7,11.07,13.64,17.47,18050,20170,23030,28370,36340,2014
35235,FL,39460,"Punta Gorda, FL",39-0000,Personal Care and Service Occupations,major,1010,17.4,24.137,0.79,11.46,23840,2.7,8.29,8.84,10.13,12.54,16.73,17240,18380,21070,26090,34800,2014
35246,FL,39460,"Punta Gorda, FL",41-0000,Sales and Related Occupations,major,7220,6,172.69,1.64,14.49,30140,3,8.35,8.95,11.2,17.3,25.69,17360,18610,23300,35980,53440,2014
35260,FL,39460,"Punta Gorda, FL",43-0000,Office and Administrative Support Occupations,major,6830,3.5,163.372,1.02,14.3,29740,1.8,8.96,10.6,13.24,16.75,21.49,18630,22040,27550,34850,44710,2014
35284,FL,39460,"Punta Gorda, FL",45-0000,"Farming, Fishing, and Forestry Occupations",major,60,36.4,1.364,0.41,10.88,22630,10.2,8.25,8.73,9.69,11.47,14.16,17170,18160,20160,23850,29460,2014
35286,FL,39460,"Punta Gorda, FL",47-0000,Construction and Extraction Occupations,major,2040,6.4,48.753,1.25,15.8,32870,4.3,8.93,10.61,14.55,18.35,23.91,18580,22080,30270,38170,49730,2014
