,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
43548,ID,14260,"Boise City-Nampa, ID",39-0000,Personal Care and Service Occupations,major,7860,9.6,30.849,1.09,10.11,21030,2.1,7.69,8.22,9.1,11.02,13.82,15990,17090,18920,22920,28750,2011
43560,ID,14260,"Boise City-Nampa, ID",41-0000,Sales and Related Occupations,major,26800,5.9,105.16,0.99,16.15,33600,2.9,8.08,9.1,11.36,17.76,29.47,16810,18920,23630,36940,61290,2011
43579,ID,14260,"Boise City-Nampa, ID",43-0000,Office and Administrative Support Occupations,major,44510,2.7,174.636,1.05,15,31200,1.2,9.06,10.89,13.77,17.85,22.94,18840,22660,28650,37130,47720,2011
43629,ID,14260,"Boise City-Nampa, ID",45-0000,"Farming, Fishing, and Forestry Occupations",major,1490,13.5,5.831,1.83,12.07,25110,6.8,7.78,8.47,9.98,14.94,18.92,16190,17620,20760,31070,39360,2011
43635,ID,14260,"Boise City-Nampa, ID",47-0000,Construction and Extraction Occupations,major,10490,4.6,41.154,1.07,18.62,38720,2.2,10.45,13.38,17.26,22.99,28.25,21750,27830,35890,47820,58760,2011
43666,ID,14260,"Boise City-Nampa, ID",49-0000,"Installation, Maintenance, and Repair Occupations",major,9190,5.3,36.046,0.93,18.93,39380,2,10.28,13.21,17.83,23.48,28.72,21370,27470,37090,48840,59740,2011
43697,ID,14260,"Boise City-Nampa, ID",51-0000,Production Occupations,major,13200,3.8,51.79,0.79,14.48,30130,2.2,8.62,10.35,13.14,16.97,22.03,17930,21530,27330,35300,45810,2011
43747,ID,14260,"Boise City-Nampa, ID",53-0000,Transportation and Material Moving Occupations,major,15250,4.5,59.826,0.89,14.63,30440,2.4,8.39,10.03,13.23,17.53,22.15,17450,20870,27510,36470,46070,2011
43772,ID,17660,"Coeur d'Alene, ID",11-0000,Management Occupations,major,2620,5.3,50.283,1.04,36.15,75180,3.2,15.38,21.76,30.12,42.74,61.62,31980,45250,62640,88900,128170,2011
43788,ID,17660,"Coeur d'Alene, ID",13-0000,Business and Financial Operations Occupations,major,1730,15.8,33.182,0.69,27.88,57990,3.5,14.31,18.87,25.02,32.84,43.62,29770,39250,52050,68310,90730,2011
43803,ID,17660,"Coeur d'Alene, ID",15-0000,Computer and Mathematical Occupations,major,660,8.7,12.556,0.47,24.4,50750,4.1,11.99,16.02,21.69,30.95,41.47,24930,33320,45110,64380,86270,2011
43810,ID,17660,"Coeur d'Alene, ID",17-0000,Architecture and Engineering Occupations,major,780,11.4,14.89,0.83,31.03,64540,2.5,17.23,21.82,29.25,39.28,48,35830,45390,60840,81690,99840,2011
43820,ID,17660,"Coeur d'Alene, ID",19-0000,"Life, Physical, and Social Science Occupations",major,560,10.9,10.725,1.27,23.81,49530,2.6,13.46,18.5,22.62,28.65,35.22,27990,38470,47040,59600,73260,2011
43826,ID,17660,"Coeur d'Alene, ID",21-0000,Community and Social Service Occupations,major,1110,15.2,21.245,1.44,18.7,38890,5.2,9.19,14.25,17.97,21.65,27.15,19120,29650,37390,45020,56480,2011
43836,ID,17660,"Coeur d'Alene, ID",23-0000,Legal Occupations,major,310,9.1,5.866,0.75,32.48,67550,11.2,13.62,19.02,26.78,34.49,51.95,28320,39570,55710,71750,108060,2011
43839,ID,17660,"Coeur d'Alene, ID",25-0000,"Education, Training, and Library Occupations",major,2630,12.7,50.34,0.77,14.42,30000,11,7.95,8.73,10.51,18.85,27.03,16540,18160,21860,39200,56220,2011
43845,ID,17660,"Coeur d'Alene, ID",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,590,20.5,11.386,0.85,15.99,33260,3.8,8.31,9.87,13.65,19.97,27.24,17280,20540,28400,41530,56650,2011
43851,ID,17660,"Coeur d'Alene, ID",29-0000,Healthcare Practitioners and Technical Occupations,major,3000,5.6,57.509,0.98,33.82,70330,5.1,14.76,21.14,28.99,38.73,52.48,30690,43970,60300,80550,109150,2011
43870,ID,17660,"Coeur d'Alene, ID",31-0000,Healthcare Support Occupations,major,1780,14.5,34.111,1.11,12.45,25890,4.4,8.13,9.29,11.42,14.23,17.91,16910,19330,23750,29600,37260,2011
43880,ID,17660,"Coeur d'Alene, ID",33-0000,Protective Service Occupations,major,1100,13.3,21.061,0.84,18.76,39020,7.3,8.42,10.38,17.71,25.88,32.33,17500,21600,36840,53830,67260,2011
43888,ID,17660,"Coeur d'Alene, ID",35-0000,Food Preparation and Serving Related Occupations,major,4910,7.5,94.062,1.08,9.54,19840,4.6,7.62,8.05,8.77,9.97,13.98,15860,16750,18230,20740,29080,2011
43903,ID,17660,"Coeur d'Alene, ID",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1650,10.7,31.651,0.97,12.1,25160,3.9,8.05,9.16,11.1,13.89,17.88,16750,19050,23090,28880,37200,2011
43909,ID,17660,"Coeur d'Alene, ID",39-0000,Personal Care and Service Occupations,major,2330,11.6,44.729,1.59,9.65,20070,2.5,7.64,8.1,8.86,10.28,12.6,15890,16840,18430,21380,26200,2011
43918,ID,17660,"Coeur d'Alene, ID",41-0000,Sales and Related Occupations,major,6190,6.1,118.674,1.12,14.96,31120,3.4,8.06,9.01,11.32,17.06,27.63,16760,18750,23540,35480,57460,2011
43935,ID,17660,"Coeur d'Alene, ID",43-0000,Office and Administrative Support Occupations,major,9840,7.2,188.502,1.13,14.22,29590,2,9.39,10.64,13.01,16.78,21.32,19540,22140,27070,34900,44350,2011
43969,ID,17660,"Coeur d'Alene, ID",45-0000,"Farming, Fishing, and Forestry Occupations",major,80,31,1.533,0.48,18.14,37740,7.3,8.61,13.35,18.04,24.18,27.04,17910,27760,37530,50300,56240,2011
43970,ID,17660,"Coeur d'Alene, ID",47-0000,Construction and Extraction Occupations,major,2980,5.4,57.117,1.48,18.67,38840,1.6,11.56,14.68,18.18,22.1,26.96,24050,30530,37820,45960,56080,2011
43987,ID,17660,"Coeur d'Alene, ID",49-0000,"Installation, Maintenance, and Repair Occupations",major,1890,7.7,36.274,0.93,18.35,38180,3,10.17,13.27,17.31,21.79,27.7,21140,27600,36000,45330,57620,2011
44004,ID,17660,"Coeur d'Alene, ID",51-0000,Production Occupations,major,2970,4.9,56.824,0.87,14.83,30840,1.8,9.69,11.14,13.65,17.51,22.1,20140,23170,28390,36410,45970,2011
44028,ID,17660,"Coeur d'Alene, ID",53-0000,Transportation and Material Moving Occupations,major,2480,8.6,47.484,0.71,14.93,31050,3,8.27,9.86,13.48,18.16,23.72,17210,20500,28040,37780,49340,2011
44045,ID,26820,"Idaho Falls, ID",11-0000,Management Occupations,major,2570,4.2,53.123,1.1,38.58,80250,5.2,16.52,22.7,32.3,45.88,69.91,34370,47220,67180,95430,145410,2011
44063,ID,26820,"Idaho Falls, ID",13-0000,Business and Financial Operations Occupations,major,1340,6.1,27.714,0.58,28.91,60120,5.1,13.18,17.38,23.96,36.65,49.37,27420,36160,49830,76240,102680,2011
44077,ID,26820,"Idaho Falls, ID",15-0000,Computer and Mathematical Occupations,major,560,27.9,11.613,0.44,30.5,63450,4.4,16.44,22.5,30.3,37.83,44.18,34200,46800,63020,78690,91900,2011
44083,ID,26820,"Idaho Falls, ID",17-0000,Architecture and Engineering Occupations,major,980,5.8,20.254,1.12,40.19,83590,4.6,19.17,25.71,35.79,49.83,66.55,39870,53480,74440,103640,138410,2011
44093,ID,26820,"Idaho Falls, ID",19-0000,"Life, Physical, and Social Science Occupations",major,760,14.6,15.62,1.85,27.11,56390,6.6,11.99,15.38,23.4,33.11,45.68,24930,31980,48670,68870,95020,2011
44099,ID,26820,"Idaho Falls, ID",21-0000,Community and Social Service Occupations,major,1260,14.3,25.911,1.76,18.15,37740,4.5,8.88,15.22,18.11,21.55,26.16,18470,31660,37660,44830,54410,2011
44109,ID,26820,"Idaho Falls, ID",23-0000,Legal Occupations,major,270,6.3,5.473,0.7,31.86,66270,8.5,14.11,18.68,26.94,41.97,56.24,29350,38840,56040,87290,116980,2011
44112,ID,26820,"Idaho Falls, ID",25-0000,"Education, Training, and Library Occupations",major,2560,27,52.851,0.81,18.57,38630,9.4,8.25,9.78,18.24,25.53,32.4,17170,20350,37950,53110,67400,2011
44124,ID,26820,"Idaho Falls, ID",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,650,11.3,13.342,0.99,13.9,28920,5.5,7.91,8.69,10.9,16.8,24.13,16450,18070,22680,34950,50180,2011
44134,ID,26820,"Idaho Falls, ID",29-0000,Healthcare Practitioners and Technical Occupations,major,2730,5.1,56.369,0.96,31.79,66120,7.4,14.8,18.34,25.65,32.79,54.81,30790,38150,53340,68190,114010,2011
44154,ID,26820,"Idaho Falls, ID",31-0000,Healthcare Support Occupations,major,1550,9.5,31.904,1.04,11.14,23180,2.7,7.91,8.75,10.38,12.86,15.9,16460,18210,21580,26740,33080,2011
44162,ID,26820,"Idaho Falls, ID",33-0000,Protective Service Occupations,major,740,3,15.218,0.61,19.33,40200,3.4,9.16,14.91,18.48,23.78,28.61,19050,31020,38430,49450,59510,2011
44168,ID,26820,"Idaho Falls, ID",35-0000,Food Preparation and Serving Related Occupations,major,4310,5.4,88.95,1.02,9.11,18940,1.8,7.61,8.01,8.69,9.4,11.63,15820,16670,18070,19550,24190,2011
44184,ID,26820,"Idaho Falls, ID",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1420,10,29.311,0.9,10.6,22050,2.8,7.83,8.57,9.96,11.65,14.29,16290,17830,20720,24230,29720,2011
44189,ID,26820,"Idaho Falls, ID",39-0000,Personal Care and Service Occupations,major,1740,14.8,35.96,1.27,9.91,20620,3.9,7.63,8.08,8.83,10.33,13.92,15860,16800,18370,21480,28950,2011
44198,ID,26820,"Idaho Falls, ID",41-0000,Sales and Related Occupations,major,6730,9.9,138.844,1.31,24.91,51820,28.3,7.94,8.74,11.4,21.02,53.78,16520,18170,23700,43720,111850,2011
44213,ID,26820,"Idaho Falls, ID",43-0000,Office and Administrative Support Occupations,major,7900,4,163.016,0.98,13.72,28530,1.8,8.41,9.92,12.47,16.08,21.25,17490,20630,25940,33450,44210,2011
44243,ID,26820,"Idaho Falls, ID",45-0000,"Farming, Fishing, and Forestry Occupations",major,570,18.2,11.681,3.66,9.91,20600,3.6,7.56,7.96,8.63,9.38,16.54,15730,16560,17950,19500,34410,2011
44248,ID,26820,"Idaho Falls, ID",47-0000,Construction and Extraction Occupations,major,2060,5,42.556,1.1,17.46,36310,3,10.21,12.77,16.17,20.55,26.82,21240,26550,33620,42740,55790,2011
44262,ID,26820,"Idaho Falls, ID",49-0000,"Installation, Maintenance, and Repair Occupations",major,1730,8.8,35.762,0.92,18.5,38480,3.3,9.38,12.61,16.79,22.66,30.65,19500,26230,34930,47130,63740,2011
44275,ID,26820,"Idaho Falls, ID",51-0000,Production Occupations,major,1880,9.5,38.809,0.6,14.33,29810,3.7,8.15,9.35,12.43,17.12,23.17,16950,19450,25840,35620,48180,2011
44291,ID,26820,"Idaho Falls, ID",53-0000,Transportation and Material Moving Occupations,major,4150,8.3,85.715,1.27,13.65,28380,3,8.16,9.37,12.46,16.7,21.81,16980,19480,25920,34730,45350,2011
44307,ID,30300,"Lewiston, ID-WA",11-0000,Management Occupations,major,1200,7.1,50.837,1.05,33.76,70220,2.8,15.99,21.88,31.57,41.53,53.8,33260,45500,65670,86380,111900,2011
44318,ID,30300,"Lewiston, ID-WA",13-0000,Business and Financial Operations Occupations,major,730,12.8,30.925,0.64,26.14,54380,3.2,15.54,18.56,24.05,30.25,40.36,32320,38610,50020,62930,83950,2011
44327,ID,30300,"Lewiston, ID-WA",15-0000,Computer and Mathematical Occupations,major,350,33.8,14.65,0.55,22.15,46070,2.2,13.79,17.32,21.54,26.9,32.28,28690,36020,44800,55950,67150,2011
44329,ID,30300,"Lewiston, ID-WA",17-0000,Architecture and Engineering Occupations,major,260,5.9,10.8,0.6,28.43,59130,4.4,18.52,20.77,25.52,33.32,42.91,38520,43210,53080,69310,89250,2011
44334,ID,30300,"Lewiston, ID-WA",19-0000,"Life, Physical, and Social Science Occupations",major,290,3,12.146,1.44,24.42,50790,4.6,12.55,16.67,21.64,27.79,36.08,26110,34670,45010,57800,75050,2011
44337,ID,30300,"Lewiston, ID-WA",21-0000,Community and Social Service Occupations,major,410,9.8,17.468,1.19,20.27,42170,3.5,12.62,15.71,19.43,24.6,29.94,26250,32680,40410,51160,62270,2011
44342,ID,30300,"Lewiston, ID-WA",23-0000,Legal Occupations,major,140,6.5,6.058,0.78,33.89,70490,10.3,15.58,17.98,27.74,43.05,55.8,32410,37400,57710,89550,116070,2011
44344,ID,30300,"Lewiston, ID-WA",25-0000,"Education, Training, and Library Occupations",major,1410,3.9,59.658,0.91,19.16,39840,2.9,10.23,12.76,17.6,25.21,30.74,21290,26550,36600,52440,63930,2011
44352,ID,30300,"Lewiston, ID-WA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,190,14.9,8.186,0.61,14.57,30310,5.3,8.04,8.97,11.67,19.36,26.2,16720,18650,24280,40270,54490,2011
44354,ID,30300,"Lewiston, ID-WA",29-0000,Healthcare Practitioners and Technical Occupations,major,1590,10.2,67.434,1.15,31.57,65660,3.3,17.07,22.14,27.08,34.14,48.3,35510,46050,56320,71000,100460,2011
44363,ID,30300,"Lewiston, ID-WA",31-0000,Healthcare Support Occupations,major,1100,8.8,46.704,1.52,12.25,25480,2.5,9.08,10.1,11.34,13.78,16.99,18890,21000,23590,28670,35340,2011
44372,ID,30300,"Lewiston, ID-WA",33-0000,Protective Service Occupations,major,480,7.5,20.509,0.82,21.94,45640,3.6,12.34,15.94,21.35,27.32,32.88,25670,33150,44400,56810,68390,2011
44377,ID,30300,"Lewiston, ID-WA",35-0000,Food Preparation and Serving Related Occupations,major,2130,6.3,90.13,1.03,10.02,20850,2.7,7.78,8.44,9.17,11.25,14.08,16170,17550,19060,23390,29280,2011
44389,ID,30300,"Lewiston, ID-WA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,700,10.5,29.757,0.91,12,24950,3.7,7.97,8.85,10.64,13.9,17.74,16570,18410,22140,28900,36890,2011
44393,ID,30300,"Lewiston, ID-WA",39-0000,Personal Care and Service Occupations,major,740,21.2,31.453,1.11,10.46,21750,6.2,7.77,8.38,9.11,10.86,14.16,16150,17420,18940,22590,29460,2011
44400,ID,30300,"Lewiston, ID-WA",41-0000,Sales and Related Occupations,major,2120,6.9,89.711,0.84,14.5,30160,5.5,8.13,9.05,11.04,16.1,23.4,16900,18820,22970,33480,48670,2011
44409,ID,30300,"Lewiston, ID-WA",43-0000,Office and Administrative Support Occupations,major,3750,4.7,158.718,0.95,15.03,31250,1.7,8.92,11.02,14.06,18.01,22.71,18550,22930,29240,37460,47230,2011
44435,ID,30300,"Lewiston, ID-WA",45-0000,"Farming, Fishing, and Forestry Occupations",major,250,14.9,10.403,3.26,21.5,44720,11.8,10.35,14.82,18.98,25.4,38.72,21530,30820,39480,52830,80550,2011
44437,ID,30300,"Lewiston, ID-WA",47-0000,Construction and Extraction Occupations,major,930,11.1,39.483,1.02,18.86,39220,2.4,12.03,14.11,18.07,22.78,27.31,25030,29340,37590,47390,56800,2011
44446,ID,30300,"Lewiston, ID-WA",49-0000,"Installation, Maintenance, and Repair Occupations",major,1020,8.6,43.197,1.11,21.64,45010,3.1,10.88,15.35,20.34,26.44,35.39,22620,31940,42300,54990,73620,2011
44456,ID,30300,"Lewiston, ID-WA",51-0000,Production Occupations,major,2260,6.2,95.575,1.47,16.9,35150,2.2,9.47,12.45,16.36,20.15,25.21,19690,25890,34020,41920,52430,2011
44468,ID,30300,"Lewiston, ID-WA",53-0000,Transportation and Material Moving Occupations,major,1560,16.7,66.198,0.98,15.74,32730,4.3,8.55,10.57,15.21,20.28,23.18,17790,21980,31640,42180,48220,2011
44479,ID,38540,"Pocatello, ID",11-0000,Management Occupations,major,1650,5.1,49.654,1.03,35.6,74050,3.6,15.11,22.11,32.62,43.87,60.49,31420,45980,67850,91260,125810,2011
44493,ID,38540,"Pocatello, ID",13-0000,Business and Financial Operations Occupations,major,1190,10.4,35.85,0.74,24.5,50960,3,12.97,16.42,21.53,30.71,40.94,26970,34160,44790,63880,85160,2011
44505,ID,38540,"Pocatello, ID",15-0000,Computer and Mathematical Occupations,major,280,6.5,8.541,0.32,25.61,53280,6.6,12.11,15.78,22.09,34.05,42.38,25180,32820,45950,70810,88150,2011
44510,ID,38540,"Pocatello, ID",17-0000,Architecture and Engineering Occupations,major,590,4.2,17.709,0.98,31.83,66200,2.4,14.63,19.93,31.35,42.03,51.63,30430,41460,65200,87420,107390,2011
44514,ID,38540,"Pocatello, ID",19-0000,"Life, Physical, and Social Science Occupations",major,390,3.9,11.732,1.39,23,47850,2.7,11.99,14.55,21.19,28.52,37,24930,30260,44070,59320,76960,2011
44518,ID,38540,"Pocatello, ID",21-0000,Community and Social Service Occupations,major,670,10,20.234,1.37,18.93,39370,3.2,10.02,15.05,18.83,22.43,26.99,20840,31310,39170,46660,56140,2011
44527,ID,38540,"Pocatello, ID",23-0000,Legal Occupations,major,240,25.5,7.317,0.94,27.09,56350,15.2,12.66,14.53,20.24,32.14,51.95,26340,30210,42100,66850,108070,2011
44531,ID,38540,"Pocatello, ID",25-0000,"Education, Training, and Library Occupations",major,2640,5.4,79.614,1.21,20.43,42490,12.9,8.97,10.94,18.57,26.9,34.76,18660,22760,38620,55950,72300,2011
44541,ID,38540,"Pocatello, ID",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,420,13.1,12.561,0.93,16.17,33640,4.1,8.33,10.19,14.47,20.06,26.18,17330,21200,30090,41720,54460,2011
44545,ID,38540,"Pocatello, ID",29-0000,Healthcare Practitioners and Technical Occupations,major,1930,6.1,58.093,0.99,33.34,69340,8.1,11.72,16.91,25.95,35.17,64.36,24370,35180,53980,73150,133880,2011
44558,ID,38540,"Pocatello, ID",31-0000,Healthcare Support Occupations,major,960,11.3,29.004,0.94,11.56,24030,3.4,8.06,9.07,10.97,13.6,16.36,16750,18860,22820,28280,34020,2011
44563,ID,38540,"Pocatello, ID",33-0000,Protective Service Occupations,major,780,3.6,23.413,0.94,17.79,37010,5.3,8.36,10.62,16.14,24.13,29.19,17390,22090,33560,50200,60720,2011
44569,ID,38540,"Pocatello, ID",35-0000,Food Preparation and Serving Related Occupations,major,3260,11.4,98.346,1.12,8.77,18240,1.9,7.58,7.95,8.55,9.16,10.58,15770,16530,17790,19050,22010,2011
44583,ID,38540,"Pocatello, ID",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1510,17.7,45.396,1.39,10.43,21690,3.1,7.67,8.16,9,11.26,15.4,15950,16980,18710,23430,32020,2011
44589,ID,38540,"Pocatello, ID",39-0000,Personal Care and Service Occupations,major,880,22.7,26.498,0.94,9.9,20590,3.8,7.6,8.05,8.8,10.49,15.32,15820,16750,18310,21810,31870,2011
44596,ID,38540,"Pocatello, ID",41-0000,Sales and Related Occupations,major,3480,9.3,105.053,0.99,13.55,28190,3.6,7.9,8.64,10.4,15.43,22.43,16430,17970,21640,32100,46650,2011
44611,ID,38540,"Pocatello, ID",43-0000,Office and Administrative Support Occupations,major,5460,4.4,164.536,0.99,13.32,27710,2.5,8.33,9.65,12.01,15.82,20.67,17330,20080,24980,32900,42980,2011
44640,ID,38540,"Pocatello, ID",47-0000,Construction and Extraction Occupations,major,1470,6.9,44.183,1.14,17.26,35900,2.3,10.49,12.8,16.65,21.2,25.41,21820,26630,34640,44090,52860,2011
44650,ID,38540,"Pocatello, ID",49-0000,"Installation, Maintenance, and Repair Occupations",major,1520,5.8,45.754,1.18,21.01,43700,4.4,9.56,13.32,19.45,27.27,35.35,19890,27710,40460,56720,73540,2011
44661,ID,38540,"Pocatello, ID",51-0000,Production Occupations,major,1950,5.1,58.904,0.9,15.73,32720,4.6,9.5,11.29,13.94,18.76,25.65,19750,23490,29000,39020,53350,2011
44669,ID,38540,"Pocatello, ID",53-0000,Transportation and Material Moving Occupations,major,1890,7.1,57.004,0.85,14.17,29480,3.1,8.38,9.89,13.2,17.17,21.72,17440,20570,27450,35700,45190,2011
44680,IL,14060,"Bloomington-Normal, IL",11-0000,Management Occupations,major,3610,45.4,41.557,0.86,47.14,98060,2.7,20.14,29.89,42.43,61.25,80.26,41890,62170,88250,127400,166930,2011
44701,IL,14060,"Bloomington-Normal, IL",13-0000,Business and Financial Operations Occupations,major,6230,27.1,71.76,1.49,30.22,62850,1.6,18.2,21.94,28.07,36.26,45.79,37860,45640,58380,75410,95250,2011
44720,IL,14060,"Bloomington-Normal, IL",15-0000,Computer and Mathematical Occupations,major,3670,45.6,42.223,1.59,34.68,72120,2.5,21.35,28.07,34.28,41.4,48.01,44400,58390,71300,86120,99850,2011
44730,IL,14060,"Bloomington-Normal, IL",17-0000,Architecture and Engineering Occupations,major,**,**,**,**,46.22,96130,11.4,21.01,26.99,35.79,45.54,#,43700,56130,74440,94730,#,2011
44736,IL,14060,"Bloomington-Normal, IL",19-0000,"Life, Physical, and Social Science Occupations",major,150,9.5,1.71,0.2,26.37,54840,5.2,10.05,15.52,25.72,35.28,44.02,20890,32290,53500,73390,91570,2011
44738,IL,14060,"Bloomington-Normal, IL",21-0000,Community and Social Service Occupations,major,770,17.9,8.887,0.6,20.09,41790,3.9,11.83,14.01,19.12,24.14,31.18,24600,29140,39770,50210,64860,2011
44745,IL,14060,"Bloomington-Normal, IL",23-0000,Legal Occupations,major,320,30.8,3.696,0.47,38.74,80570,9.3,18.02,21.73,28.43,44.94,80.92,37480,45190,59130,93460,168320,2011
44748,IL,14060,"Bloomington-Normal, IL",25-0000,"Education, Training, and Library Occupations",major,6630,2.8,76.359,1.16,21.21,44110,2.2,9.51,12.19,19.55,27.78,36.21,19790,25350,40660,57780,75310,2011
44771,IL,14060,"Bloomington-Normal, IL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1740,38.9,20.056,1.49,24.9,51790,8.9,9.42,15.43,23.95,34.2,41.86,19600,32090,49810,71140,87070,2011
44776,IL,14060,"Bloomington-Normal, IL",29-0000,Healthcare Practitioners and Technical Occupations,major,3840,1.9,44.251,0.76,36.47,75860,6.2,14.86,20.39,26.64,35.5,81.57,30900,42420,55400,73850,169660,2011
44796,IL,14060,"Bloomington-Normal, IL",31-0000,Healthcare Support Occupations,major,1810,5.1,20.86,0.68,12.33,25650,2,8.93,9.85,11.27,14.11,17.37,18570,20490,23440,29350,36120,2011
44805,IL,14060,"Bloomington-Normal, IL",33-0000,Protective Service Occupations,major,1510,2.6,17.362,0.7,16.96,35290,10.2,8.79,9.61,11.65,22.2,32.77,18280,19990,24230,46180,68160,2011
44807,IL,14060,"Bloomington-Normal, IL",35-0000,Food Preparation and Serving Related Occupations,major,8870,5.6,102.082,1.17,10.44,21710,1.4,8.53,8.8,9.26,11.1,14.05,17740,18310,19270,23080,29210,2011
44823,IL,14060,"Bloomington-Normal, IL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,3660,14,42.138,1.29,13.02,27080,4.8,8.69,9.19,11,14.91,21.32,18070,19120,22880,31010,44340,2011
44829,IL,14060,"Bloomington-Normal, IL",39-0000,Personal Care and Service Occupations,major,2960,20.9,34.095,1.21,11.25,23390,1.7,8.66,9.14,10.36,11.86,14.73,18010,19010,21560,24660,30640,2011
44840,IL,14060,"Bloomington-Normal, IL",41-0000,Sales and Related Occupations,major,8530,6.1,98.208,0.92,18.58,38660,10.7,8.76,9.25,11.73,18.41,35.67,18220,19240,24390,38290,74180,2011
44856,IL,14060,"Bloomington-Normal, IL",43-0000,Office and Administrative Support Occupations,major,14210,11.9,163.58,0.98,15.84,32940,2.5,9.37,11.13,14.56,18.57,24.5,19480,23140,30280,38620,50970,2011
44891,IL,14060,"Bloomington-Normal, IL",45-0000,"Farming, Fishing, and Forestry Occupations",major,140,33,1.555,0.49,16.02,33320,9.1,10.23,11.31,16.41,19.69,22.07,21290,23520,34130,40960,45920,2011
44894,IL,14060,"Bloomington-Normal, IL",47-0000,Construction and Extraction Occupations,major,2260,5,26.056,0.67,25.11,52230,6.8,11.52,15.84,24.13,34.34,41.49,23960,32950,50190,71420,86300,2011
44905,IL,14060,"Bloomington-Normal, IL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2420,7.3,27.884,0.72,21.64,45010,2.9,11.55,15.26,20.76,27.59,33.49,24030,31750,43180,57400,69650,2011
44920,IL,14060,"Bloomington-Normal, IL",51-0000,Production Occupations,major,4110,10.7,47.343,0.73,17.38,36150,8.6,8.92,10.19,15.59,24.29,28.2,18540,21200,32430,50520,58650,2011
44936,IL,14060,"Bloomington-Normal, IL",53-0000,Transportation and Material Moving Occupations,major,4010,5.3,46.187,0.69,15.06,31330,2.7,8.94,10.16,13.38,18.11,24.04,18590,21130,27830,37670,50010,2011
44951,IL,16580,"Champaign-Urbana, IL",11-0000,Management Occupations,major,5780,4,60.758,1.26,42.76,88930,5.1,18.96,27.4,38.41,52.37,71.35,39430,56990,79900,108930,148410,2011
44975,IL,16580,"Champaign-Urbana, IL",13-0000,Business and Financial Operations Occupations,major,3750,5.1,39.477,0.82,29.2,60740,2.2,15.13,19.91,26.25,35.29,45.54,31470,41420,54590,73390,94720,2011
44996,IL,16580,"Champaign-Urbana, IL",15-0000,Computer and Mathematical Occupations,major,2300,16.9,24.215,0.91,31.76,66070,3.1,14.91,21.99,30.5,39.51,51.62,31020,45740,63440,82190,107370,2011
45006,IL,16580,"Champaign-Urbana, IL",17-0000,Architecture and Engineering Occupations,major,1210,5.3,12.735,0.71,30.66,63770,3.3,14.4,21.32,29.23,39.11,47.07,29960,44350,60790,81350,97910,2011
45018,IL,16580,"Champaign-Urbana, IL",19-0000,"Life, Physical, and Social Science Occupations",major,830,5,8.741,1.04,33.58,69840,4.2,15.32,21.7,29,40.97,54.37,31870,45140,60320,85220,113080,2011
45026,IL,16580,"Champaign-Urbana, IL",21-0000,Community and Social Service Occupations,major,1760,10.9,18.554,1.26,21.24,44170,3.5,10.73,13.67,18.58,28.18,35.17,22320,28430,38640,58610,73150,2011
45040,IL,16580,"Champaign-Urbana, IL",23-0000,Legal Occupations,major,510,7,5.341,0.68,30.47,63370,10.7,10.77,14.67,22.47,39.81,64.55,22400,30500,46740,82800,134260,2011
45043,IL,16580,"Champaign-Urbana, IL",25-0000,"Education, Training, and Library Occupations",major,12060,7.5,126.853,1.94,36.59,76100,15.1,10.72,18.53,27.7,46.02,73.57,22310,38540,57620,95720,153020,2011
45059,IL,16580,"Champaign-Urbana, IL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1310,7.7,13.73,1.02,22.57,46950,8.2,9.74,14.13,19.75,27.35,35.95,20260,29380,41090,56900,74770,2011
45069,IL,16580,"Champaign-Urbana, IL",29-0000,Healthcare Practitioners and Technical Occupations,major,4900,27.1,51.593,0.88,37.71,78430,10.3,13.39,18.65,25.36,36.02,#,27850,38790,52740,74930,#,2011
45094,IL,16580,"Champaign-Urbana, IL",31-0000,Healthcare Support Occupations,major,2580,17.6,27.123,0.88,*,*,*,*,*,*,*,*,*,*,*,*,*,2011
45103,IL,16580,"Champaign-Urbana, IL",33-0000,Protective Service Occupations,major,2180,6.3,22.91,0.92,24,49910,3.5,9.26,18.54,26,27.72,34.09,19260,38550,54070,57660,70900,2011
