,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
7512,NV,6720,"Reno, NV MSA",25-0000,"Education, training, and library occupations",major,8520,2.5,20.86,43390,5.2,10.19,14.17,18.49,24.44,29.45,21200,29470,38460,50840,61250,2003
7518,NV,6720,"Reno, NV MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2230,7.5,17.08,35530,3.5,8.00,10.67,16.42,21.50,27.33,16650,22180,34160,44720,56850,2003
7533,NV,6720,"Reno, NV MSA",29-0000,Healthcare practitioners and technical occupations,major,7680,3.7,31.67,65860,4.9,13.93,19.99,26.21,33.24,48.56,28970,41590,54510,69140,101010,2003
7560,NV,6720,"Reno, NV MSA",31-0000,Healthcare support occupations,major,3730,8.9,11.96,24870,2.2,8.36,9.53,11.33,13.68,16.82,17380,19820,23560,28450,34990,2003
7568,NV,6720,"Reno, NV MSA",33-0000,Protective service occupations,major,4070,2.6,15.53,32310,6.3,7.92,9.48,12.75,21.11,26.79,16470,19730,26520,43900,55730,2003
7575,NV,6720,"Reno, NV MSA",35-0000,Food preparation and serving related occupations,major,19930,2.5,8.08,16800,2.2,5.71,6.24,7.20,9.05,11.60,11870,12970,14980,18820,24130,2003
7591,NV,6720,"Reno, NV MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,10300,2.5,9.64,20060,2.1,6.44,7.42,8.67,10.78,14.16,13400,15430,18030,22420,29460,2003
7598,NV,6720,"Reno, NV MSA",39-0000,Personal care and service occupations,major,9290,3.2,9.33,19410,1.5,5.76,6.45,7.87,10.44,15.87,11990,13410,16370,21720,33000,2003
7615,NV,6720,"Reno, NV MSA",41-0000,Sales and related occupations,major,20420,3.2,14.47,30100,2.5,6.76,7.96,10.66,16.72,26.67,14050,16550,22180,34780,55470,2003
7633,NV,6720,"Reno, NV MSA",43-0000,Office and administrative support occupations,major,36680,2.1,13.40,27860,1.5,8.00,9.75,12.50,16.40,20.39,16640,20280,25990,34100,42410,2003
7674,NV,6720,"Reno, NV MSA",45-0000,"Farming, fishing, and forestry occupations",major,240,2.1,11.78,24500,2.3,8.78,9.48,10.74,13.06,15.94,18260,19710,22330,27160,33160,2003
7675,NV,6720,"Reno, NV MSA",47-0000,Construction and extraction occupations,major,13930,4.1,19.43,40420,2.1,10.53,13.93,18.85,24.00,29.32,21900,28960,39200,49910,60980,2003
7704,NV,6720,"Reno, NV MSA",49-0000,"Installation, maintenance, and repair occupations",major,7860,5.9,17.29,35960,1.8,9.70,12.45,16.70,21.61,26.36,20180,25900,34740,44950,54830,2003
7727,NV,6720,"Reno, NV MSA",51-0000,Production occupations,major,10070,3.5,13.17,27390,1.5,7.47,8.96,11.59,16.10,21.10,15540,18640,24100,33480,43900,2003
7766,NV,6720,"Reno, NV MSA",53-0000,Transportation and material moving occupations,major,17680,4.9,13.25,27550,2.0,7.27,9.17,12.15,16.45,20.62,15120,19070,25280,34210,42890,2003
7787,NY,160,"Albany-Schenectady-Troy, NY MSA",11-0000,Management occupations,major,21730,2.7,40.41,84060,1.2,19.37,26.54,36.95,48.21,66.37,40290,55210,76850,100280,138040,2003
7815,NY,160,"Albany-Schenectady-Troy, NY MSA",13-0000,Business and financial operations occupations,major,20940,3.6,25.43,52890,1.3,14.68,18.57,23.69,30.77,38.51,30540,38630,49280,64010,80100,2003
7840,NY,160,"Albany-Schenectady-Troy, NY MSA",15-0000,Computer and mathematical occupations,major,12110,6.4,28.35,58960,2.4,16.34,21.19,26.78,33.89,42.52,33990,44080,55710,70500,88450,2003
7853,NY,160,"Albany-Schenectady-Troy, NY MSA",17-0000,Architecture and engineering occupations,major,7620,5.9,28.61,59510,2.2,15.82,20.95,27.39,35.01,43.60,32910,43580,56960,72810,90690,2003
7878,NY,160,"Albany-Schenectady-Troy, NY MSA",19-0000,"Life, physical, and social science occupations",major,6550,9.8,25.89,53840,3.4,13.56,17.60,23.70,32.20,41.14,28200,36610,49300,66970,85570,2003
7899,NY,160,"Albany-Schenectady-Troy, NY MSA",21-0000,Community and social services occupations,major,7730,5.0,18.84,39190,4.8,9.63,13.14,18.03,24.05,30.18,20030,27330,37510,50020,62780,2003
7910,NY,160,"Albany-Schenectady-Troy, NY MSA",23-0000,Legal occupations,major,4930,5.1,36.38,75680,5.0,14.47,20.41,34.25,43.99,64.10,30100,42450,71250,91500,133330,2003
7918,NY,160,"Albany-Schenectady-Troy, NY MSA",25-0000,"Education, training, and library occupations",major,34590,5.0,20.90,43470,3.0,8.38,12.16,19.19,27.30,35.08,17430,25300,39920,56790,72960,2003
7949,NY,160,"Albany-Schenectady-Troy, NY MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,7480,20.7,18.87,39240,7.3,7.57,9.23,15.84,23.20,33.15,15750,19190,32950,48250,68950,2003
7968,NY,160,"Albany-Schenectady-Troy, NY MSA",29-0000,Healthcare practitioners and technical occupations,major,21940,3.0,25.57,53180,3.2,12.55,16.44,20.90,27.12,37.99,26110,34200,43460,56410,79010,2003
8002,NY,160,"Albany-Schenectady-Troy, NY MSA",31-0000,Healthcare support occupations,major,15010,4.5,11.09,23070,2.0,7.45,8.68,10.44,12.95,15.76,15500,18060,21720,26930,32780,2003
8015,NY,160,"Albany-Schenectady-Troy, NY MSA",33-0000,Protective service occupations,major,11660,4.9,19.21,39950,7.9,7.74,12.56,19.52,25.41,30.83,16110,26130,40600,52860,64130,2003
8029,NY,160,"Albany-Schenectady-Troy, NY MSA",35-0000,Food preparation and serving related occupations,major,30950,5.3,8.51,17700,1.7,5.79,6.41,7.62,9.65,12.43,12040,13330,15850,20070,25850,2003
8045,NY,160,"Albany-Schenectady-Troy, NY MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,13150,4.4,10.91,22690,1.5,6.87,7.91,9.90,13.23,16.69,14280,16460,20590,27530,34720,2003
8052,NY,160,"Albany-Schenectady-Troy, NY MSA",39-0000,Personal care and service occupations,major,9790,5.8,9.69,20160,1.4,6.14,7.19,8.89,11.34,14.09,12780,14960,18480,23580,29310,2003
8072,NY,160,"Albany-Schenectady-Troy, NY MSA",41-0000,Sales and related occupations,major,44030,2.1,13.90,28910,2.2,6.17,7.28,9.69,16.28,26.90,12830,15150,20150,33850,55960,2003
8089,NY,160,"Albany-Schenectady-Troy, NY MSA",43-0000,Office and administrative support occupations,major,89650,1.8,14.23,29590,0.7,8.38,10.44,13.32,17.06,21.27,17430,21720,27700,35480,44240,2003
8140,NY,160,"Albany-Schenectady-Troy, NY MSA",45-0000,"Farming, fishing, and forestry occupations",major,560,11.3,10.08,20970,4.7,6.15,7.16,8.34,11.61,16.50,12790,14900,17350,24150,34310,2003
8143,NY,160,"Albany-Schenectady-Troy, NY MSA",47-0000,Construction and extraction occupations,major,18780,3.5,18.71,38920,1.7,10.63,13.22,17.76,23.13,27.95,22110,27490,36940,48120,58140,2003
8176,NY,160,"Albany-Schenectady-Troy, NY MSA",49-0000,"Installation, maintenance, and repair occupations",major,17930,3.8,17.56,36520,1.6,9.53,12.11,16.52,21.80,28.44,19830,25200,34370,45350,59160,2003
8206,NY,160,"Albany-Schenectady-Troy, NY MSA",51-0000,Production occupations,major,21540,7.6,14.39,29920,1.7,7.57,9.70,13.29,17.99,22.68,15750,20170,27640,37430,47170,2003
8268,NY,160,"Albany-Schenectady-Troy, NY MSA",53-0000,Transportation and material moving occupations,major,25690,6.1,13.41,27890,2.0,7.45,9.47,12.47,16.39,20.87,15500,19700,25930,34090,43400,2003
8292,NY,960,"Binghamton, NY MSA",11-0000,Management occupations,major,4110,5.4,40.01,83230,2.2,19.02,25.41,35.56,49.58,68.11,39560,52860,73960,103130,141670,2003
8315,NY,960,"Binghamton, NY MSA",13-0000,Business and financial operations occupations,major,4030,12.2,24.33,50610,3.0,13.47,17.94,23.05,28.68,36.56,28010,37310,47950,59660,76050,2003
8329,NY,960,"Binghamton, NY MSA",15-0000,Computer and mathematical occupations,major,3630,22.6,31.27,65040,7.7,15.21,21.92,30.46,40.44,50.42,31640,45590,63360,84110,104870,2003
8336,NY,960,"Binghamton, NY MSA",17-0000,Architecture and engineering occupations,major,4680,13.7,28.95,60210,5.0,14.11,19.49,26.88,36.92,46.89,29350,40550,55910,76790,97530,2003
8350,NY,960,"Binghamton, NY MSA",19-0000,"Life, physical, and social science occupations",major,650,19.3,22.96,47750,4.5,10.69,16.28,22.71,27.24,34.30,22240,33860,47250,56660,71350,2003
8354,NY,960,"Binghamton, NY MSA",21-0000,Community and social services occupations,major,1560,9.3,17.59,36580,5.3,9.62,12.01,16.49,22.13,27.50,20010,24970,34290,46030,57200,2003
8365,NY,960,"Binghamton, NY MSA",23-0000,Legal occupations,major,510,13.5,31.02,64530,6.8,12.28,17.89,24.83,42.52,56.40,25540,37200,51640,88440,117310,2003
8369,NY,960,"Binghamton, NY MSA",25-0000,"Education, training, and library occupations",major,9720,10.5,19.17,39870,4.3,7.43,11.90,17.20,24.71,33.04,15440,24760,35780,51390,68730,2003
8383,NY,960,"Binghamton, NY MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1050,12.2,17.65,36710,5.5,7.97,10.41,15.71,21.04,29.82,16580,21650,32680,43770,62020,2003
8393,NY,960,"Binghamton, NY MSA",29-0000,Healthcare practitioners and technical occupations,major,5500,17.4,25.27,52560,4.7,11.55,14.49,18.75,26.22,44.60,24030,30140,39000,54540,92770,2003
8414,NY,960,"Binghamton, NY MSA",31-0000,Healthcare support occupations,major,3540,10.9,10.89,22650,2.2,7.48,8.51,10.16,13.12,16.00,15550,17700,21130,27280,33280,2003
8425,NY,960,"Binghamton, NY MSA",33-0000,Protective service occupations,major,1600,19.7,14.56,30290,5.9,6.61,8.46,12.82,19.81,24.81,13750,17600,26660,41200,51610,2003
8434,NY,960,"Binghamton, NY MSA",35-0000,Food preparation and serving related occupations,major,8050,4.2,8.06,16760,2.2,5.73,6.23,7.09,8.83,12.10,11910,12950,14760,18370,25170,2003
8450,NY,960,"Binghamton, NY MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,4080,6.8,9.95,20700,2.3,6.29,7.28,9.05,11.88,14.44,13070,15140,18820,24710,30040,2003
8456,NY,960,"Binghamton, NY MSA",39-0000,Personal care and service occupations,major,2230,5.9,8.55,17790,2.8,5.81,6.42,7.59,9.70,13.27,12090,13350,15780,20180,27610,2003
8466,NY,960,"Binghamton, NY MSA",41-0000,Sales and related occupations,major,10560,3.0,11.72,24380,3.0,5.87,6.58,8.30,13.14,20.89,12210,13690,17250,27330,43450,2003
8479,NY,960,"Binghamton, NY MSA",43-0000,Office and administrative support occupations,major,19080,3.3,12.63,26270,1.9,7.44,9.01,11.44,15.18,19.93,15470,18740,23810,31580,41460,2003
8515,NY,960,"Binghamton, NY MSA",45-0000,"Farming, fishing, and forestry occupations",major,90,21.1,11.27,23450,5.7,5.91,6.71,10.17,13.85,19.04,12290,13960,21140,28810,39600,2003
8516,NY,960,"Binghamton, NY MSA",47-0000,Construction and extraction occupations,major,4860,7.5,17.10,35570,2.8,9.78,12.18,15.60,21.41,26.74,20340,25330,32460,44540,55620,2003
8531,NY,960,"Binghamton, NY MSA",49-0000,"Installation, maintenance, and repair occupations",major,3810,3.7,16.07,33420,2.4,8.88,11.10,15.23,20.01,24.83,18470,23080,31680,41610,51640,2003
8548,NY,960,"Binghamton, NY MSA",51-0000,Production occupations,major,10640,11.0,12.62,26250,2.9,7.56,9.01,11.21,15.10,20.13,15730,18750,23310,31410,41870,2003
8579,NY,960,"Binghamton, NY MSA",53-0000,Transportation and material moving occupations,major,8030,9.8,12.14,25260,2.2,7.16,8.73,11.16,14.24,18.39,14900,18160,23210,29610,38250,2003
8595,NY,1280,"Buffalo-Niagara Falls, NY MSA",11-0000,Management occupations,major,19940,3.2,40.31,83850,1.2,19.06,25.59,35.23,47.91,69.98,39640,53230,73270,99650,145560,2003
8622,NY,1280,"Buffalo-Niagara Falls, NY MSA",13-0000,Business and financial operations occupations,major,17170,3.3,24.57,51110,1.9,12.80,16.63,22.32,29.04,37.45,26620,34590,46440,60410,77900,2003
8646,NY,1280,"Buffalo-Niagara Falls, NY MSA",15-0000,Computer and mathematical occupations,major,8950,8.4,26.20,54500,1.3,14.75,18.71,25.17,32.45,40.06,30670,38910,52350,67490,83320,2003
8658,NY,1280,"Buffalo-Niagara Falls, NY MSA",17-0000,Architecture and engineering occupations,major,8960,7.6,26.10,54280,1.4,14.99,19.50,25.25,32.07,39.24,31170,40560,52530,66710,81630,2003
8682,NY,1280,"Buffalo-Niagara Falls, NY MSA",19-0000,"Life, physical, and social science occupations",major,3910,19.2,25.81,53690,4.2,13.18,17.05,22.68,31.09,41.22,27420,35450,47170,64670,85740,2003
8696,NY,1280,"Buffalo-Niagara Falls, NY MSA",21-0000,Community and social services occupations,major,7740,7.7,16.20,33700,3.2,8.43,11.36,14.93,20.36,26.19,17540,23620,31050,42350,54480,2003
8708,NY,1280,"Buffalo-Niagara Falls, NY MSA",23-0000,Legal occupations,major,4420,6.6,31.05,64590,8.3,12.50,16.40,21.23,36.64,64.03,26000,34100,44160,76200,133180,2003
8716,NY,1280,"Buffalo-Niagara Falls, NY MSA",25-0000,"Education, training, and library occupations",major,41960,2.6,19.54,40630,4.1,7.64,10.10,17.25,27.56,34.66,15890,21020,35890,57320,72080,2003
8742,NY,1280,"Buffalo-Niagara Falls, NY MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,4720,6.3,17.94,37320,4.6,6.39,8.50,14.26,22.43,32.12,13290,17680,29660,46640,66810,2003
8760,NY,1280,"Buffalo-Niagara Falls, NY MSA",29-0000,Healthcare practitioners and technical occupations,major,27250,4.6,25.20,52420,3.6,12.49,15.76,20.60,26.97,42.12,25980,32770,42850,56090,87600,2003
8796,NY,1280,"Buffalo-Niagara Falls, NY MSA",31-0000,Healthcare support occupations,major,15890,4.7,10.95,22780,2.2,7.38,8.87,10.51,12.97,15.50,15340,18450,21870,26980,32240,2003
8810,NY,1280,"Buffalo-Niagara Falls, NY MSA",33-0000,Protective service occupations,major,10290,11.5,16.51,34340,6.5,6.85,8.78,15.39,23.70,26.96,14240,18270,32010,49300,56070,2003
8821,NY,1280,"Buffalo-Niagara Falls, NY MSA",35-0000,Food preparation and serving related occupations,major,42550,2.1,7.90,16430,2.6,5.69,6.16,6.97,8.86,11.27,11830,12810,14500,18430,23440,2003
8837,NY,1280,"Buffalo-Niagara Falls, NY MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,19020,9.4,10.23,21280,2.1,6.18,7.18,8.91,12.13,16.55,12850,14920,18530,25220,34420,2003
8845,NY,1280,"Buffalo-Niagara Falls, NY MSA",39-0000,Personal care and service occupations,major,12030,8.8,8.83,18360,1.7,5.90,6.72,8.21,10.11,12.72,12270,13980,17070,21030,26450,2003
8862,NY,1280,"Buffalo-Niagara Falls, NY MSA",41-0000,Sales and related occupations,major,55340,1.9,13.43,27940,2.3,5.94,6.72,9.01,15.60,25.73,12360,13970,18740,32450,53510,2003
8879,NY,1280,"Buffalo-Niagara Falls, NY MSA",43-0000,Office and administrative support occupations,major,101900,2.0,13.21,27480,0.9,7.46,9.56,12.22,16.04,20.32,15520,19890,25420,33360,42270,2003
8924,NY,1280,"Buffalo-Niagara Falls, NY MSA",45-0000,"Farming, fishing, and forestry occupations",major,250,17.6,11.67,24270,5.2,7.13,8.15,10.43,14.87,18.06,14830,16950,21690,30920,37570,2003
8928,NY,1280,"Buffalo-Niagara Falls, NY MSA",47-0000,Construction and extraction occupations,major,22880,4.5,19.08,39680,2.0,9.75,13.39,18.67,24.10,28.78,20290,27860,38840,50130,59860,2003
8954,NY,1280,"Buffalo-Niagara Falls, NY MSA",49-0000,"Installation, maintenance, and repair occupations",major,23470,4.0,17.53,36450,1.6,8.89,12.14,16.97,21.75,27.78,18500,25240,35300,45250,57770,2003
8980,NY,1280,"Buffalo-Niagara Falls, NY MSA",51-0000,Production occupations,major,49640,3.5,15.87,33000,3.6,7.96,10.25,14.38,21.51,26.10,16550,21310,29920,44750,54280,2003
9052,NY,1280,"Buffalo-Niagara Falls, NY MSA",53-0000,Transportation and material moving occupations,major,32560,4.4,12.99,27010,2.0,7.00,8.47,11.55,16.19,21.80,14550,17620,24030,33680,45340,2003
9073,NY,2281,"Dutchess County, NY PMSA",11-0000,Management occupations,major,4020,4.3,43.77,91030,3.6,20.28,27.79,38.52,56.71,#,42180,57810,80120,117960,#,2003
9093,NY,2281,"Dutchess County, NY PMSA",13-0000,Business and financial operations occupations,major,2840,4.6,28.77,59850,3.7,14.84,19.70,26.35,35.31,45.62,30870,40970,54800,73440,94890,2003
9117,NY,2281,"Dutchess County, NY PMSA",19-0000,"Life, physical, and social science occupations",major,1480,4.4,27.37,56930,3.5,15.54,20.12,25.42,32.19,43.18,32330,41840,52860,66960,89810,2003
9122,NY,2281,"Dutchess County, NY PMSA",21-0000,Community and social services occupations,major,2160,8.4,19.38,40310,3.2,9.97,12.71,18.05,24.62,30.99,20740,26440,37550,51220,64470,2003
9130,NY,2281,"Dutchess County, NY PMSA",23-0000,Legal occupations,major,560,18.9,35.64,74130,5.2,12.91,20.61,33.35,44.47,62.82,26850,42860,69380,92500,130660,2003
9135,NY,2281,"Dutchess County, NY PMSA",25-0000,"Education, training, and library occupations",major,11100,7.0,22.27,46310,3.4,8.46,12.74,20.00,29.25,40.72,17600,26500,41610,60850,84690,2003
9158,NY,2281,"Dutchess County, NY PMSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1160,6.9,19.81,41200,6.5,6.60,9.81,15.44,23.44,36.84,13720,20400,32120,48760,76620,2003
9166,NY,2281,"Dutchess County, NY PMSA",29-0000,Healthcare practitioners and technical occupations,major,5780,10.3,27.07,56300,2.8,12.59,16.61,22.73,30.09,48.48,26190,34560,47280,62580,100830,2003
9192,NY,2281,"Dutchess County, NY PMSA",31-0000,Healthcare support occupations,major,4650,7.7,12.26,25500,3.5,8.21,9.73,12.07,14.78,16.81,17070,20230,25110,30730,34960,2003
9201,NY,2281,"Dutchess County, NY PMSA",33-0000,Protective service occupations,major,3730,3.9,19.67,40910,4.2,9.62,16.59,20.21,24.29,27.18,20010,34500,42030,50530,56530,2003
9210,NY,2281,"Dutchess County, NY PMSA",35-0000,Food preparation and serving related occupations,major,8050,3.5,9.11,18940,2.4,5.87,6.60,8.13,10.67,13.61,12200,13720,16900,22200,28310,2003
9226,NY,2281,"Dutchess County, NY PMSA",37-0000,Building and grounds cleaning and maintenance occupations,major,4360,5.9,11.55,24030,2.1,6.82,8.32,10.78,13.82,17.23,14180,17310,22420,28740,35840,2003
9233,NY,2281,"Dutchess County, NY PMSA",39-0000,Personal care and service occupations,major,3210,7.2,10.37,21570,2.8,6.31,7.38,9.22,11.46,16.20,13130,15350,19170,23850,33700,2003
9245,NY,2281,"Dutchess County, NY PMSA",41-0000,Sales and related occupations,major,10690,3.2,14.28,29690,3.0,6.40,7.57,9.64,15.96,26.38,13320,15740,20050,33200,54880,2003
9260,NY,2281,"Dutchess County, NY PMSA",43-0000,Office and administrative support occupations,major,19140,2.9,13.53,28140,1.5,7.56,9.80,12.63,16.59,20.80,15710,20380,26260,34510,43270,2003
9299,NY,2281,"Dutchess County, NY PMSA",45-0000,"Farming, fishing, and forestry occupations",major,150,16.8,9.91,20600,3.7,7.06,7.63,8.56,11.10,15.30,14680,15880,17810,23080,31830,2003
9302,NY,2281,"Dutchess County, NY PMSA",47-0000,Construction and extraction occupations,major,4690,5.2,20.47,42570,2.7,11.76,14.72,19.25,24.94,31.16,24460,30610,40030,51870,64800,2003
9316,NY,2281,"Dutchess County, NY PMSA",49-0000,"Installation, maintenance, and repair occupations",major,4490,9.5,18.65,38780,4.0,9.25,12.47,17.83,23.73,30.46,19240,25940,37080,49360,63350,2003
9332,NY,2281,"Dutchess County, NY PMSA",51-0000,Production occupations,major,6550,15.0,15.34,31910,4.4,7.98,10.10,14.32,19.85,24.56,16590,21020,29790,41300,51080,2003
9359,NY,2281,"Dutchess County, NY PMSA",53-0000,Transportation and material moving occupations,major,5940,9.5,13.72,28530,3.8,7.51,9.49,12.06,16.08,20.94,15630,19750,25080,33450,43550,2003
9373,NY,2335,"Elmira, NY MSA",11-0000,Management occupations,major,1370,8.0,39.48,82130,4.1,16.66,24.89,33.79,48.79,#,34650,51780,70280,101490,#,2003
9386,NY,2335,"Elmira, NY MSA",13-0000,Business and financial operations occupations,major,950,10.3,21.14,43960,4.0,8.44,13.84,20.30,26.82,34.69,17550,28800,42220,55780,72150,2003
9393,NY,2335,"Elmira, NY MSA",15-0000,Computer and mathematical occupations,major,360,14.6,23.67,49220,5.1,14.20,16.45,21.39,29.00,37.51,29530,34210,44500,60310,78030,2003
9396,NY,2335,"Elmira, NY MSA",17-0000,Architecture and engineering occupations,major,700,20.0,25.78,53630,9.3,13.67,16.80,22.96,32.71,43.74,28440,34940,47750,68030,90970,2003
9402,NY,2335,"Elmira, NY MSA",19-0000,"Life, physical, and social science occupations",major,**,**,23.81,49520,6.1,11.05,14.43,21.64,30.41,38.61,22990,30020,45020,63240,80310,2003
9404,NY,2335,"Elmira, NY MSA",21-0000,Community and social services occupations,major,710,11.9,15.88,33030,5.9,8.71,10.80,14.20,20.44,26.19,18110,22470,29530,42510,54480,2003
9412,NY,2335,"Elmira, NY MSA",23-0000,Legal occupations,major,160,11.6,34.69,72160,7.0,14.54,18.14,30.57,43.82,63.79,30240,37730,63590,91150,132680,2003
9415,NY,2335,"Elmira, NY MSA",25-0000,"Education, training, and library occupations",major,2880,9.9,17.92,37280,6.9,6.59,8.46,16.57,23.79,32.41,13710,17590,34470,49490,67410,2003
9424,NY,2335,"Elmira, NY MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,360,18.3,15.79,32840,10.4,6.87,8.66,11.93,19.43,30.93,14290,18020,24810,40420,64330,2003
9429,NY,2335,"Elmira, NY MSA",29-0000,Healthcare practitioners and technical occupations,major,2380,27.6,24.54,51050,6.0,11.72,15.27,20.01,24.57,34.29,24370,31760,41620,51110,71330,2003
9442,NY,2335,"Elmira, NY MSA",31-0000,Healthcare support occupations,major,1290,20.7,10.80,22470,4.0,7.52,8.30,9.96,13.00,16.08,15650,17270,20720,27050,33440,2003
9448,NY,2335,"Elmira, NY MSA",33-0000,Protective service occupations,major,1540,19.2,22.10,45970,3.6,12.28,18.92,23.30,26.18,28.71,25540,39350,48470,54450,59720,2003
9451,NY,2335,"Elmira, NY MSA",35-0000,Food preparation and serving related occupations,major,3330,5.9,7.95,16540,1.8,5.67,6.16,7.00,8.90,11.47,11790,12820,14560,18520,23850,2003
9466,NY,2335,"Elmira, NY MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,1080,8.5,9.60,19970,3.2,5.93,6.74,8.56,11.58,15.25,12340,14020,17810,24080,31720,2003
9471,NY,2335,"Elmira, NY MSA",39-0000,Personal care and service occupations,major,810,13.6,9.88,20550,5.1,5.91,6.68,8.21,10.74,16.82,12290,13900,17070,22330,34990,2003
9479,NY,2335,"Elmira, NY MSA",41-0000,Sales and related occupations,major,4590,4.3,11.61,24140,3.5,5.81,6.39,7.84,12.90,21.42,12080,13280,16310,26830,44560,2003
9490,NY,2335,"Elmira, NY MSA",43-0000,Office and administrative support occupations,major,6520,5.3,12.68,26370,2.1,7.29,8.89,11.66,15.52,19.72,15160,18480,24240,32290,41010,2003
9516,NY,2335,"Elmira, NY MSA",45-0000,"Farming, fishing, and forestry occupations",major,**,**,9.74,20250,9.5,5.83,6.53,7.93,11.60,15.79,12120,13580,16500,24130,32840,2003
9517,NY,2335,"Elmira, NY MSA",47-0000,Construction and extraction occupations,major,1680,15.3,17.61,36630,3.0,9.64,12.26,16.44,21.53,27.60,20040,25510,34200,44780,57410,2003
9527,NY,2335,"Elmira, NY MSA",49-0000,"Installation, maintenance, and repair occupations",major,1790,7.3,15.97,33220,2.2,8.89,11.76,15.57,19.15,23.68,18490,24460,32390,39820,49260,2003
9537,NY,2335,"Elmira, NY MSA",51-0000,Production occupations,major,3740,11.5,14.29,29720,2.7,8.17,10.56,14.02,17.56,20.78,17000,21970,29170,36520,43230,2003
9553,NY,2335,"Elmira, NY MSA",53-0000,Transportation and material moving occupations,major,2800,6.1,12.22,25420,3.2,7.18,8.64,10.73,14.19,19.46,14940,17970,22320,29520,40480,2003
9565,NY,2975,"Glens Falls, NY MSA",11-0000,Management occupations,major,1480,4.8,35.60,74050,2.3,17.25,22.34,29.87,42.45,58.76,35890,46460,62140,88290,122230,2003
9578,NY,2975,"Glens Falls, NY MSA",13-0000,Business and financial operations occupations,major,920,5.1,23.52,48920,3.5,12.58,16.13,21.05,27.78,35.93,26170,33550,43770,57780,74720,2003
9585,NY,2975,"Glens Falls, NY MSA",15-0000,Computer and mathematical occupations,major,220,11.9,21.44,44600,2.3,12.95,15.60,20.15,25.53,31.65,26930,32450,41910,53100,65840,2003
9589,NY,2975,"Glens Falls, NY MSA",17-0000,Architecture and engineering occupations,major,440,7.8,27.05,56260,4.2,14.59,19.15,25.27,32.98,41.89,30340,39830,52560,68610,87130,2003
9593,NY,2975,"Glens Falls, NY MSA",19-0000,"Life, physical, and social science occupations",major,200,10.2,24.03,49980,4.0,14.35,17.38,22.70,29.02,36.18,29840,36150,47220,60350,75260,2003
9595,NY,2975,"Glens Falls, NY MSA",21-0000,Community and social services occupations,major,700,7.7,17.03,35430,3.7,9.95,12.46,16.03,21.01,26.54,20690,25920,33340,43700,55200,2003
9601,NY,2975,"Glens Falls, NY MSA",25-0000,"Education, training, and library occupations",major,4500,6.5,18.20,37860,2.6,6.73,10.47,17.80,24.66,31.17,14000,21780,37020,51280,64840,2003
9616,NY,2975,"Glens Falls, NY MSA",27-0000,"Arts, design, entertainment, sports, and media occupations",major,330,13.9,13.80,28710,7.0,5.86,6.71,11.06,16.44,27.71,12190,13950,23010,34200,57630,2003
9619,NY,2975,"Glens Falls, NY MSA",29-0000,Healthcare practitioners and technical occupations,major,2680,7.1,23.41,48690,3.7,11.63,13.92,18.92,25.29,37.37,24200,28950,39360,52600,77720,2003
9631,NY,2975,"Glens Falls, NY MSA",31-0000,Healthcare support occupations,major,1890,8.4,11.05,22990,2.8,7.60,8.79,10.46,13.03,15.95,15820,18290,21750,27100,33170,2003
9638,NY,2975,"Glens Falls, NY MSA",33-0000,Protective service occupations,major,1610,5.9,18.36,38180,11.6,7.44,11.47,20.47,24.47,26.64,15480,23870,42570,50900,55400,2003
9643,NY,2975,"Glens Falls, NY MSA",35-0000,Food preparation and serving related occupations,major,4680,5.7,8.15,16940,1.5,5.77,6.28,7.18,9.03,11.79,11990,13060,14930,18770,24520,2003
9659,NY,2975,"Glens Falls, NY MSA",37-0000,Building and grounds cleaning and maintenance occupations,major,2050,5.0,10.09,20980,2.3,6.41,7.48,8.99,11.27,15.80,13330,15560,18700,23430,32860,2003
9665,NY,2975,"Glens Falls, NY MSA",39-0000,Personal care and service occupations,major,1420,20.5,8.76,18220,2.2,5.81,6.51,8.08,10.30,12.83,12080,13540,16810,21420,26700,2003
9673,NY,2975,"Glens Falls, NY MSA",41-0000,Sales and related occupations,major,5280,3.3,12.06,25070,3.0,5.97,6.81,8.62,13.28,21.72,12410,14150,17940,27610,45180,2003
9685,NY,2975,"Glens Falls, NY MSA",43-0000,Office and administrative support occupations,major,8370,3.4,12.30,25580,1.8,7.32,8.89,11.23,14.44,18.91,15230,18490,23360,30040,39330,2003
