CBSA Code,CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
18300,"Coos Bay, OR",Coos County,Oregon,41,11
18380,"Cordele, GA",Crisp County,Georgia,13,81
18420,"Corinth, MS",Alcorn County,Mississippi,28,3
18460,"Cornelia, GA",Habersham County,Georgia,13,137
18500,"Corning, NY",Steuben County,New York,36,101
18580,"Corpus Christi, TX",Aransas County,Texas,48,7
18580,"Corpus Christi, TX",Nueces County,Texas,48,355
18580,"Corpus Christi, TX",San Patricio County,Texas,48,409
18620,"Corsicana, TX",Navarro County,Texas,48,349
18660,"Cortland, NY",Cortland County,New York,36,23
18700,"Corvallis, OR",Benton County,Oregon,41,3
18740,"Coshocton, OH",Coshocton County,Ohio,39,31
18780,"Craig, CO",Moffat County,Colorado,8,81
18820,"Crawfordsville, IN",Montgomery County,Indiana,18,107
18860,"Crescent City, CA",Del Norte County,California,6,15
18880,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,Florida,12,91
18880,"Crestview-Fort Walton Beach-Destin, FL",Walton County,Florida,12,131
18900,"Crossville, TN",Cumberland County,Tennessee,47,35
18980,"Cullman, AL",Cullman County,Alabama,1,43
19000,"Cullowhee, NC",Jackson County,North Carolina,37,99
19060,"Cumberland, MD-WV",Allegany County,Maryland,24,1
19060,"Cumberland, MD-WV",Mineral County,West Virginia,54,57
19124,"Dallas-Plano-Irving, TX",Collin County,Texas,48,85
19124,"Dallas-Plano-Irving, TX",Dallas County,Texas,48,113
19124,"Dallas-Plano-Irving, TX",Denton County,Texas,48,121
19124,"Dallas-Plano-Irving, TX",Ellis County,Texas,48,139
19124,"Dallas-Plano-Irving, TX",Hunt County,Texas,48,231
19124,"Dallas-Plano-Irving, TX",Kaufman County,Texas,48,257
19124,"Dallas-Plano-Irving, TX",Rockwall County,Texas,48,397
23104,"Fort Worth-Arlington, TX",Hood County,Texas,48,221
23104,"Fort Worth-Arlington, TX",Johnson County,Texas,48,251
23104,"Fort Worth-Arlington, TX",Parker County,Texas,48,367
23104,"Fort Worth-Arlington, TX",Somervell County,Texas,48,425
23104,"Fort Worth-Arlington, TX",Tarrant County,Texas,48,439
23104,"Fort Worth-Arlington, TX",Wise County,Texas,48,497
19140,"Dalton, GA",Murray County,Georgia,13,213
19140,"Dalton, GA",Whitfield County,Georgia,13,313
19180,"Danville, IL",Vermilion County,Illinois,17,183
19220,"Danville, KY",Boyle County,Kentucky,21,21
19220,"Danville, KY",Lincoln County,Kentucky,21,137
19260,"Danville, VA",Pittsylvania County,Virginia,51,143
19260,"Danville, VA",Danville city,Virginia,51,590
19300,"Daphne-Fairhope-Foley, AL",Baldwin County,Alabama,1,3
19340,"Davenport-Moline-Rock Island, IA-IL",Henry County,Illinois,17,73
19340,"Davenport-Moline-Rock Island, IA-IL",Mercer County,Illinois,17,131
19340,"Davenport-Moline-Rock Island, IA-IL",Rock Island County,Illinois,17,161
19340,"Davenport-Moline-Rock Island, IA-IL",Scott County,Iowa,19,163
19380,"Dayton, OH",Greene County,Ohio,39,57
19380,"Dayton, OH",Miami County,Ohio,39,109
19380,"Dayton, OH",Montgomery County,Ohio,39,113
19420,"Dayton, TN",Rhea County,Tennessee,47,143
19460,"Decatur, AL",Lawrence County,Alabama,1,79
19460,"Decatur, AL",Morgan County,Alabama,1,103
19500,"Decatur, IL",Macon County,Illinois,17,115
19540,"Decatur, IN",Adams County,Indiana,18,1
19580,"Defiance, OH",Defiance County,Ohio,39,39
19620,"Del Rio, TX",Val Verde County,Texas,48,465
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Flagler County,Florida,12,35
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,Florida,12,127
19700,"Deming, NM",Luna County,New Mexico,35,29
19740,"Denver-Aurora-Lakewood, CO",Adams County,Colorado,8,1
19740,"Denver-Aurora-Lakewood, CO",Arapahoe County,Colorado,8,5
19740,"Denver-Aurora-Lakewood, CO",Broomfield County,Colorado,8,14
19740,"Denver-Aurora-Lakewood, CO",Clear Creek County,Colorado,8,19
19740,"Denver-Aurora-Lakewood, CO",Denver County,Colorado,8,31
19740,"Denver-Aurora-Lakewood, CO",Douglas County,Colorado,8,35
19740,"Denver-Aurora-Lakewood, CO",Elbert County,Colorado,8,39
19740,"Denver-Aurora-Lakewood, CO",Gilpin County,Colorado,8,47
19740,"Denver-Aurora-Lakewood, CO",Jefferson County,Colorado,8,59
19740,"Denver-Aurora-Lakewood, CO",Park County,Colorado,8,93
19760,"DeRidder, LA",Beauregard Parish,Louisiana,22,11
19780,"Des Moines-West Des Moines, IA",Dallas County,Iowa,19,49
19780,"Des Moines-West Des Moines, IA",Guthrie County,Iowa,19,77
19780,"Des Moines-West Des Moines, IA",Madison County,Iowa,19,121
19780,"Des Moines-West Des Moines, IA",Polk County,Iowa,19,153
19780,"Des Moines-West Des Moines, IA",Warren County,Iowa,19,181
19804,"Detroit-Dearborn-Livonia, M",Wayne County,Michigan,26,163
47664,"Warren-Troy-Farmington Hills, MI",Lapeer County,Michigan,26,87
47664,"Warren-Troy-Farmington Hills, MI",Livingston County,Michigan,26,93
47664,"Warren-Troy-Farmington Hills, MI",Macomb County,Michigan,26,99
47664,"Warren-Troy-Farmington Hills, MI",Oakland County,Michigan,26,125
47664,"Warren-Troy-Farmington Hills, MI",St. Clair County,Michigan,26,147
19860,"Dickinson, ND",Stark County,North Dakota,38,89
19940,"Dixon, IL",Lee County,Illinois,17,103
19980,"Dodge City, KS",Ford County,Kansas,20,57
20020,"Dothan, AL",Geneva County,Alabama,1,61
20020,"Dothan, AL",Henry County,Alabama,1,67
20020,"Dothan, AL",Houston County,Alabama,1,69
20060,"Douglas, GA",Coffee County,Georgia,13,69
20100,"Dover, DE",Kent County,Delaware,10,1
20140,"Dublin, GA",Johnson County,Georgia,13,167
20140,"Dublin, GA",Laurens County,Georgia,13,175
20180,"DuBois, PA",Clearfield County,Pennsylvania,42,33
20220,"Dubuque, IA",Dubuque County,Iowa,19,61
20260,"Duluth, MN-WI",Carlton County,Minnesota,27,17
20260,"Duluth, MN-WI",St. Louis County,Minnesota,27,137
20260,"Duluth, MN-WI",Douglas County,Wisconsin,55,31
20300,"Dumas, TX",Moore County,Texas,48,341
20340,"Duncan, OK",Stephens County,Oklahoma,40,137
20380,"Dunn, NC",Harnett County,North Carolina,37,85
20420,"Durango, CO",La Plata County,Colorado,8,67
20460,"Durant, OK",Bryan County,Oklahoma,40,13
20500,"Durham-Chapel Hill, NC",Chatham County,North Carolina,37,37
20500,"Durham-Chapel Hill, NC",Durham County,North Carolina,37,63
20500,"Durham-Chapel Hill, NC",Orange County,North Carolina,37,135
20500,"Durham-Chapel Hill, NC",Person County,North Carolina,37,145
20540,"Dyersburg, TN",Dyer County,Tennessee,47,45
20580,"Eagle Pass, TX",Maverick County,Texas,48,323
20660,"Easton, MD",Talbot County,Maryland,24,41
20700,"East Stroudsburg, PA",Monroe County,Pennsylvania,42,89
20740,"Eau Claire, WI",Chippewa County,Wisconsin,55,17
20740,"Eau Claire, WI",Eau Claire County,Wisconsin,55,35
20780,"Edwards, CO",Eagle County,Colorado,8,37
20820,"Effingham, IL",Effingham County,Illinois,17,49
20900,"El Campo, TX",Wharton County,Texas,48,481
20940,"El Centro, CA",Imperial County,California,6,25
20980,"El Dorado, AR",Union County,Arkansas,5,139
21020,"Elizabeth City, NC",Camden County,North Carolina,37,29
21020,"Elizabeth City, NC",Pasquotank County,North Carolina,37,139
21020,"Elizabeth City, NC",Perquimans County,North Carolina,37,143
21060,"Elizabethtown-Fort Knox, KY",Hardin County,Kentucky,21,93
21060,"Elizabethtown-Fort Knox, KY",Larue County,Kentucky,21,123
21060,"Elizabethtown-Fort Knox, KY",Meade County,Kentucky,21,163
21120,"Elk City, OK",Beckham County,Oklahoma,40,9
21140,"Elkhart-Goshen, IN",Elkhart County,Indiana,18,39
21180,"Elkins, WV",Randolph County,West Virginia,54,83
21220,"Elko, NV",Elko County,Nevada,32,7
21220,"Elko, NV",Eureka County,Nevada,32,11
21260,"Ellensburg, WA",Kittitas County,Washington,53,37
21300,"Elmira, NY",Chemung County,New York,36,15
21340,"El Paso, TX",El Paso County,Texas,48,141
21340,"El Paso, TX",Hudspeth County,Texas,48,229
21380,"Emporia, KS",Lyon County,Kansas,20,111
21420,"Enid, OK",Garfield County,Oklahoma,40,47
21460,"Enterprise, AL",Coffee County,Alabama,1,31
21500,"Erie, PA",Erie County,Pennsylvania,42,49
21540,"Escanaba, MI",Delta County,Michigan,26,41
21580,"Espa§ola, NM",Rio Arriba County,New Mexico,35,39
21660,"Eugene, OR",Lane County,Oregon,41,39
21700,"Eureka-Arcata-Fortuna, CA",Humboldt County,California,6,23
21740,"Evanston, WY",Uinta County,Wyoming,56,41
21780,"Evansville, IN-KY",Posey County,Indiana,18,129
21780,"Evansville, IN-KY",Vanderburgh County,Indiana,18,163
21780,"Evansville, IN-KY",Warrick County,Indiana,18,173
21780,"Evansville, IN-KY",Henderson County,Kentucky,21,101
21820,"Fairbanks, AK",Fairbanks North Star Borough,Alaska,2,90
21840,"Fairfield, IA",Jefferson County,Iowa,19,101
21900,"Fairmont, WV",Marion County,West Virginia,54,49
21980,"Fallon, NV",Churchill County,Nevada,32,1
22020,"Fargo, ND-MN",Clay County,Minnesota,27,27
22020,"Fargo, ND-MN",Cass County,North Dakota,38,17
22060,"Faribault-Northfield, MN",Rice County,Minnesota,27,131
22100,"Farmington, MO",St. Francois County,Missouri,29,187
22140,"Farmington, NM",San Juan County,New Mexico,35,45
22180,"Fayetteville, NC",Cumberland County,North Carolina,37,51
22180,"Fayetteville, NC",Hoke County,North Carolina,37,93
22220,"Fayetteville-Springdale-Rogers, AR-MO",Benton County,Arkansas,5,7
22220,"Fayetteville-Springdale-Rogers, AR-MO",Madison County,Arkansas,5,87
22220,"Fayetteville-Springdale-Rogers, AR-MO",Washington County,Arkansas,5,143
22220,"Fayetteville-Springdale-Rogers, AR-MO",McDonald County,Missouri,29,119
22260,"Fergus Falls, MN",Otter Tail County,Minnesota,27,111
22280,"Fernley, NV",Lyon County,Nevada,32,19
22300,"Findlay, OH",Hancock County,Ohio,39,63
22340,"Fitzgerald, GA",Ben Hill County,Georgia,13,17
22380,"Flagstaff, AZ",Coconino County,Arizona,4,5
22420,"Flint, MI",Genesee County,Michigan,26,49
22500,"Florence, SC",Darlington County,South Carolina,45,31
22500,"Florence, SC",Florence County,South Carolina,45,41
22520,"Florence-Muscle Shoals, AL",Colbert County,Alabama,1,33
22520,"Florence-Muscle Shoals, AL",Lauderdale County,Alabama,1,77
22540,"Fond du Lac, WI",Fond du Lac County,Wisconsin,55,39
22580,"Forest City, NC",Rutherford County,North Carolina,37,161
22620,"Forrest City, AR",St. Francis County,Arkansas,5,123
22660,"Fort Collins, CO",Larimer County,Colorado,8,69
22700,"Fort Dodge, IA",Webster County,Iowa,19,187
22780,"Fort Leonard Wood, MO",Pulaski County,Missouri,29,169
22800,"Fort Madison-Keokuk, IA-IL-MO",Hancock County,Illinois,17,67
22800,"Fort Madison-Keokuk, IA-IL-MO",Lee County,Iowa,19,111
22800,"Fort Madison-Keokuk, IA-IL-MO",Clark County,Missouri,29,45
22820,"Fort Morgan, CO",Morgan County,Colorado,8,87
22860,"Fort Polk South, LA",Vernon Parish,Louisiana,22,115
22900,"Fort Smith, AR-OK",Crawford County,Arkansas,5,33
22900,"Fort Smith, AR-OK",Sebastian County,Arkansas,5,131
22900,"Fort Smith, AR-OK",Le Flore County,Oklahoma,40,79
22900,"Fort Smith, AR-OK",Sequoyah County,Oklahoma,40,135
23060,"Fort Wayne, IN",Allen County,Indiana,18,3
23060,"Fort Wayne, IN",Wells County,Indiana,18,179
23060,"Fort Wayne, IN",Whitley County,Indiana,18,183
23140,"Frankfort, IN",Clinton County,Indiana,18,23
23180,"Frankfort, KY",Anderson County,Kentucky,21,5
23180,"Frankfort, KY",Franklin County,Kentucky,21,73
23240,"Fredericksburg, TX",Gillespie County,Texas,48,171
23300,"Freeport, IL",Stephenson County,Illinois,17,177
23340,"Fremont, NE",Dodge County,Nebraska,31,53
23380,"Fremont, OH",Sandusky County,Ohio,39,143
23420,"Fresno, CA",Fresno County,California,6,19
23460,"Gadsden, AL",Etowah County,Alabama,1,55
23500,"Gaffney, SC",Cherokee County,South Carolina,45,21
23540,"Gainesville, FL",Alachua County,Florida,12,1
23540,"Gainesville, FL",Gilchrist County,Florida,12,41
23580,"Gainesville, GA",Hall County,Georgia,13,139
23620,"Gainesville, TX",Cooke County,Texas,48,97
23660,"Galesburg, IL",Knox County,Illinois,17,95
23700,"Gallup, NM",McKinley County,New Mexico,35,31
23780,"Garden City, KS",Finney County,Kansas,20,55
23780,"Garden City, KS",Kearny County,Kansas,20,93
23820,"Gardnerville Ranchos, NV",Douglas County,Nevada,32,5
23860,"Georgetown, SC",Georgetown County,South Carolina,45,43
23900,"Gettysburg, PA",Adams County,Pennsylvania,42,1
23940,"Gillette, WY",Campbell County,Wyoming,56,5
23980,"Glasgow, KY",Barren County,Kentucky,21,9
23980,"Glasgow, KY",Metcalfe County,Kentucky,21,169
24020,"Glens Falls, NY",Warren County,New York,36,113
24020,"Glens Falls, NY",Washington County,New York,36,115
24060,"Glenwood Springs, CO",Garfield County,Colorado,8,45
24060,"Glenwood Springs, CO",Pitkin County,Colorado,8,97
24100,"Gloversville, NY",Fulton County,New York,36,35
24140,"Goldsboro, NC",Wayne County,North Carolina,37,191
24220,"Grand Forks, ND-MN",Polk County,Minnesota,27,119
24220,"Grand Forks, ND-MN",Grand Forks County,North Dakota,38,35
24260,"Grand Island, NE",Hall County,Nebraska,31,79
24260,"Grand Island, NE",Hamilton County,Nebraska,31,81
24260,"Grand Island, NE",Howard County,Nebraska,31,93
24260,"Grand Island, NE",Merrick County,Nebraska,31,121
24300,"Grand Junction, CO",Mesa County,Colorado,8,77
24340,"Grand Rapids-Wyoming, MI",Barry County,Michigan,26,15
24340,"Grand Rapids-Wyoming, MI",Kent County,Michigan,26,81
24340,"Grand Rapids-Wyoming, MI",Montcalm County,Michigan,26,117
24340,"Grand Rapids-Wyoming, MI",Ottawa County,Michigan,26,139
24380,"Grants, NM",Cibola County,New Mexico,35,6
24420,"Grants Pass, OR",Josephine County,Oregon,41,33
24460,"Great Bend, KS",Barton County,Kansas,20,9
24500,"Great Falls, MT",Cascade County,Montana,30,13
24540,"Greeley, CO",Weld County,Colorado,8,123
24580,"Green Bay, WI",Brown County,Wisconsin,55,9
24580,"Green Bay, WI",Kewaunee County,Wisconsin,55,61
24580,"Green Bay, WI",Oconto County,Wisconsin,55,83
24620,"Greeneville, TN",Greene County,Tennessee,47,59
24640,"Greenfield Town, MA",Franklin County,Massachusetts,25,11
24660,"Greensboro-High Point, NC",Guilford County,North Carolina,37,81
24660,"Greensboro-High Point, NC",Randolph County,North Carolina,37,151
24660,"Greensboro-High Point, NC",Rockingham County,North Carolina,37,157
24700,"Greensburg, IN",Decatur County,Indiana,18,31
24740,"Greenville, MS",Washington County,Mississippi,28,151
24780,"Greenville, NC",Pitt County,North Carolina,37,147
24820,"Greenville, OH",Darke County,Ohio,39,37
24860,"Greenville-Anderson-Mauldin, SC",Anderson County,South Carolina,45,7
24860,"Greenville-Anderson-Mauldin, SC",Greenville County,South Carolina,45,45
24860,"Greenville-Anderson-Mauldin, SC",Laurens County,South Carolina,45,59
24860,"Greenville-Anderson-Mauldin, SC",Pickens County,South Carolina,45,77
24900,"Greenwood, MS",Carroll County,Mississippi,28,15
24900,"Greenwood, MS",Leflore County,Mississippi,28,83
24940,"Greenwood, SC",Abbeville County,South Carolina,45,1
24940,"Greenwood, SC",Greenwood County,South Carolina,45,47
24980,"Grenada, MS",Grenada County,Mississippi,28,43
25020,"Guayama, PR",Arroyo Municipio,Puerto Rico,72,15
25020,"Guayama, PR",Guayama Municipio,Puerto Rico,72,57
25020,"Guayama, PR",Patillas Municipio,Puerto Rico,72,109
25060,"Gulfport-Biloxi-Pascagoula, MS",Hancock County,Mississippi,28,45
25060,"Gulfport-Biloxi-Pascagoula, MS",Harrison County,Mississippi,28,47
25060,"Gulfport-Biloxi-Pascagoula, MS",Jackson County,Mississippi,28,59
25100,"Guymon, OK",Texas County,Oklahoma,40,139
25180,"Hagerstown-Martinsburg, MD-WV",Washington County,Maryland,24,43
25180,"Hagerstown-Martinsburg, MD-WV",Berkeley County,West Virginia,54,3
25200,"Hailey, ID",Blaine County,Idaho,16,13
25200,"Hailey, ID",Camas County,Idaho,16,25
25200,"Hailey, ID",Lincoln County,Idaho,16,63
25220,"Hammond, LA",Tangipahoa Parish,Louisiana,22,105
25260,"Hanford-Corcoran, CA",Kings County,California,6,31
25300,"Hannibal, MO",Marion County,Missouri,29,127
25300,"Hannibal, MO",Ralls County,Missouri,29,173
25420,"Harrisburg-Carlisle, PA",Cumberland County,Pennsylvania,42,41
25420,"Harrisburg-Carlisle, PA",Dauphin County,Pennsylvania,42,43
25420,"Harrisburg-Carlisle, PA",Perry County,Pennsylvania,42,99
25460,"Harrison, AR",Boone County,Arkansas,5,9
25460,"Harrison, AR",Newton County,Arkansas,5,101
25500,"Harrisonburg, VA",Rockingham County,Virginia,51,165
25500,"Harrisonburg, VA",Harrisonburg city,Virginia,51,660
25540,"Hartford-West Hartford-East Hartford, CT",Hartford County,Connecticut,9,3
25540,"Hartford-West Hartford-East Hartford, CT",Middlesex County,Connecticut,9,7
25540,"Hartford-West Hartford-East Hartford, CT",Tolland County,Connecticut,9,13
25580,"Hastings, NE",Adams County,Nebraska,31,1
25620,"Hattiesburg, MS",Forrest County,Mississippi,28,35
25620,"Hattiesburg, MS",Lamar County,Mississippi,28,73
25620,"Hattiesburg, MS",Perry County,Mississippi,28,111
25700,"Hays, KS",Ellis County,Kansas,20,51
25720,"Heber, UT",Wasatch County,Utah,49,51
25740,"Helena, MT",Jefferson County,Montana,30,43
25740,"Helena, MT",Lewis and Clark County,Montana,30,49
25760,"Helena-West Helena, AR",Phillips County,Arkansas,5,107
25780,"Henderson, NC",Vance County,North Carolina,37,181
25820,"Hereford, TX",Deaf Smith County,Texas,48,117
25840,"Hermiston-Pendleton, OR",Morrow County,Oregon,41,49
25840,"Hermiston-Pendleton, OR",Umatilla County,Oregon,41,59
25860,"Hickory-Lenoir-Morganton, NC",Alexander County,North Carolina,37,3
25860,"Hickory-Lenoir-Morganton, NC",Burke County,North Carolina,37,23
25860,"Hickory-Lenoir-Morganton, NC",Caldwell County,North Carolina,37,27
25860,"Hickory-Lenoir-Morganton, NC",Catawba County,North Carolina,37,35
25880,"Hillsdale, MI",Hillsdale County,Michigan,26,59
25900,"Hilo, HI",Hawaii County,Hawaii,15,1
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Beaufort County,South Carolina,45,13
25940,"Hilton Head Island-Bluffton-Beaufort, SC",Jasper County,South Carolina,45,53
25980,"Hinesville, GA",Liberty County,Georgia,13,179
25980,"Hinesville, GA",Long County,Georgia,13,183
26020,"Hobbs, NM",Lea County,New Mexico,35,25
26090,"Holland, MI",Allegan County,Michigan,26,5
26140,"Homosassa Springs, FL",Citrus County,Florida,12,17
26220,"Hood River, OR",Hood River County,Oregon,41,27
26300,"Hot Springs, AR",Garland County,Arkansas,5,51
26340,"Houghton, MI",Houghton County,Michigan,26,61
26340,"Houghton, MI",Keweenaw County,Michigan,26,83
26380,"Houma-Thibodaux, LA",Lafourche Parish,Louisiana,22,57
26380,"Houma-Thibodaux, LA",Terrebonne Parish,Louisiana,22,109
26420,"Houston-The Woodlands-Sugar Land, TX",Austin County,Texas,48,15
26420,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,Texas,48,39
26420,"Houston-The Woodlands-Sugar Land, TX",Chambers County,Texas,48,71
26420,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,Texas,48,157
26420,"Houston-The Woodlands-Sugar Land, TX",Galveston County,Texas,48,167
26420,"Houston-The Woodlands-Sugar Land, TX",Harris County,Texas,48,201
26420,"Houston-The Woodlands-Sugar Land, TX",Liberty County,Texas,48,291
26420,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,Texas,48,339
26420,"Houston-The Woodlands-Sugar Land, TX",Waller County,Texas,48,473
26460,"Hudson, NY",Columbia County,New York,36,21
26500,"Huntingdon, PA",Huntingdon County,Pennsylvania,42,61
26540,"Huntington, IN",Huntington County,Indiana,18,69
26580,"Huntington-Ashland, WV-KY-OH",Boyd County,Kentucky,21,19
26580,"Huntington-Ashland, WV-KY-OH",Greenup County,Kentucky,21,89
26580,"Huntington-Ashland, WV-KY-OH",Lawrence County,Ohio,39,87
26580,"Huntington-Ashland, WV-KY-OH",Cabell County,West Virginia,54,11
26580,"Huntington-Ashland, WV-KY-OH",Lincoln County,West Virginia,54,43
26580,"Huntington-Ashland, WV-KY-OH",Putnam County,West Virginia,54,79
26580,"Huntington-Ashland, WV-KY-OH",Wayne County,West Virginia,54,99
26620,"Huntsville, AL",Limestone County,Alabama,1,83
26620,"Huntsville, AL",Madison County,Alabama,1,89
26660,"Huntsville, TX",Trinity County,Texas,48,455
26660,"Huntsville, TX",Walker County,Texas,48,471
26700,"Huron, SD",Beadle County,South Dakota,46,5
26740,"Hutchinson, KS",Reno County,Kansas,20,155
26780,"Hutchinson, MN",McLeod County,Minnesota,27,85
26820,"Idaho Falls, ID",Bonneville County,Idaho,16,19
26820,"Idaho Falls, ID",Butte County,Idaho,16,23
26820,"Idaho Falls, ID",Jefferson County,Idaho,16,51
26860,"Indiana, PA",Indiana County,Pennsylvania,42,63
26900,"Indianapolis-Carmel-Anderson, IN",Boone County,Indiana,18,11
26900,"Indianapolis-Carmel-Anderson, IN",Brown County,Indiana,18,13
26900,"Indianapolis-Carmel-Anderson, IN",Hamilton County,Indiana,18,57
26900,"Indianapolis-Carmel-Anderson, IN",Hancock County,Indiana,18,59
26900,"Indianapolis-Carmel-Anderson, IN",Hendricks County,Indiana,18,63
26900,"Indianapolis-Carmel-Anderson, IN",Johnson County,Indiana,18,81
26900,"Indianapolis-Carmel-Anderson, IN",Madison County,Indiana,18,95
26900,"Indianapolis-Carmel-Anderson, IN",Marion County,Indiana,18,97
26900,"Indianapolis-Carmel-Anderson, IN",Morgan County,Indiana,18,109
26900,"Indianapolis-Carmel-Anderson, IN",Putnam County,Indiana,18,133
26900,"Indianapolis-Carmel-Anderson, IN",Shelby County,Indiana,18,145
26940,"Indianola, MS",Sunflower County,Mississippi,28,133
26960,"Ionia, MI",Ionia County,Michigan,26,67
26980,"Iowa City, IA",Johnson County,Iowa,19,103
26980,"Iowa City, IA",Washington County,Iowa,19,183
27020,"Iron Mountain, MI-WI",Dickinson County,Michigan,26,43
27020,"Iron Mountain, MI-WI",Florence County,Wisconsin,55,37
27060,"Ithaca, NY",Tompkins County,New York,36,109
27100,"Jackson, MI",Jackson County,Michigan,26,75
27140,"Jackson, MS",Copiah County,Mississippi,28,29
27140,"Jackson, MS",Hinds County,Mississippi,28,49
27140,"Jackson, MS",Madison County,Mississippi,28,89
27140,"Jackson, MS",Rankin County,Mississippi,28,121
27140,"Jackson, MS",Simpson County,Mississippi,28,127
27140,"Jackson, MS",Yazoo County,Mississippi,28,163
27160,"Jackson, OH",Jackson County,Ohio,39,79
27180,"Jackson, TN",Chester County,Tennessee,47,23
27180,"Jackson, TN",Crockett County,Tennessee,47,33
27180,"Jackson, TN",Madison County,Tennessee,47,113
27220,"Jackson, WY-ID",Teton County,Idaho,16,81
27220,"Jackson, WY-ID",Teton County,Wyoming,56,39
27260,"Jacksonville, FL",Baker County,Florida,12,3
27260,"Jacksonville, FL",Clay County,Florida,12,19
27260,"Jacksonville, FL",Duval County,Florida,12,31
27260,"Jacksonville, FL",Nassau County,Florida,12,89
27260,"Jacksonville, FL",St. Johns County,Florida,12,109
27300,"Jacksonville, IL",Morgan County,Illinois,17,137
27300,"Jacksonville, IL",Scott County,Illinois,17,171
27340,"Jacksonville, NC",Onslow County,North Carolina,37,133
27380,"Jacksonville, TX",Cherokee County,Texas,48,73
27420,"Jamestown, ND",Stutsman County,North Dakota,38,93
27460,"Jamestown-Dunkirk-Fredonia, NY",Chautauqua County,New York,36,13
27500,"Janesville-Beloit, WI",Rock County,Wisconsin,55,105
27540,"Jasper, IN",Dubois County,Indiana,18,37
27540,"Jasper, IN",Pike County,Indiana,18,125
27580,"Jayuya, PR",Jayuya Municipio,Puerto Rico,72,73
27600,"Jefferson, GA",Jackson County,Georgia,13,157
27620,"Jefferson City, MO",Callaway County,Missouri,29,27
27620,"Jefferson City, MO",Cole County,Missouri,29,51
27620,"Jefferson City, MO",Moniteau County,Missouri,29,135
27620,"Jefferson City, MO",Osage County,Missouri,29,151
27700,"Jesup, GA",Wayne County,Georgia,13,305
27740,"Johnson City, TN",Carter County,Tennessee,47,19
27740,"Johnson City, TN",Unicoi County,Tennessee,47,171
27740,"Johnson City, TN",Washington County,Tennessee,47,179
27780,"Johnstown, PA",Cambria County,Pennsylvania,42,21
27860,"Jonesboro, AR",Craighead County,Arkansas,5,31
27860,"Jonesboro, AR",Poinsett County,Arkansas,5,111
27900,"Joplin, MO",Jasper County,Missouri,29,97
27900,"Joplin, MO",Newton County,Missouri,29,145
27920,"Junction City, KS",Geary County,Kansas,20,61
27940,"Juneau, AK",Juneau City and Borough,Alaska,2,110
27980,"Kahului-Wailuku-Lahaina, HI",Kalawao County,Hawaii,15,5
27980,"Kahului-Wailuku-Lahaina, HI",Maui County,Hawaii,15,9
28020,"Kalamazoo-Portage, MI",Kalamazoo County,Michigan,26,77
28020,"Kalamazoo-Portage, MI",Van Buren County,Michigan,26,159
28060,"Kalispell, MT",Flathead County,Montana,30,29
28100,"Kankakee, IL",Kankakee County,Illinois,17,91
28140,"Kansas City, MO-KS",Johnson County,Kansas,20,91
28140,"Kansas City, MO-KS",Leavenworth County,Kansas,20,103
28140,"Kansas City, MO-KS",Linn County,Kansas,20,107
28140,"Kansas City, MO-KS",Miami County,Kansas,20,121
28140,"Kansas City, MO-KS",Wyandotte County,Kansas,20,209
28140,"Kansas City, MO-KS",Bates County,Missouri,29,13
28140,"Kansas City, MO-KS",Caldwell County,Missouri,29,25
28140,"Kansas City, MO-KS",Cass County,Missouri,29,37
28140,"Kansas City, MO-KS",Clay County,Missouri,29,47
28140,"Kansas City, MO-KS",Clinton County,Missouri,29,49
28140,"Kansas City, MO-KS",Jackson County,Missouri,29,95
28140,"Kansas City, MO-KS",Lafayette County,Missouri,29,107
28140,"Kansas City, MO-KS",Platte County,Missouri,29,165
28140,"Kansas City, MO-KS",Ray County,Missouri,29,177
28180,"Kapaa, HI",Kauai County,Hawaii,15,7
28260,"Kearney, NE",Buffalo County,Nebraska,31,19
28260,"Kearney, NE",Kearney County,Nebraska,31,99
28300,"Keene, NH",Cheshire County,New Hampshire,33,5
28340,"Kendallville, IN",Noble County,Indiana,18,113
28380,"Kennett, MO",Dunklin County,Missouri,29,69
28420,"Kennewick-Richland, WA",Benton County,Washington,53,5
28420,"Kennewick-Richland, WA",Franklin County,Washington,53,21
28500,"Kerrville, TX",Kerr County,Texas,48,265
28540,"Ketchikan, AK",Ketchikan Gateway Borough,Alaska,2,130
28580,"Key West, FL",Monroe County,Florida,12,87
28620,"Kill Devil Hills, NC",Dare County,North Carolina,37,55
28620,"Kill Devil Hills, NC",Tyrrell County,North Carolina,37,177
28660,"Killeen-Temple, TX",Bell County,Texas,48,27
28660,"Killeen-Temple, TX",Coryell County,Texas,48,99
28660,"Killeen-Temple, TX",Lampasas County,Texas,48,281
28700,"Kingsport-Bristol-Bristol, TN-VA",Hawkins County,Tennessee,47,73
28700,"Kingsport-Bristol-Bristol, TN-VA",Sullivan County,Tennessee,47,163
